GeneID,gene.rank.h,Associated.Gene.Name,Chromosome.Name,Strand,Gene.Biotype,TF.family
AT1G77932,0.00419041947890968,AT1G77932,1,-1,protein_coding,na
AT5G16480,0.00418975890625231,AT5G16480,5,-1,protein_coding,na
AT1G47410,0.00418691514869275,AT1G47410,1,1,protein_coding,na
AT5G05510,0.00418531389461158,AT5G05510,5,-1,protein_coding,na
AT4G11521,0.00418173752168182,AT4G11521,4,1,protein_coding,na
AT5G08305,0.00418096721471584,AT5G08305,5,-1,protein_coding,na
AT1G76800,0.00417430100055863,AT1G76800,1,1,protein_coding,na
AT5G35520,0.00417339132263418,MIS12,5,1,protein_coding,na
AT2G43470,0.0041724422370331,AT2G43470,2,-1,protein_coding,na
AT5G09780,0.00416934644641077,AT5G09780,5,-1,transcription_factor,REM
AT1G52200,0.00416805949643848,AT1G52200,1,-1,protein_coding,na
AT2G20940,0.00416607313039,AT2G20940,2,-1,protein_coding,na
AT3G28958,0.00416341646183065,AT3G28958,3,1,protein_coding,na
AT2G21237,0.00416340103533166,AT2G21237,2,-1,protein_coding,na
AT1G56570,0.00415064360143228,AT1G56570,1,1,protein_coding,na
AT5G06360,0.00414561608252121,AT5G06360,5,1,protein_coding,na
AT3G48210,0.00414400329438321,AT3G48210,3,1,protein_coding,na
AT3G62250,0.00414243269294522,UBQ5,3,1,protein_coding,na
AT2G17380,0.004141793359509,AP19,2,1,protein_coding,na
AT1G57980,0.0041413402970835,AT1G57980,1,-1,protein_coding,na
AT2G44570,0.00414023943514051,AtGH9B12,2,-1,protein_coding,na
AT3G23380,0.00413904750934704,RIC5,3,1,protein_coding,na
AT2G41890,0.00413838683074973,AT2G41890,2,-1,protein_coding,na
AT4G31750,0.00413804314243581,WIN2,4,-1,protein_coding,na
AT1G01940,0.00413654568564867,AT1G01940,1,1,protein_coding,na
AT1G15760,0.00413410422681585,AT1G15760,1,1,protein_coding,na
AT1G30380,0.0041332440042115,PSAK,1,1,protein_coding,na
AT2G45406,0.0041313383969094,AT2G45406,2,-1,protein_coding,na
AT1G49360,0.00412914636637876,AT1G49360,1,-1,protein_coding,na
AT3G28730,0.00412860764094324,ATHMG,3,1,protein_coding,na
AT3G44690,0.00412811559432703,AT3G44690,3,-1,protein_coding,na
AT1G50290,0.00412642865848423,AT1G50290,1,-1,protein_coding,na
AT1G27470,0.00411913559094332,AT1G27470,1,-1,protein_coding,na
AT2G44440,0.00411441495039817,AT2G44440,2,-1,protein_coding,na
AT5G09270,0.00411223788506175,AT5G09270,5,1,protein_coding,na
AT2G40500,0.00411051298479947,AT2G40500,2,1,protein_coding,na
AT3G05020,0.00410800090334527,ACP1,3,-1,protein_coding,na
AT3G42155,0.00410767197475687,AT3G42155,3,-1,protein_coding,na
AT4G08690,0.00410747595400414,AT4G08690,4,-1,protein_coding,na
AT3G46920,0.00410331605802625,AT3G46920,3,-1,protein_coding,na
AT3G17450,0.00409792975889536,AT3G17450,3,-1,protein_coding,na
AT1G46696,0.00409398189624736,AT1G46696,1,-1,protein_coding,na
AT3G23060,0.00409177620025284,AT3G23060,3,1,transcription_factor,C3H
AT4G22740,0.00408978951496392,AT4G22740,4,-1,protein_coding,na
AT1G51538,0.00408961308994249,AT1G51538,1,1,protein_coding,na
AT3G44550,0.00408792036031118,FAR5,3,1,protein_coding,na
AT2G36900,0.00408748644754142,MEMB11,2,-1,protein_coding,na
AT3G55230,0.00408377003434064,AT3G55230,3,1,protein_coding,na
AT3G23190,0.00407988987186283,AT3G23190,3,1,protein_coding,na
AT5G07000,0.00407816758094056,ATST2B,5,-1,protein_coding,na
AT4G28811,0.00407547180600794,AT4G28811,4,1,transcription_factor,bHLH
AT2G32660,0.00407250733863513,AtRLP22,2,-1,protein_coding,na
AT1G19750,0.00407102204018288,AT1G19750,1,1,protein_coding,na
AT4G08210,0.00406889624344694,AT4G08210,4,-1,protein_coding,na
AT1G27610,0.0040655736854337,AT1G27610,1,-1,protein_coding,na
AT3G26300,0.0040629488624256,CYP71B34,3,-1,protein_coding,na
AT1G69800,0.00406118156038771,AT1G69800,1,-1,protein_coding,na
AT4G21650,0.00405744407595005,AT4G21650,4,-1,protein_coding,na
AT1G31820,0.00405727497520698,AT1G31820,1,-1,protein_coding,na
AT5G24410,0.00405313599527785,PGL4,5,-1,protein_coding,na
AT4G32060,0.00405286004107494,AT4G32060,4,1,protein_coding,na
AT4G34560,0.00405257213773717,AT4G34560,4,1,protein_coding,na
AT1G09340,0.00405103765854247,CRB,1,1,protein_coding,na
AT3G03490,0.00405035564817813,PEX19-1,3,-1,protein_coding,na
AT1G78520,0.00405005044366765,AT1G78520,1,-1,protein_coding,na
AT4G12920,0.00404705188089963,AT4G12920,4,1,protein_coding,na
AT1G73970,0.00404422551721475,AT1G73970,1,1,protein_coding,na
AT1G22890,0.00404238684311553,AT1G22890,1,1,protein_coding,na
AT1G76190,0.00404211683634036,AT1G76190,1,1,protein_coding,na
AT2G46870,0.00404182280751209,NGA1,2,1,transcription_factor,RAV
AT1G64050,0.00403761069722654,AT1G64050,1,1,protein_coding,na
AT5G10530,0.00403666232968715,AT5G10530,5,-1,protein_coding,na
AT1G27170,0.00403502216762388,AT1G27170,1,1,protein_coding,na
AT5G40100,0.00403251356465012,AT5G40100,5,1,protein_coding,na
AT1G58330,0.00403225269643042,ZW2,1,1,protein_coding,na
AT5G42370,0.00403140777493969,AT5G42370,5,-1,protein_coding,na
AT5G03510,0.00402925438996943,AT5G03510,5,1,transcription_factor,C2H2
AT1G31080,0.00402859486567115,AT1G31080,1,1,protein_coding,na
AT5G10280,0.00401961281241856,MYB92,5,1,transcription_factor,MYB
AT1G78640,0.00401697395805941,AT1G78640,1,-1,protein_coding,na
AT1G60280,0.00401155973032488,ANAC023,1,-1,transcription_factor,NAC
AT5G38070,0.0040110771267931,AT5G38070,5,1,protein_coding,na
AT2G02350,0.00401030498434817,SKIP3,2,-1,protein_coding,na
AT1G06230,0.00400610887062193,GTE4,1,1,protein_coding,na
AT1G25260,0.00400404322667634,AT1G25260,1,-1,protein_coding,na
AT3G50925,0.00400363684733351,AT3G50925,3,-1,protein_coding,na
AT1G64930,0.00400287435810728,CYP89A7,1,1,protein_coding,na
AT1G15870,0.00400218256775443,AT1G15870,1,1,protein_coding,na
AT1G51490,0.00400171155768627,BGLU36,1,1,protein_coding,na
AT2G30290,0.00400164907198771,VSR2,2,-1,protein_coding,na
AT1G43560,0.00399971061335639,Aty2,1,-1,protein_coding,na
AT4G05091,0.0039973521096451,AT4G05091,4,1,protein_coding,na
AT1G20160,0.00399240448032863,ATSBT5.2,1,-1,protein_coding,na
AT4G28180,0.0039912472130518,AT4G28180,4,-1,protein_coding,na
AT3G45700,0.00399028777085546,AT3G45700,3,1,protein_coding,na
AT5G09450,0.00398731086382381,AT5G09450,5,1,protein_coding,na
AT3G57880,0.00398450176436252,AT3G57880,3,-1,protein_coding,na
AT2G16360,0.00398372405360505,AT2G16360,2,-1,protein_coding,na
AT5G10310,0.00398153592983907,AT5G10310,5,-1,protein_coding,na
AT4G02860,0.00397823059441439,AT4G02860,4,-1,protein_coding,na
AT4G20800,0.00397709264879637,AT4G20800,4,1,protein_coding,na
AT2G02870,0.00397481398640952,AT2G02870,2,1,protein_coding,na
AT3G11110,0.00397439302393934,AT3G11110,3,1,transcription_factor,C3H
AT3G08950,0.00397351932271162,HCC1,3,1,protein_coding,na
AT5G07470,0.00397140394127475,PMSR3,5,-1,protein_coding,na
AT1G60030,0.00396031351938139,ATNAT7,1,-1,protein_coding,na
AT3G44460,0.00395744721545898,DPBF2,3,-1,transcription_factor,bZIP
AT3G51310,0.00395715876181224,VPS35C,3,-1,protein_coding,na
AT2G46410,0.00395650886954307,CPC,2,-1,transcription_factor,MYB-related
AT4G02740,0.00395557025341668,AT4G02740,4,-1,protein_coding,na
AT4G02980,0.00395378576283247,ABP1,4,-1,protein_coding,na
AT5G08565,0.00395302000640097,AT5G08565,5,1,protein_coding,na
AT4G22560,0.00395183483618117,AT4G22560,4,1,protein_coding,na
AT3G57380,0.0039506485178623,AT3G57380,3,1,protein_coding,na
AT5G09290,0.00394824666155628,AT5G09290,5,1,protein_coding,na
AT3G43960,0.00394723762440937,AT3G43960,3,-1,protein_coding,na
AT2G45120,0.00394704380806378,AT2G45120,2,1,transcription_factor,C2H2
AT5G40550,0.00394526178551907,AT5G40550,5,1,protein_coding,na
AT1G73510,0.00394312289075742,AT1G73510,1,-1,protein_coding,na
AT1G33055,0.00394245509951325,AT1G33055,1,-1,protein_coding,na
AT1G13910,0.00394124127359007,AT1G13910,1,1,protein_coding,na
AT3G53610,0.0039358637654491,ATRAB8,3,-1,protein_coding,na
AT2G31250,0.00393453723144876,HEMA3,2,-1,protein_coding,na
AT3G15860,0.00393427964387618,AT3G15860,3,-1,protein_coding,na
AT1G80133,0.0039328164769952,AT1G80133,1,-1,protein_coding,na
AT5G24770,0.00392986241288823,VSP2,5,-1,protein_coding,na
AT4G26960,0.00392236163901596,AT4G26960,4,-1,protein_coding,na
AT5G12260,0.00392103403825564,AT5G12260,5,1,protein_coding,na
AT1G51840,0.00391932332041361,AT1G51840,1,-1,protein_coding,na
AT2G25295,0.00391912187291232,LCR81,2,1,protein_coding,na
AT1G31470,0.00391887793951925,NFD4,1,-1,protein_coding,na
AT5G17210,0.00391794098897983,AT5G17210,5,1,protein_coding,na
AT3G23167,0.00391669891850646,LCR39,3,-1,protein_coding,na
AT3G45245,0.00391584403305056,AT3G45245,3,1,protein_coding,na
AT3G05230,0.00391510206394548,AT3G05230,3,1,protein_coding,na
AT2G28050,0.00390913824198885,AT2G28050,2,-1,protein_coding,na
AT1G73100,0.00390213653083322,SUVH3,1,1,protein_coding,na
AT3G22057,0.00389957140401855,AT3G22057,3,1,protein_coding,na
AT1G80140,0.00389500294127767,AT1G80140,1,1,protein_coding,na
AT3G17940,0.00389456908122085,AT3G17940,3,-1,protein_coding,na
AT4G20340,0.00389410051976903,AT4G20340,4,1,protein_coding,na
AT3G57110,0.00389358878480253,AT3G57110,3,1,protein_coding,na
AT1G28030,0.00388979566121268,AT1G28030,1,1,protein_coding,na
AT2G28250,0.00388540391198359,NCRK,2,1,protein_coding,na
AT3G50970,0.0038782986657688,LTI30,3,1,protein_coding,na
AT5G24879,0.00387565000564177,AT5G24879,5,-1,protein_coding,na
AT3G57072,0.00387161408573402,AT3G57072,3,-1,protein_coding,na
AT4G02210,0.0038697883722133,AT4G02210,4,-1,protein_coding,na
AT1G58320,0.00386771654251849,AT1G58320,1,-1,protein_coding,na
AT1G15772,0.00386600565324427,AT1G15772,1,-1,protein_coding,na
AT4G18823,0.00386557263631215,AT4G18823,4,-1,protein_coding,na
AT2G34670,0.00386155672761987,AT2G34670,2,-1,protein_coding,na
AT1G69400,0.00385944721435919,AT1G69400,1,1,protein_coding,na
AT4G22820,0.00385445165166346,AT4G22820,4,-1,protein_coding,na
AT5G22600,0.00385444031377986,AT5G22600,5,1,protein_coding,na
AT3G46950,0.00385400106977999,AT3G46950,3,1,protein_coding,na
AT1G13160,0.00385204088699623,AT1G13160,1,1,protein_coding,na
AT1G28480,0.00385168344695153,GRX480,1,-1,protein_coding,na
AT1G61440,0.00384494270562395,AT1G61440,1,-1,protein_coding,na
AT1G15720,0.00384090686100968,TRFL5,1,1,transcription_factor,MYB-related
AT3G17000,0.00384007885679103,UBC32,3,1,protein_coding,na
AT4G34960,0.00383852882111775,AT4G34960,4,1,protein_coding,na
AT2G45030,0.00383544813198812,AT2G45030,2,1,protein_coding,na
AT1G51570,0.00383526631785397,AT1G51570,1,-1,protein_coding,na
AT1G61170,0.00383406151197885,AT1G61170,1,1,protein_coding,na
AT2G23460,0.0038328171699783,XLG1,2,1,protein_coding,na
AT5G06080,0.00383083819888019,LBD33,5,-1,protein_coding,na
AT2G19720,0.00382889259097725,rps15ab,2,-1,protein_coding,na
AT2G17280,0.00382885869685247,AT2G17280,2,1,protein_coding,na
AT4G15400,0.0038284291069437,AT4G15400,4,-1,protein_coding,na
AT2G35140,0.00382703608098913,AT2G35140,2,1,protein_coding,na
AT1G78650,0.00382528860779257,POLD3,1,1,protein_coding,na
AT5G15080,0.0038230242842872,AT5G15080,5,1,protein_coding,na
AT4G23140,0.00382034622307469,CRK6,4,1,protein_coding,na
AT2G46890,0.00381753725203189,AT2G46890,2,-1,protein_coding,na
AT3G44850,0.00381116189346179,AT3G44850,3,-1,protein_coding,na
AT2G01630,0.00380955938463826,AT2G01630,2,-1,protein_coding,na
AT4G19160,0.00380917120594737,AT4G19160,4,1,protein_coding,na
AT1G04970,0.00380842744648375,AT1G04970,1,1,protein_coding,na
AT4G01380,0.00380453097359275,AT4G01380,4,-1,protein_coding,na
AT4G36980,0.00380273497793238,AT4G36980,4,-1,protein_coding,na
AT3G04230,0.00380248982630774,AT3G04230,3,-1,protein_coding,na
AT3G15518,0.00379341177504244,AT3G15518,3,1,protein_coding,na
AT4G28485,0.00379263046790864,DMP7,4,-1,protein_coding,na
AT3G02490,0.00379237023678946,AT3G02490,3,1,protein_coding,na
AT1G66235,0.00378750253853524,AT1G66235,1,-1,protein_coding,na
AT1G70180,0.00378413516101072,AT1G70180,1,1,protein_coding,na
AT4G23210,0.00377881287610305,CRK13,4,-1,protein_coding,na
AT2G42990,0.00377833358980647,AT2G42990,2,1,protein_coding,na
AT2G30395,0.00377052096479173,ATOFP17,2,-1,protein_coding,na
AT5G37190,0.00377012960550864,CIP4,5,-1,protein_coding,na
AT1G76790,0.00376946203128619,AT1G76790,1,-1,protein_coding,na
AT2G18080,0.00376849206890901,EDA2,2,1,protein_coding,na
AT1G68720,0.00376020225452303,TADA,1,1,protein_coding,na
AT2G38600,0.00375873301862235,AT2G38600,2,1,protein_coding,na
AT1G21528,0.00375752628123345,AT1G21528,1,-1,protein_coding,na
AT3G06660,0.00375518502175673,AT3G06660,3,1,protein_coding,na
AT2G31305,0.00375111604015798,INH3,2,1,protein_coding,na
AT4G30620,0.00375094847733384,AT4G30620,4,-1,protein_coding,na
AT4G14870,0.003749268076525,SECE1,4,1,protein_coding,na
AT1G12805,0.00374847295477445,AT1G12805,1,1,protein_coding,na
AT2G01560,0.00374807056014048,AT2G01560,2,-1,protein_coding,na
AT5G35690,0.00373788705743919,AT5G35690,5,-1,protein_coding,na
AT2G01090,0.00373768302508552,AT2G01090,2,1,protein_coding,na
AT2G33160,0.00373726213092463,AT2G33160,2,1,protein_coding,na
AT2G34050,0.00373654068499882,AT2G34050,2,-1,protein_coding,na
AT3G53700,0.00373629475053062,MEE40,3,1,protein_coding,na
AT1G65120,0.00373504619439805,AT1G65120,1,-1,transcription_factor,C2H2
AT3G11800,0.00372957228514244,AT3G11800,3,1,protein_coding,na
AT4G11690,0.00372856562168427,AT4G11690,4,1,protein_coding,na
AT1G29770,0.00372431788447791,AT1G29770,1,1,protein_coding,na
AT4G29930,0.0037228878248098,AT4G29930,4,1,transcription_factor,bHLH
AT4G28510,0.00372140901784753,ATPHB1,4,-1,protein_coding,na
AT5G40070,0.00371558765744324,AT5G40070,5,1,protein_coding,na
AT1G28695,0.00371544230686645,AT1G28695,1,-1,protein_coding,na
AT3G56560,0.00371312207571332,anac065,3,1,transcription_factor,NAC
AT4G28690,0.00370612434020978,AT4G28690,4,1,protein_coding,na
AT3G24060,0.00370370007066667,AT3G24060,3,-1,protein_coding,na
AT4G24410,0.00370129231495497,AT4G24410,4,-1,protein_coding,na
AT1G65210,0.0036992447673592,AT1G65210,1,1,protein_coding,na
AT1G63140,0.0036989238784235,AT1G63140,1,1,protein_coding,na
AT1G66050,0.00369244459058755,VIM2,1,1,protein_coding,na
AT4G30935,0.00368913730362576,WRKY32,4,-1,protein_coding,na
AT4G34340,0.00368903889432136,TAF8,4,-1,protein_coding,na
AT5G04800,0.00368654393563202,AT5G04800,5,1,protein_coding,na
AT1G04985,0.0036849614137875,AT1G04985,1,-1,protein_coding,na
AT1G73260,0.00368475189737906,ATKTI1,1,-1,protein_coding,na
AT3G53440,0.00368371114711945,AT3G53440,3,1,protein_coding,na
AT1G34470,0.00368213830899215,AT1G34470,1,1,protein_coding,na
AT2G40850,0.00367760576967475,ATPI4KGAMMA1,2,1,protein_coding,na
AT1G15670,0.00367577239836278,AT1G15670,1,1,protein_coding,na
AT2G29960,0.00367532460969148,CYP5,2,-1,protein_coding,na
AT3G62280,0.00367349875259497,AT3G62280,3,-1,protein_coding,na
AT2G20835,0.00367229671190147,AT2G20835,2,-1,protein_coding,na
AT2G17240,0.00366876716293623,AT2G17240,2,1,protein_coding,na
AT5G38050,0.00366770146136853,AT5G38050,5,1,protein_coding,na
AT5G27640,0.00366689029522864,TIF3B1,5,-1,protein_coding,na
AT1G65990,0.00366306407817319,AT1G65990,1,-1,protein_coding,na
AT3G06270,0.00366273544261977,AT3G06270,3,1,protein_coding,na
AT2G23150,0.00365840400618162,NRAMP3,2,-1,protein_coding,na
AT3G61350,0.00365750139389266,SKIP4,3,1,protein_coding,na
AT2G47270,0.00365706532258893,UPB1,2,-1,transcription_factor,bHLH
AT5G05300,0.00365565506953222,AT5G05300,5,-1,protein_coding,na
AT4G19480,0.00365323953456091,AT4G19480,4,-1,protein_coding,na
AT2G34315,0.00365293962186936,AT2G34315,2,-1,protein_coding,na
AT2G29180,0.00365054967820516,AT2G29180,2,1,protein_coding,na
AT3G28670,0.00365021293280569,AT3G28670,3,1,protein_coding,na
AT1G77340,0.0036501206459643,AT1G77340,1,-1,protein_coding,na
AT1G47265,0.0036472170094194,AT1G47265,1,1,protein_coding,na
AT2G36325,0.00364534216863597,AT2G36325,2,1,protein_coding,na
AT2G21400,0.00364238470579226,SRS3,2,1,transcription_factor,C2H2
AT1G75260,0.00363801734129941,AT1G75260,1,1,protein_coding,na
AT4G16000,0.0036335810126467,AT4G16000,4,-1,protein_coding,na
AT3G14780,0.00363248675276209,AT3G14780,3,-1,protein_coding,na
AT3G12290,0.003631365369924,AT3G12290,3,1,protein_coding,na
AT3G06210,0.00362234092752789,AT3G06210,3,1,protein_coding,na
AT1G33360,0.00361966525961285,AT1G33360,1,1,protein_coding,na
AT5G22420,0.00361912103990716,FAR7,5,1,protein_coding,na
AT3G13030,0.00361767634484057,AT3G13030,3,-1,protein_coding,na
AT1G55730,0.00361423324461438,ATCAX5,1,-1,protein_coding,na
AT1G65484,0.00361398964380574,AT1G65484,1,1,protein_coding,na
AT3G45290,0.0036136749498085,MLO3,3,1,protein_coding,na
AT1G72680,0.00361196194073669,ATCAD1,1,-1,protein_coding,na
AT1G75530,0.00360947118105071,AT1G75530,1,1,protein_coding,na
AT4G16580,0.00360856450670813,AT4G16580,4,-1,protein_coding,na
AT1G34380,0.00360806584089515,AT1G34380,1,-1,protein_coding,na
AT2G23142,0.00360324819497681,AT2G23142,2,1,protein_coding,na
AT3G62080,0.00360165450391635,AT3G62080,3,1,protein_coding,na
AT2G35730,0.00360110821360945,AT2G35730,2,-1,protein_coding,na
AT4G15460,0.00360071655934938,AT4G15460,4,-1,protein_coding,na
AT2G41690,0.00360037711041758,AT-HSFB3,2,1,transcription_factor,HSF
AT1G04810,0.00359447468079357,AT1G04810,1,1,protein_coding,na
AT1G11180,0.00359241942302954,AT1G11180,1,1,protein_coding,na
AT1G80620,0.00359006078409785,AT1G80620,1,1,protein_coding,na
AT2G39490,0.00358849544555812,AT2G39490,2,-1,protein_coding,na
AT1G04390,0.00358738093746422,AT1G04390,1,-1,protein_coding,na
AT2G47530,0.00358283239123543,AT2G47530,2,1,protein_coding,na
AT3G18165,0.00358200291241943,MOS4,3,1,protein_coding,na
AT3G49990,0.00357878645814924,AT3G49990,3,-1,protein_coding,na
AT5G22794,0.00357431432356377,AT5G22794,5,1,protein_coding,na
AT2G46080,0.00357420694075193,AT2G46080,2,-1,protein_coding,na
AT1G70760,0.00357411694841122,CRR23,1,1,protein_coding,na
AT3G04903,0.00356996134524292,AT3G04903,3,1,protein_coding,na
AT1G80970,0.00356964530959025,AT1G80970,1,1,protein_coding,na
AT2G27730,0.00356650176035767,AT2G27730,2,-1,protein_coding,na
AT1G14300,0.00356607977790832,AT1G14300,1,-1,protein_coding,na
AT1G64385,0.00356491402742565,AT1G64385,1,1,protein_coding,na
AT3G48346,0.00356427070870444,AT3G48346,3,1,protein_coding,na
AT4G16330,0.00356399710948501,AT4G16330,4,-1,protein_coding,na
AT1G19730,0.00356251397495359,ATTRX4,1,-1,protein_coding,na
AT1G76705,0.00355985516992385,AT1G76705,1,1,protein_coding,na
AT1G27430,0.00355866569362284,AT1G27430,1,-1,protein_coding,na
AT1G08140,0.00355746569786191,ATCHX6A,1,-1,protein_coding,na
AT3G17820,0.00355645694396694,ATGSKB6,3,1,protein_coding,na
AT1G68875,0.00355538149150633,AT1G68875,1,1,protein_coding,na
AT2G45360,0.00355461148278431,AT2G45360,2,1,protein_coding,na
AT5G05100,0.00355341491628758,AT5G05100,5,-1,protein_coding,na
AT2G27600,0.00355332533733817,SKD1,2,1,protein_coding,na
AT5G19340,0.0035530381976853,AT5G19340,5,-1,protein_coding,na
AT2G38370,0.0035524593656397,AT2G38370,2,-1,protein_coding,na
AT4G04614,0.00354901378589904,AT4G04614,4,-1,protein_coding,na
AT1G03820,0.00354619625136261,AT1G03820,1,-1,protein_coding,na
AT5G23060,0.00354608752656196,CaS,5,-1,protein_coding,na
AT2G27700,0.00353943139124851,AT2G27700,2,-1,protein_coding,na
AT5G42470,0.00353621113454686,AT5G42470,5,1,protein_coding,na
AT5G06010,0.00353480601445675,AT5G06010,5,1,protein_coding,na
AT2G16385,0.00353398852361537,AT2G16385,2,1,protein_coding,na
AT4G19900,0.00353055375473493,AT4G19900,4,-1,protein_coding,na
AT1G30870,0.00353045566202176,AT1G30870,1,1,protein_coding,na
AT4G12990,0.00353037107085994,AT4G12990,4,-1,protein_coding,na
AT2G25090,0.00352324170244536,CIPK16,2,-1,protein_coding,na
AT5G07870,0.0035213689058002,AT5G07870,5,1,protein_coding,na
AT5G37870,0.00351940258397276,AT5G37870,5,-1,protein_coding,na
AT4G17200,0.00351915796748289,AT4G17200,4,1,protein_coding,na
AT4G21510,0.0035162500311943,AT4G21510,4,-1,protein_coding,na
AT4G09720,0.00351459348315332,RABG3A,4,1,protein_coding,na
AT4G02650,0.0035140409339521,AT4G02650,4,1,protein_coding,na
AT3G62890,0.00351369327308232,AT3G62890,3,1,protein_coding,na
AT1G18530,0.00351162108670882,AT1G18530,1,1,protein_coding,na
AT2G40660,0.00351053284200521,AT2G40660,2,1,protein_coding,na
AT3G45900,0.00350960837612098,AT3G45900,3,-1,protein_coding,na
AT4G16820,0.00350704385744512,PLA-I{beta]2,4,1,protein_coding,na
AT4G22640,0.00350650987394232,AT4G22640,4,1,protein_coding,na
AT1G60110,0.00350576113004062,AT1G60110,1,1,protein_coding,na
AT3G12630,0.00350075593012791,AT3G12630,3,1,protein_coding,na
AT1G59660,0.00349869743915038,AT1G59660,1,1,protein_coding,na
AT1G55520,0.00349739041475344,TBP2,1,-1,protein_coding,na
AT4G39000,0.00349706985073066,AtGH9B17,4,-1,protein_coding,na
AT1G73325,0.00349705074414272,AT1G73325,1,-1,protein_coding,na
AT4G11920,0.00349201479362591,CCS52A2,4,-1,protein_coding,na
AT5G04600,0.00349116274242202,AT5G04600,5,1,protein_coding,na
AT1G69020,0.00348844851180579,AT1G69020,1,-1,protein_coding,na
AT5G42910,0.00348779723956977,AT5G42910,5,1,transcription_factor,bZIP
AT2G47690,0.00348647072945387,AT2G47690,2,1,protein_coding,na
AT5G28520,0.00348524635236013,AT5G28520,5,1,protein_coding,na
AT1G26355,0.00348456039864384,SP1L1,1,-1,protein_coding,na
AT2G47340,0.00348174864711036,AT2G47340,2,1,protein_coding,na
AT1G32350,0.00348034502799641,AOX1D,1,-1,protein_coding,na
AT3G58390,0.00347842825422889,AT3G58390,3,-1,protein_coding,na
AT2G18380,0.00347649253670976,GATA20,2,-1,transcription_factor,C2C2-Gata
AT4G16360,0.0034710482384794,AT4G16360,4,1,protein_coding,na
AT3G02470,0.00346959327859928,SAMDC,3,1,protein_coding,na
AT1G67623,0.00346704103956849,AT1G67623,1,1,protein_coding,na
AT5G23610,0.00346548804292606,AT5G23610,5,-1,protein_coding,na
AT2G43400,0.00346500079399769,ETFQO,2,1,protein_coding,na
AT1G78080,0.00346405932902387,RAP2.4,1,1,transcription_factor,AP2-EREBP
AT1G74220,0.00346370074413468,AT1G74220,1,-1,protein_coding,na
AT3G13760,0.00346265910534022,AT3G13760,3,1,protein_coding,na
AT3G30520,0.00346146182099301,AT3G30520,3,1,protein_coding,na
AT5G04840,0.00346083004043167,AT5G04840,5,1,protein_coding,na
AT2G42260,0.00345996548279571,UVI4,2,-1,protein_coding,na
AT1G48010,0.00345912788160962,AT1G48010,1,-1,protein_coding,na
AT3G43210,0.00345907327881448,TES,3,1,protein_coding,na
AT1G34630,0.00345182919949982,AT1G34630,1,1,protein_coding,na
AT3G57710,0.00344802977936242,AT3G57710,3,-1,protein_coding,na
AT4G33985,0.00344684935402569,AT4G33985,4,-1,protein_coding,na
AT4G33910,0.00344652123147,AT4G33910,4,-1,protein_coding,na
AT5G08100,0.00344464578243946,AT5G08100,5,-1,protein_coding,na
AT1G03106,0.00344413573589514,AT1G03106,1,-1,protein_coding,na
AT5G33340,0.00343163934142115,CDR1,5,1,protein_coding,na
AT5G43030,0.00342999844734473,AT5G43030,5,-1,protein_coding,na
AT4G23110,0.0034215269460412,AT4G23110,4,1,protein_coding,na
AT4G21010,0.00342087011085906,AT4G21010,4,-1,protein_coding,na
AT3G02200,0.00341969223180569,AT3G02200,3,1,protein_coding,na
AT4G14450,0.00341577934549118,AT4G14450,4,1,protein_coding,na
AT1G02880,0.00341335352418143,TPK1,1,-1,protein_coding,na
AT1G75250,0.00341289882795536,ATRL6,1,-1,transcription_factor,MYB-related
AT3G50540,0.00341283304113517,AT3G50540,3,1,protein_coding,na
AT2G36170,0.00340906788728083,AT2G36170,2,1,protein_coding,na
AT3G44570,0.00340635138028432,AT3G44570,3,1,protein_coding,na
AT2G46950,0.00340441507015058,CYP709B2,2,-1,protein_coding,na
AT5G15853,0.00340393785980062,AT5G15853,5,1,protein_coding,na
AT5G13840,0.00340309926817758,FZR3,5,-1,protein_coding,na
AT5G08415,0.00340215988543784,AT5G08415,5,-1,protein_coding,na
AT1G25220,0.00339827506549958,ASB1,1,-1,protein_coding,na
AT4G30700,0.00339314778871192,AT4G30700,4,-1,protein_coding,na
AT1G63170,0.00339301786541978,AT1G63170,1,1,protein_coding,na
AT4G33730,0.00338773513978561,AT4G33730,4,1,protein_coding,na
AT1G37010,0.0033866347039778,AT1G37010,1,1,protein_coding,na
AT3G61710,0.00338617551553021,G6,3,-1,protein_coding,na
AT3G47690,0.00338610047553965,ATEB1A,3,1,protein_coding,na
AT4G23515,0.0033860721903569,AT4G23515,4,-1,protein_coding,na
AT2G32880,0.00338352054670626,AT2G32880,2,-1,protein_coding,na
AT5G16080,0.00337905940907472,AtCXE17,5,-1,protein_coding,na
AT4G02080,0.0033782715430768,ASAR1,4,1,protein_coding,na
AT4G10660,0.00337530449768994,AT4G10660,4,1,protein_coding,na
AT3G11591,0.00337505311729948,AT3G11591,3,-1,protein_coding,na
AT3G19390,0.00337235685343837,AT3G19390,3,1,protein_coding,na
AT3G10740,0.00336907363833923,ASD1,3,-1,protein_coding,na
AT2G36730,0.00336872723252559,AT2G36730,2,-1,protein_coding,na
AT1G05220,0.00335914030118816,AT1G05220,1,1,protein_coding,na
AT3G26380,0.00335890858022974,AT3G26380,3,1,protein_coding,na
AT2G02340,0.00335133980738609,AtPP2-B8,2,-1,protein_coding,na
AT2G33435,0.00334906154708644,AT2G33435,2,1,protein_coding,na
