GeneID,gene.rank.h,Associated.Gene.Name,Chromosome.Name,Strand,Gene.Biotype,TF.family
AT1G59710,10.9783010871144,AT1G59710,1,1,protein_coding,na
AT4G12382,10.9782349273904,AT4G12382,4,1,protein_coding,na
AT1G80880,10.9770760491388,AT1G80880,1,-1,protein_coding,na
AT2G29940,10.9747805948245,ABCG31,2,1,protein_coding,na
AT1G01960,10.974484572758,BIG3,1,-1,protein_coding,na
AT4G38940,10.9739761486256,AT4G38940,4,1,protein_coding,na
AT5G13130,10.9734673126287,MORC5,5,1,protein_coding,na
AT4G06634,10.9724285910319,YY1,4,-1,transcription_factor,C2H2
AT3G12100,10.9716278201905,MTPC2,3,-1,protein_coding,na
AT4G03110,10.9711545205064,BRN1,4,-1,protein_coding,na
AT1G06650,10.9709888850504,AT1G06650,1,1,protein_coding,na
AT1G21670,10.9700982643074,AT1G21670,1,1,protein_coding,na
AT3G10480,10.9698092851253,ANAC050,3,1,transcription_factor,NAC
AT5G13460,10.9695380329547,IQD11,5,1,protein_coding,na
AT1G50360,10.9694847928827,VIII-A,1,1,protein_coding,na
AT1G57680,10.9668624022112,AT1G57680,1,-1,protein_coding,na
AT1G26200,10.9663718442194,AT1G26200,1,-1,protein_coding,na
AT3G52950,10.9656427919154,CBSCBSPB3,3,1,protein_coding,na
AT2G21195,10.9648087963808,AT2G21195,2,1,protein_coding,na
AT5G06480,10.9645714438929,AT5G06480,5,-1,protein_coding,na
AT4G35740,10.9637566409563,RECQL3,4,1,protein_coding,na
AT3G02250,10.9634475791992,OFUT21,3,-1,protein_coding,na
AT4G28770,10.9630559635354,AT4G28770,4,-1,protein_coding,na
AT4G37380,10.96212666871,ELI1,4,-1,protein_coding,na
AT5G03905,10.9601188511752,AT5G03905,5,1,protein_coding,na
AT2G46050,10.9587317770957,PCMP-E39,2,1,protein_coding,na
AT2G35680,10.9584799480372,DSP8,2,-1,protein_coding,na
AT1G13780,10.9552556745119,AT1G13780,1,1,protein_coding,na
AT5G18680,10.9546867629528,TULP11,5,-1,transcription_factor,TUB
AT1G32130,10.9536567771742,IWS1,1,-1,protein_coding,na
AT5G23130,10.9517785827466,AT5G23130,5,1,protein_coding,na
AT4G10790,10.9506131763942,PUX10,4,-1,protein_coding,na
AT1G14780,10.948918730649,AT1G14780,1,1,protein_coding,na
AT1G06210,10.9488879378944,TOL2,1,1,protein_coding,na
AT1G35620,10.9466611203555,PDIL5-2,1,1,protein_coding,na
AT2G20850,10.945695678311,SRF1,2,-1,protein_coding,na
AT3G54380,10.9450162252084,SAC3C,3,-1,protein_coding,na
AT5G16780,10.9445240369426,DOT2,5,-1,protein_coding,na
AT5G42520,10.9443916005081,BPC6,5,1,transcription_factor,BBR/BPC
AT3G52480,10.9422177284705,AT3G52480,3,-1,protein_coding,na
AT3G46820,10.9408419459107,TOPP5,3,-1,protein_coding,na
AT5G16010,10.9405092359803,AT5G16010,5,1,protein_coding,na
AT1G77370,10.9397011843044,AT1G77370,1,1,protein_coding,na
AT2G35550,10.9388036755002,BPC7,2,1,transcription_factor,BBR/BPC
AT3G02770,10.9359836541849,AT3G02770,3,-1,protein_coding,na
AT1G52570,10.9358739467298,PLDALPHA2,1,-1,protein_coding,na
AT5G39590,10.9343567393087,AT5G39590,5,1,protein_coding,na
AT1G60490,10.9326549231148,ATVPS34,1,-1,protein_coding,na
AT5G59430,10.9323692137788,TRP1,5,1,transcription_factor,MYB-related
AT3G54230,10.9320658695892,SUA,3,1,protein_coding,na
AT5G40820,10.9314410640976,ATRAD3,5,-1,protein_coding,na
AT5G14950,10.9276695823266,GMII,5,-1,protein_coding,na
AT5G40040,10.927032392967,RPP2E,5,-1,protein_coding,na
AT3G63080,10.9249163666807,GPX5,3,1,protein_coding,na
AT1G13110,10.9235722310536,CYP71B7,1,1,protein_coding,na
AT1G80920,10.9234198729197,ATJ8,1,-1,protein_coding,na
AT1G51915,10.923208484793,AT1G51915,1,1,protein_coding,na
AT1G53210,10.9231492197618,NCL,1,1,protein_coding,na
AT4G25270,10.9224171906535,PCMP-E53,4,-1,protein_coding,na
AT1G20920,10.9220839863114,RH42,1,1,protein_coding,na
AT4G38350,10.9206697997061,AT4G38350,4,-1,protein_coding,na
AT1G79740,10.9198794771303,AT1G79740,1,-1,protein_coding,na
AT1G28490,10.9189326649268,SYP61,1,1,protein_coding,na
AT3G43610,10.9184868291839,AT3G43610,3,-1,protein_coding,na
AT3G11240,10.9165694366248,ATE2,3,-1,protein_coding,na
AT5G15400,10.9163870571669,PUB1,5,-1,protein_coding,na
AT5G04810,10.9145436198014,PPR4,5,1,protein_coding,na
AT1G11060,10.9141614522057,AT1G11060,1,1,protein_coding,na
AT1G04570,10.9140919706582,AT1G04570,1,-1,protein_coding,na
AT5G13950,10.9119617237308,AT5G13950,5,-1,protein_coding,na
AT2G23760,10.9119270553938,BLH4,2,-1,transcription_factor,Homeobox
AT2G33845,10.9099866930822,AT2G33845,2,1,protein_coding,na
AT3G19830,10.9093316508307,NTMC2TYPE5.2,3,-1,protein_coding,na
AT1G62820,10.9090451927326,CML14,1,-1,protein_coding,na
AT2G02960,10.9088155988538,AT2G02960,2,-1,protein_coding,na
AT4G11800,10.9085760878937,AT4G11800,4,-1,protein_coding,na
AT1G77740,10.905709193056,PIP5K2,1,1,protein_coding,na
AT4G00895,10.9049687527582,AT4G00895,4,1,protein_coding,na
AT3G21330,10.9036973544411,BHLH87,3,1,transcription_factor,bHLH
AT3G15410,10.9031818685632,AT3G15410,3,1,protein_coding,na
AT1G07900,10.9009292534376,LBD1,1,1,protein_coding,na
AT1G33610,10.9008734139508,AT1G33610,1,1,protein_coding,na
AT1G62422,10.9006675479573,AT1G62422,1,-1,protein_coding,na
AT4G35510,10.8998445039811,AT4G35510,4,-1,protein_coding,na
AT2G31680,10.8997942996475,RABA5D,2,-1,protein_coding,na
AT2G27590,10.8997520879007,AT2G27590,2,-1,protein_coding,na
AT1G74800,10.897676749732,GALT5,1,-1,protein_coding,na
AT3G61415,10.8953059612683,ASK21,3,-1,protein_coding,na
AT2G03210,10.8942531454046,FUT2,2,-1,protein_coding,na
AT1G51560,10.8932151103392,AT1G51560,1,-1,protein_coding,na
AT1G61640,10.8926522550923,AT1G61640,1,-1,protein_coding,na
AT1G64380,10.8925792335807,ERF061,1,-1,transcription_factor,AP2-EREBP
AT3G50480,10.8885588287293,HR4,3,1,protein_coding,na
AT2G13100,10.8882729822786,AT2G13100,2,1,protein_coding,na
AT5G11850,10.8856151690008,AT5G11850,5,-1,protein_coding,na
AT4G32850,10.8849226505788,nPAP,4,1,protein_coding,na
AT1G76750,10.8844393491726,EC1.1,1,1,protein_coding,na
AT4G39420,10.8839685972689,AT4G39420,4,1,protein_coding,na
AT3G48195,10.883482427465,AT3G48195,3,-1,protein_coding,na
AT3G56890,10.8822968173971,AT3G56890,3,-1,protein_coding,na
AT5G17640,10.8750750441225,AT5G17640,5,-1,protein_coding,na
AT3G18300,10.8748406616454,AT3G18300,3,1,protein_coding,na
AT3G17710,10.8739900745111,AT3G17710,3,1,protein_coding,na
AT5G24830,10.8690521788878,AT5G24830,5,1,protein_coding,na
AT2G19160,10.8672168039635,AT2G19160,2,1,protein_coding,na
AT1G10200,10.8671492801614,WLIM1,1,-1,protein_coding,na
AT2G40410,10.8666323164492,CAN2,2,1,protein_coding,na
AT2G41620,10.8629631641691,NUP93A,2,-1,protein_coding,na
AT1G15240,10.8618187828224,AT1G15240,1,1,protein_coding,na
AT3G25050,10.8611662154437,XTH3,3,1,protein_coding,na
AT4G27370,10.8596836379789,VIIIB,4,-1,protein_coding,na
AT3G19660,10.8589260399561,AT3G19660,3,-1,protein_coding,na
AT5G11430,10.8588325776549,AT5G11430,5,1,protein_coding,na
AT3G26730,10.8586932807493,AT3G26730,3,1,transcription_factor,C3H
AT4G33925,10.8580933840294,AT4G33925,4,1,protein_coding,na
AT3G13640,10.8571607211075,ABCE1,3,-1,protein_coding,na
AT5G12150,10.8570630592536,ROPGAP6,5,-1,protein_coding,na
AT4G32272,10.8563928095441,AT4G32272,4,-1,protein_coding,na
AT3G02340,10.8542754457021,AT3G02340,3,1,transcription_factor,C3H
AT1G35625,10.8536097549968,RMR6,1,-1,protein_coding,na
AT3G07790,10.8532920507178,AT3G07790,3,1,protein_coding,na
AT1G35350,10.8532542408043,PHO1-H8,1,-1,protein_coding,na
AT3G43700,10.8525140185795,BPM6,3,1,protein_coding,na
AT3G25730,10.8522978716537,ARF14,3,1,transcription_factor,RAV
AT5G14770,10.8521684420094,AT5G14770,5,-1,protein_coding,na
AT2G47220,10.8518794837588,DUF5,2,1,protein_coding,na
AT5G13010,10.849977101709,CUV,5,1,protein_coding,na
AT5G16180,10.8492208076318,CRS1,5,1,protein_coding,na
AT4G05497,10.8491666990882,FBL9,4,-1,protein_coding,na
AT1G26300,10.8487590181387,AT1G26300,1,-1,protein_coding,na
AT2G36470,10.847113530427,AT2G36470,2,-1,protein_coding,na
AT1G60440,10.8471012281717,PANK1,1,-1,protein_coding,na
AT2G39980,10.8459113827921,AT2G39980,2,-1,protein_coding,na
AT3G06760,10.8450807183589,AT3G06760,3,1,protein_coding,na
AT3G63410,10.8425906929623,VTE3,3,-1,protein_coding,na
AT5G14970,10.8425473572675,AT5G14970,5,1,protein_coding,na
AT3G53540,10.8396865972757,AT3G53540,3,-1,protein_coding,na
AT2G04270,10.8387920934727,RNE,2,1,protein_coding,na
AT1G27350,10.8386828139864,AT1G27350,1,-1,protein_coding,na
AT4G17430,10.8385794113714,OFUT30,4,-1,protein_coding,na
AT1G80260,10.8373357126426,emb1427,1,1,protein_coding,na
AT4G18130,10.8355715883895,PHYE,4,-1,protein_coding,na
AT4G33180,10.8342433125232,AT4G33180,4,1,protein_coding,na
AT3G58970,10.8334135392099,MRS2-4,3,-1,protein_coding,na
AT2G42160,10.8329905732009,BRIZ1,2,-1,protein_coding,na
AT3G55480,10.8317484678566,PAT2,3,-1,protein_coding,na
AT1G64860,10.8300291578061,SIGA,1,1,protein_coding,na
AT4G13300,10.8250814893118,TPS13,4,-1,protein_coding,na
AT4G39400,10.8234491848307,BRI1,4,1,protein_coding,na
AT4G27870,10.8227571782243,AT4G27870,4,1,protein_coding,na
AT2G17880,10.8224701819402,AT2G17880,2,-1,protein_coding,na
AT4G21710,10.8222022678428,NRPB2,4,-1,protein_coding,na
AT1G34760,10.8221160972646,GRF11,1,-1,protein_coding,na
AT4G24690,10.8182179879066,NBR1,4,1,protein_coding,na
AT2G16860,10.8180266568256,AT2G16860,2,-1,protein_coding,na
AT3G58600,10.8173062834633,AT3G58600,3,-1,protein_coding,na
AT4G33080,10.8170603706438,AT4G33080,4,1,protein_coding,na
AT3G15620,10.8170439346533,UVR3,3,-1,protein_coding,na
AT4G03020,10.8169965850478,AT4G03020,4,-1,protein_coding,na
AT5G18440,10.8166783267323,AT5G18440,5,1,protein_coding,na
AT5G20300,10.8157791796833,TOC90,5,-1,protein_coding,na
AT3G50700,10.8152882710533,IDD2,3,1,transcription_factor,C2H2
AT2G43330,10.8133782424698,INT1,2,1,protein_coding,na
AT3G62860,10.8116700341799,AT3G62860,3,-1,protein_coding,na
AT2G32810,10.8115089553545,BGAL9,2,-1,protein_coding,na
AT5G05570,10.8104947675231,AT5G05570,5,1,protein_coding,na
AT4G19150,10.8071149733139,AT4G19150,4,-1,protein_coding,na
AT1G55620,10.8062914944665,CLC-F,1,-1,protein_coding,na
AT1G77480,10.8062617249925,AT1G77480,1,-1,protein_coding,na
AT4G36980,10.8061212218103,AT4G36980,4,-1,protein_coding,na
AT3G48530,10.805761546411,KING1,3,1,protein_coding,na
AT2G46700,10.8055774358458,CRK3,2,-1,protein_coding,na
AT3G46060,10.8052100087491,RABE1C,3,1,protein_coding,na
AT4G23840,10.8050309612887,AT4G23840,4,1,protein_coding,na
AT3G06910,10.8042427440933,ULP1A,3,-1,protein_coding,na
AT2G47250,10.8040281090192,AT2G47250,2,-1,protein_coding,na
AT5G24060,10.8020062804166,AT5G24060,5,-1,protein_coding,na
AT1G72130,10.8007946003803,NPF5.11,1,1,protein_coding,na
AT2G47780,10.7978450291476,AT2G47780,2,1,protein_coding,na
AT4G37770,10.7977490911593,ACS8,4,1,protein_coding,na
AT4G02480,10.7964163286162,AT4G02480,4,-1,protein_coding,na
AT1G43620,10.796411714536,UGT80B1,1,-1,protein_coding,na
AT1G59980,10.7932566392571,ATJ39,1,1,protein_coding,na
AT5G12130,10.7908775463951,TERC,5,1,protein_coding,na
AT2G20815,10.7872877925979,QWRF3,2,1,protein_coding,na
AT1G29940,10.7868380541013,NRPA2,1,-1,protein_coding,na
AT5G03345,10.7867915945335,AT5G03345,5,1,protein_coding,na
AT1G70250,10.7846115668535,AT1G70250,1,1,protein_coding,na
AT4G26455,10.7799530847299,WIP1,4,1,protein_coding,na
AT3G55640,10.7790996170825,AT3G55640,3,1,protein_coding,na
AT4G26980,10.7784010278078,AT4G26980,4,-1,protein_coding,na
AT5G24670,10.7772122730563,AT5G24670,5,1,protein_coding,na
AT2G24280,10.7751349761306,AT2G24280,2,1,protein_coding,na
AT1G64990,10.7742170993623,GTG1,1,-1,protein_coding,na
AT4G02660,10.7731598234839,AT4G02660,4,-1,protein_coding,na
AT4G17640,10.771987807033,CKB2,4,1,protein_coding,na
AT1G05910,10.7694553548719,AT1G05910,1,1,protein_coding,na
AT4G19420,10.7655783464674,AT4G19420,4,-1,protein_coding,na
AT1G30470,10.7654424624353,AT1G30470,1,1,protein_coding,na
AT5G02190,10.7628543520558,PCS1,5,1,protein_coding,na
AT1G08390,10.7625017249304,AT1G08390,1,1,protein_coding,na
AT5G15330,10.7618352266349,ATSPX4,5,1,protein_coding,na
AT4G34530,10.7583768890325,BHLH63,4,1,transcription_factor,bHLH
AT2G36270,10.7577562589025,ABI5,2,-1,transcription_factor,bZIP
AT2G21630,10.7560047261362,AT2G21630,2,1,protein_coding,na
AT1G80630,10.7554069813881,AT1G80630,1,-1,protein_coding,na
AT4G05631,10.7550755853394,AT4G05631,4,-1,protein_coding,na
AT3G06170,10.7547627371429,AT3G06170,3,1,protein_coding,na
AT2G42880,10.7535887431567,MPK20,2,-1,protein_coding,na
AT3G01640,10.7530087517439,ATGLCAK,3,1,protein_coding,na
AT1G53200,10.7517687744412,AT1G53200,1,-1,protein_coding,na
AT1G34340,10.7502869102691,AT1G34340,1,1,protein_coding,na
AT1G54440,10.7502063419667,AT1G54440,1,1,protein_coding,na
AT4G12780,10.750122497369,AUXI1,4,1,protein_coding,na
AT4G35570,10.749159321777,HMGB5,4,-1,protein_coding,na
AT1G56700,10.7488831025589,AT1G56700,1,1,protein_coding,na
AT4G17070,10.747803452537,AT4G17070,4,-1,protein_coding,na
AT1G18670,10.7438250417639,IBS1,1,-1,protein_coding,na
AT1G68080,10.7433213995308,AT1G68080,1,1,protein_coding,na
AT4G16765,10.7432226242688,AT4G16765,4,-1,protein_coding,na
AT1G71950,10.7426345407671,AT1G71950,1,-1,protein_coding,na
AT3G25940,10.7422509501187,AT3G25940,3,1,protein_coding,na
AT1G23490,10.741752888316,ARF2-A,1,1,protein_coding,na
AT3G51840,10.740506962365,ACX4,3,-1,protein_coding,na
AT3G12040,10.7402881527697,MAG,3,-1,protein_coding,na
AT3G28455,10.7399067538753,CLE25,3,-1,protein_coding,na
AT5G16320,10.7383993251649,FRL1,5,1,protein_coding,na
AT2G45610,10.7381942850551,CXE9,2,1,protein_coding,na
AT2G18890,10.7372160762567,AT2G18890,2,1,protein_coding,na
AT1G62250,10.7353228109642,AT1G62250,1,-1,protein_coding,na
AT5G02600,10.7330762147835,NAKR1,5,-1,protein_coding,na
AT1G15010,10.7303074415677,AT1G15010,1,1,protein_coding,na
AT4G36090,10.729941982663,AT4G36090,4,-1,protein_coding,na
AT4G22160,10.7297216152521,AT4G22160,4,1,protein_coding,na
AT2G01170,10.7268759952648,BAT1,2,-1,protein_coding,na
AT3G15880,10.7255323880081,WSIP2,3,-1,protein_coding,na
AT3G04160,10.7239543359138,AT3G04160,3,-1,protein_coding,na
AT4G31860,10.7230997758121,AT4G31860,4,-1,protein_coding,na
AT5G03450,10.7219634720486,AT5G03450,5,-1,protein_coding,na
AT5G40740,10.7182246017469,AUG6,5,-1,protein_coding,na
AT5G09270,10.7179205033378,AT5G09270,5,1,protein_coding,na
AT2G26430,10.7151466695061,CYCL1-1,2,-1,protein_coding,na
AT5G10780,10.7145792033623,AT5G10780,5,1,protein_coding,na
AT1G70150,10.7123242003604,AT1G70150,1,1,protein_coding,na
AT2G18100,10.7117690725736,AT2G18100,2,1,protein_coding,na
AT3G26618,10.7101097803491,ERF1-3,3,1,protein_coding,na
AT3G28660,10.7079095024615,PCMP-E80,3,-1,protein_coding,na
AT5G09410,10.7076055623514,EICBP.B,5,1,transcription_factor,CAMTA
AT3G23150,10.7075076003479,ETR2,3,1,protein_coding,na
AT3G53030,10.7050820553719,SRPK4,3,1,protein_coding,na
AT2G26810,10.7046209248495,AT2G26810,2,-1,protein_coding,na
AT3G18020,10.702779208463,AT3G18020,3,1,protein_coding,na
AT3G57410,10.7012720599704,VLN3,3,-1,protein_coding,na
AT2G16650,10.7012174729501,PRORP2,2,-1,protein_coding,na
AT4G37480,10.7010995216102,AT4G37480,4,1,protein_coding,na
AT3G30180,10.6994855498437,CYP85A2,3,1,protein_coding,na
AT1G61900,10.6987333859076,AT1G61900,1,-1,protein_coding,na
AT1G47830,10.6957075848193,AP17,1,-1,protein_coding,na
AT1G49710,10.6933449666398,FUT12,1,-1,protein_coding,na
AT1G31772,10.6905151334411,AT1G31772,1,1,protein_coding,na
AT4G19180,10.6873879474112,APY7,4,-1,protein_coding,na
AT3G15450,10.6856436319763,AT3G15450,3,1,protein_coding,na
AT4G33740,10.6847267947271,AT4G33740,4,1,protein_coding,na
AT5G38720,10.6803848305916,AT5G38720,5,-1,protein_coding,na
AT1G61150,10.6799629766357,GID8,1,1,protein_coding,na
AT3G12740,10.6796298519546,ALIS1,3,1,protein_coding,na
AT2G43050,10.679029175767,PME16,2,1,protein_coding,na
AT5G09260,10.6763442778203,VPS20.2,5,1,protein_coding,na
AT1G52420,10.6762137545178,AT1G52420,1,1,protein_coding,na
AT1G20010,10.6738906625693,TUBB5,1,-1,protein_coding,na
AT4G30150,10.673696132058,AT4G30150,4,1,protein_coding,na
AT1G63670,10.6731316914952,AT1G63670,1,-1,protein_coding,na
AT1G12280,10.672240428215,AT1G12280,1,-1,protein_coding,na
AT3G01050,10.6717326922937,MUB1,3,1,protein_coding,na
AT1G79850,10.6707747971757,RPS17,1,-1,protein_coding,na
AT1G10910,10.6706596355897,AT1G10910,1,1,protein_coding,na
AT5G38440,10.6688714683091,SPH9,5,1,protein_coding,na
AT1G32050,10.6683697722424,SCAMP4,1,1,protein_coding,na
AT4G25260,10.6682944253526,PMEI7,4,-1,protein_coding,na
AT3G24450,10.6674061506576,AT3G24450,3,-1,protein_coding,na
AT4G16566,10.6641110168389,HINT4,4,-1,protein_coding,na
AT5G02170,10.6629324055328,AVT1E,5,1,protein_coding,na
AT4G24840,10.6627672850384,AT4G24840,4,-1,protein_coding,na
AT3G05210,10.662380779285,ERCC1,3,1,protein_coding,na
AT1G16390,10.6621613406858,OCT3,1,1,protein_coding,na
AT1G50370,10.657836386799,FYPP1,1,1,protein_coding,na
AT2G21180,10.6577655557746,AT2G21180,2,-1,protein_coding,na
AT5G43660,10.6565778692274,AT5G43660,5,-1,protein_coding,na
AT3G56260,10.6551463892516,AT3G56260,3,-1,protein_coding,na
AT4G08950,10.6551428849681,EXO,4,1,protein_coding,na
AT1G23390,10.6538318283183,AT1G23390,1,-1,protein_coding,na
AT2G17700,10.652428895492,STY8,2,-1,protein_coding,na
AT4G21400,10.6519773310354,CRK28,4,-1,protein_coding,na
AT3G20660,10.6512540450954,OCT4,3,-1,protein_coding,na
AT3G26932,10.6512478760122,DRB3,3,-1,protein_coding,na
AT1G25240,10.6497228171802,AT1G25240,1,1,protein_coding,na
AT1G76990,10.6493006037464,ACR3,1,1,protein_coding,na
AT5G06780,10.6485058256341,AT5G06780,5,-1,protein_coding,na
AT4G38590,10.6481202615761,BGAL14,4,1,protein_coding,na
AT4G25020,10.6473407614468,AT4G25020,4,-1,protein_coding,na
AT1G28550,10.6455872673907,RABA1I,1,-1,protein_coding,na
AT5G25350,10.6445107661764,EBF2,5,-1,protein_coding,na
AT4G25770,10.6440345921664,AT4G25770,4,-1,protein_coding,na
AT5G18510,10.6426140828984,AT5G18510,5,-1,protein_coding,na
AT3G20290,10.6403414081312,EHD1,3,-1,protein_coding,na
AT5G09920,10.639984870903,NRPB4,5,1,protein_coding,na
AT1G14600,10.6395059982573,AT1G14600,1,-1,transcription_factor,G2-like
AT1G21600,10.6390898128945,PTAC6,1,-1,protein_coding,na
AT2G32410,10.6386926540981,AXL1,2,1,protein_coding,na
AT1G65810,10.6382153430414,AT1G65810,1,-1,protein_coding,na
AT3G66654,10.6356455468406,CYP21-4,3,1,protein_coding,na
AT3G15350,10.6353263196619,AT3G15350,3,1,protein_coding,na
AT4G10120,10.6350904486361,SPS4,4,1,protein_coding,na
AT2G17450,10.633460588668,ATL44,2,-1,transcription_factor,C3H
AT4G32330,10.6331031111418,WDL5,4,1,protein_coding,na
AT4G33100,10.6318502156964,AT4G33100,4,1,protein_coding,na
AT3G16390,10.631085087282,NSP3,3,1,protein_coding,na
AT4G01650,10.629498265585,AT4G01650,4,-1,protein_coding,na
AT4G13460,10.6287259083177,SUVH9,4,-1,protein_coding,na
AT1G26610,10.6279915430165,AT1G26610,1,1,transcription_factor,C2H2
AT2G35480,10.6272435610137,AT2G35480,2,1,protein_coding,na
AT4G14600,10.6271039221853,AT4G14600,4,1,protein_coding,na
AT1G10130,10.6260563580796,ECA3,1,1,protein_coding,na
AT5G19660,10.6259714882839,SBT6.1,5,-1,protein_coding,na
AT2G32090,10.6254519434696,AT2G32090,2,1,protein_coding,na
AT5G27460,10.6253369005302,AT5G27460,5,-1,protein_coding,na
AT1G80440,10.6246748322627,AT1G80440,1,1,protein_coding,na
AT2G20990,10.6234692775073,SYTA,2,1,protein_coding,na
AT4G32530,10.6229449872416,AT4G32530,4,-1,protein_coding,na
AT1G13500,10.622711221499,AT1G13500,1,-1,protein_coding,na
AT3G47060,10.6220211474416,FTSH7,3,1,protein_coding,na
AT3G16830,10.6212295148826,TPR2,3,1,protein_coding,na
AT5G14720,10.6189992776099,AT5G14720,5,-1,protein_coding,na
AT4G30370,10.618318819355,ATL14,4,-1,transcription_factor,C3H
AT1G66340,10.6168988227306,ETR1,1,1,protein_coding,na
AT1G05270,10.616538316755,AT1G05270,1,-1,protein_coding,na
AT1G18400,10.6138090092991,BEE1,1,1,transcription_factor,bHLH
AT1G64160,10.6131455405973,DIR5,1,1,protein_coding,na
AT4G03380,10.6129760765477,AT4G03380,4,-1,protein_coding,na
AT5G10290,10.6121496620883,AT5G10290,5,-1,protein_coding,na
AT4G21550,10.6113844308671,VAL3,4,1,transcription_factor,ABI3VP1
AT4G38540,10.6112104117087,MO2,4,1,protein_coding,na
AT3G48110,10.6103663396898,EDD1,3,1,protein_coding,na
AT3G20350,10.6095674131796,AT3G20350,3,1,protein_coding,na
AT2G41810,10.6093863489605,AT2G41810,2,-1,protein_coding,na
AT5G40490,10.6084775092143,AT5G40490,5,1,protein_coding,na
AT1G17220,10.606928047259,FUG1,1,1,protein_coding,na
AT1G05180,10.6057920768421,AXR1,1,-1,protein_coding,na
AT1G25682,10.6040461248265,AT1G25682,1,-1,protein_coding,na
AT4G12640,10.6035266589192,AT4G12640,4,1,protein_coding,na
AT2G30280,10.6023874058299,RDM4,2,-1,protein_coding,na
AT1G76360,10.6013851141614,AT1G76360,1,-1,protein_coding,na
AT1G65220,10.6004776056354,AT1G65220,1,1,protein_coding,na
AT4G01280,10.5999049541223,RVE5,4,1,transcription_factor,MYB-related
AT3G19200,10.5995373800341,AT3G19200,3,-1,protein_coding,na
AT3G26240,10.5991158031067,AT3G26240,3,-1,protein_coding,na
AT3G07670,10.5988129398408,AT3G07670,3,1,protein_coding,na
AT2G12190,10.5973816991056,AT2G12190,2,-1,protein_coding,na
AT1G16010,10.5969029609082,MRS2-1,1,-1,protein_coding,na
AT3G12580,10.5965488565342,MED37C,3,-1,protein_coding,na
AT3G05100,10.5962216997356,AT3G05100,3,1,protein_coding,na
AT5G27210,10.5937184699663,AT5G27210,5,-1,protein_coding,na
AT3G45620,10.5932207588688,AT3G45620,3,1,protein_coding,na
AT5G28900,10.5921029652348,B''GAMMA,5,1,protein_coding,na
AT2G32630,10.5918432768413,AT2G32630,2,1,protein_coding,na
AT1G31940,10.5915235042808,AT1G31940,1,-1,protein_coding,na
AT3G28480,10.5906847487469,AT3G28480,3,-1,protein_coding,na
AT5G03990,10.5884053410012,AT5G03990,5,1,protein_coding,na
AT5G28442,10.5875105784202,AT5G28442,5,-1,protein_coding,na
AT2G35130,10.5872240456818,AT2G35130,2,-1,protein_coding,na
AT5G43310,10.5866115270818,AT5G43310,5,-1,protein_coding,na
AT1G67960,10.5839988888532,POD1,1,-1,protein_coding,na
AT1G58100,10.5809216107828,TCP8,1,-1,transcription_factor,TCP
AT4G28880,10.576144798564,CKL3,4,1,protein_coding,na
AT4G01000,10.5751200266139,AT4G01000,4,-1,protein_coding,na
AT5G18650,10.5746121284222,MIEL1,5,1,protein_coding,na
AT1G13990,10.5738143484699,AT1G13990,1,1,protein_coding,na
AT5G15640,10.5711165650749,AT5G15640,5,1,protein_coding,na
AT2G30870,10.5705820331466,GSTF10,2,1,protein_coding,na
AT1G27900,10.570376131604,AT1G27900,1,-1,protein_coding,na
AT1G53500,10.5702227101262,RHM2,1,-1,protein_coding,na
AT5G42350,10.5696806912833,AT5G42350,5,1,protein_coding,na
AT3G15580,10.5684412906198,ATG8I,3,-1,protein_coding,na
AT5G27030,10.5648300096545,TPR3,5,-1,protein_coding,na
AT3G17850,10.5648028195151,IREH1,3,-1,protein_coding,na
AT5G08770,10.5644610950193,AT5G08770,5,-1,protein_coding,na
AT1G01420,10.5640413766019,UGT72B3,1,-1,protein_coding,na
AT3G01520,10.5633995380519,AT3G01520,3,1,protein_coding,na
AT4G23750,10.5632164570832,CRF2,4,1,transcription_factor,AP2-EREBP
AT3G55520,10.5631139052033,FKBP20-1,3,1,protein_coding,na
AT4G16520,10.563058771272,ATG8F,4,-1,protein_coding,na
AT5G39950,10.5629680280589,TRX2,5,-1,protein_coding,na
AT1G59760,10.5625015656531,MTR4,1,-1,protein_coding,na
AT1G09380,10.5613209881559,AT1G09380,1,-1,protein_coding,na
AT2G34380,10.5588048043667,SEI3,2,1,protein_coding,na
AT5G30490,10.5578554670733,AT5G30490,5,1,protein_coding,na
AT4G30890,10.5535589894752,UBP24,4,-1,protein_coding,na
AT4G13350,10.5529359842706,NIG,4,-1,protein_coding,na
AT5G05170,10.5521543931371,CESA3,5,-1,protein_coding,na
AT1G23970,10.5509637501977,AT1G23970,1,-1,protein_coding,na
AT1G69690,10.5507852480709,TCP15,1,1,transcription_factor,TCP
AT3G49490,10.5507691627479,AT3G49490,3,-1,protein_coding,na
AT2G40170,10.5497041296116,EM6,2,-1,protein_coding,na
AT1G12100,10.547351353686,AT1G12100,1,1,protein_coding,na
AT3G02300,10.5472319485912,AT3G02300,3,1,protein_coding,na
AT3G51120,10.5471932858975,AT3G51120,3,-1,protein_coding,na
AT4G01335,10.546846377276,AT4G01335,4,1,protein_coding,na
AT3G57510,10.5450213953035,ADPG1,3,-1,protein_coding,na
AT2G39750,10.5442732395902,AT2G39750,2,-1,protein_coding,na
AT3G10986,10.5437504381045,AT3G10986,3,-1,protein_coding,na
