GeneID,gene.rank.eff,Associated.Gene.Name,Chromosome.Name,Strand,Gene.Biotype,TF.family
AT4G19810,0.302295253961064,AT4G19810,4,-1,protein_coding,na
AT2G32950,0.30212902722867,COP1,2,1,protein_coding,na
AT4G19450,0.301983960758295,AT4G19450,4,1,protein_coding,na
AT2G26690,0.301863832372857,NPF6.2,2,-1,protein_coding,na
AT4G25940,0.301711171610551,AT4G25940,4,-1,protein_coding,na
AT3G55840,0.301457246505275,HSPRO1,3,-1,protein_coding,na
AT3G60320,0.301446037308728,NRG2,3,-1,protein_coding,na
AT3G55020,0.301372569782492,AT3G55020,3,-1,protein_coding,na
AT2G01275,0.300078120652591,AT2G01275,2,-1,protein_coding,na
AT1G77932,0.300031714889652,AT1G77932,1,-1,protein_coding,na
AT3G49900,0.299303487073419,AT3G49900,3,-1,protein_coding,na
AT4G25840,0.299066524965968,GPP1,4,1,protein_coding,na
AT3G14890,0.298835315538619,ZDP,3,1,protein_coding,na
AT5G03430,0.298659664851899,AT5G03430,5,-1,protein_coding,na
AT5G40690,0.298653729972393,AT5G40690,5,1,protein_coding,na
AT1G01700,0.298644538082142,ATROPGEF2,1,-1,protein_coding,na
AT2G18640,0.298151488933478,GGPP4,2,-1,protein_coding,na
AT3G02890,0.297640230320623,AT3G02890,3,1,protein_coding,na
AT1G70940,0.297450101921051,PIN3,1,1,protein_coding,na
AT1G64990,0.297206535105867,GTG1,1,-1,protein_coding,na
AT1G19270,0.297187198083907,DA1,1,1,protein_coding,na
AT1G50120,0.296949509264198,AT1G50120,1,1,protein_coding,na
AT5G35210,0.296528936863845,AT5G35210,5,-1,transcription_factor,PHD
AT1G11770,0.295492372768614,AT1G11770,1,1,protein_coding,na
AT2G40910,0.295357729668093,AT2G40910,2,-1,protein_coding,na
AT1G30640,0.295357124451238,AT1G30640,1,1,protein_coding,na
AT2G31530,0.294663355023547,SCY2,2,1,protein_coding,na
AT2G44370,0.29431121825994,AT2G44370,2,-1,protein_coding,na
AT4G21480,0.29365332892404,STP12,4,-1,protein_coding,na
AT5G02400,0.293469748075586,PLL2,5,1,protein_coding,na
AT4G13410,0.293427398459541,CSLA15,4,-1,protein_coding,na
AT1G74380,0.292327708150006,XXT5,1,1,protein_coding,na
AT3G09920,0.292111715252273,PIP5K9,3,-1,protein_coding,na
AT5G01310,0.291939928186548,APTX,5,1,transcription_factor,C2H2
AT1G06800,0.291820412285049,PLA-I{gamma}1,1,-1,protein_coding,na
AT4G33070,0.29179028716143,PDC1,4,-1,protein_coding,na
AT1G26620,0.291522595121065,AT1G26620,1,-1,protein_coding,na
AT5G33290,0.291466015725745,XGD1,5,1,protein_coding,na
AT4G39270,0.290504336242587,AT4G39270,4,1,protein_coding,na
AT1G19880,0.290199810117634,AT1G19880,1,-1,protein_coding,na
AT3G21810,0.290113088041487,AT3G21810,3,1,protein_coding,na
AT2G04190,0.289934380149729,AT2G04190,2,-1,protein_coding,na
AT1G73660,0.289755112902698,SIS8,1,-1,protein_coding,na
AT2G32550,0.289713770853827,AT2G32550,2,1,protein_coding,na
AT5G35926,0.289513836257877,AT5G35926,5,1,protein_coding,na
AT3G01513,0.289238890491087,AT3G01513,3,-1,protein_coding,na
AT2G03810,0.289116049196364,AT2G03810,2,1,protein_coding,na
AT1G03790,0.288642811615988,SOM,1,1,protein_coding,na
AT4G15810,0.288118311590632,AT4G15810,4,-1,protein_coding,na
AT1G22330,0.287979061308916,AT1G22330,1,1,protein_coding,na
AT4G08300,0.287753716504805,AT4G08300,4,1,protein_coding,na
AT4G28365,0.2873754850674,ENODL3,4,-1,protein_coding,na
AT3G52525,0.287147880117319,OFP6,3,1,protein_coding,na
AT4G30370,0.287006979464671,ATL14,4,-1,transcription_factor,C3H
AT1G12710,0.286869873758444,AtPP2-A12,1,-1,protein_coding,na
AT1G08920,0.286808132620084,ESL1,1,1,protein_coding,na
AT4G11670,0.286605882243172,AT4G11670,4,-1,protein_coding,na
AT4G30860,0.286589836483505,ASHR3,4,1,protein_coding,na
AT4G17150,0.28626810329587,AT4G17150,4,1,protein_coding,na
AT3G20190,0.286184683465087,PRK4,3,1,protein_coding,na
AT2G25090,0.285113410810195,CIPK16,2,-1,protein_coding,na
AT1G23170,0.284889429305968,AT1G23170,1,1,protein_coding,na
AT5G22794,0.284287911589533,AT5G22794,5,1,protein_coding,na
AT4G25390,0.283874889149443,AT4G25390,4,1,protein_coding,na
AT4G21680,0.283730899770366,NPF7.2,4,-1,protein_coding,na
AT4G01210,0.283407010504394,AT4G01210,4,-1,protein_coding,na
AT1G32200,0.28339020769904,ATS1,1,-1,protein_coding,na
AT2G17110,0.283247418973482,AT2G17110,2,-1,protein_coding,na
AT1G76780,0.283238040231114,AT1G76780,1,1,protein_coding,na
AT4G14990,0.282001504798716,AT4G14990,4,-1,protein_coding,na
AT2G33350,0.281775904376979,AT2G33350,2,1,protein_coding,na
AT4G25120,0.281676699129103,SRS2,4,1,protein_coding,na
AT3G05350,0.280653642053087,AT3G05350,3,-1,protein_coding,na
AT4G03380,0.280602626286544,AT4G03380,4,-1,protein_coding,na
AT2G34920,0.280457913688038,EDA18,2,-1,protein_coding,na
AT2G37260,0.280371564386002,WRKY44,2,1,transcription_factor,WRKY
AT1G75920,0.280137212821838,AT1G75920,1,1,protein_coding,na
AT4G21270,0.28009060153555,KIN14C,4,-1,protein_coding,na
AT1G52330,0.279839001582304,AT1G52330,1,1,protein_coding,na
AT1G06950,0.279804488421363,TIC110,1,-1,protein_coding,na
AT4G32200,0.27958091533555,ASY2,4,1,protein_coding,na
AT3G20080,0.279498025944489,CYP705A15,3,1,protein_coding,na
AT1G08150,0.279462184436168,CHX5,1,-1,protein_coding,na
AT1G16670,0.279022467670282,CRPK1,1,1,protein_coding,na
AT5G26673,0.278260016678355,AT5G26673,5,1,protein_coding,na
AT2G22140,0.278198111910175,EME1B,2,-1,protein_coding,na
AT5G11140,0.277833549051588,AT5G11140,5,1,protein_coding,na
AT2G30580,0.277783195653854,DRIP2,2,1,transcription_factor,C3H
AT3G57350,0.277614851591403,NUP93B,3,-1,protein_coding,na
AT3G29633,0.277504555947032,AT3G29633,3,-1,protein_coding,na
AT1G79820,0.275342572172223,SGB1,1,-1,protein_coding,na
AT3G26840,0.275213896980431,AT3G26840,3,1,protein_coding,na
AT1G47395,0.274855686479757,AT1G47395,1,1,protein_coding,na
AT3G27325,0.274698830847196,AT3G27325,3,1,protein_coding,na
AT4G10200,0.274472870481139,AT4G10200,4,1,protein_coding,na
AT4G26270,0.274426755507807,PFK3,4,-1,protein_coding,na
AT4G02570,0.274074346968146,CUL1,4,1,protein_coding,na
AT1G14170,0.273819037336044,AT1G14170,1,-1,protein_coding,na
AT3G13430,0.273668119977499,AT3G13430,3,1,protein_coding,na
AT3G10710,0.273544237102272,PME24,3,1,protein_coding,na
AT4G00240,0.273489474547896,PLDBETA2,4,-1,protein_coding,na
AT5G38750,0.273341778428934,AT5G38750,5,1,protein_coding,na
AT5G06670,0.272619878617364,AT5G06670,5,-1,protein_coding,na
AT2G35340,0.272589838275776,MEE29,2,1,protein_coding,na
AT5G41330,0.272497538332576,AT5G41330,5,-1,protein_coding,na
AT2G40140,0.271925721431981,CZF1,2,1,transcription_factor,C3H
AT3G17340,0.271867781381569,AT3G17340,3,-1,protein_coding,na
AT1G02340,0.271186055427106,HFR1,1,-1,transcription_factor,bHLH
AT3G10470,0.271023269978123,AT3G10470,3,1,transcription_factor,C2H2
AT4G00050,0.26995193623386,UNE10,4,1,transcription_factor,bHLH
AT2G23810,0.269851637168119,TET8,2,-1,protein_coding,na
AT1G76350,0.269502327026322,NLP5,1,1,transcription_factor,NLP
AT5G05170,0.269459802488837,CESA3,5,-1,protein_coding,na
AT1G08720,0.268971584921813,EDR1,1,1,protein_coding,na
AT4G16130,0.268799974626767,ARA1,4,1,protein_coding,na
AT1G31800,0.268682475531867,CYP97A3,1,1,protein_coding,na
AT1G19790,0.268676190968792,SRS7,1,-1,transcription_factor,C2H2
AT3G18930,0.268544517887623,ATL65,3,-1,transcription_factor,C3H
AT1G73430,0.268349810482851,AT1G73430,1,1,protein_coding,na
AT1G22150,0.267883959519965,SULTR1;3,1,1,protein_coding,na
AT1G57800,0.267722498592129,VIM5,1,-1,protein_coding,na
AT2G37840,0.267568981569193,ATG1C,2,1,protein_coding,na
AT3G43790,0.266920897823598,ZIFL2,3,1,protein_coding,na
AT1G52360,0.266380202078016,AT1G52360,1,1,protein_coding,na
AT5G27150,0.266186873003336,NHX1,5,1,protein_coding,na
AT5G18280,0.265899654538041,APY2,5,-1,protein_coding,na
AT1G65340,0.265121851389627,CYP96A3,1,-1,protein_coding,na
AT4G08450,0.264974242497651,AT4G08450,4,1,protein_coding,na
AT2G25470,0.26446827770795,AtRLP21,2,1,protein_coding,na
AT2G05160,0.26439183219074,AT2G05160,2,-1,protein_coding,na
AT4G21960,0.264203205596483,PER42,4,-1,protein_coding,na
AT3G30180,0.264153282857252,CYP85A2,3,1,protein_coding,na
AT1G10550,0.262515959504927,XTH33,1,-1,protein_coding,na
AT3G62770,0.262359313864914,ATG18A,3,-1,protein_coding,na
AT5G14980,0.26231547863435,AT5G14980,5,1,protein_coding,na
AT3G26782,0.262271886175387,PCMP-H34,3,1,protein_coding,na
AT5G41940,0.262251460550885,AT5G41940,5,1,protein_coding,na
AT2G32700,0.262243631638004,LUH,2,1,protein_coding,na
AT1G08990,0.261896325581725,GUX5,1,1,protein_coding,na
AT1G25510,0.261853017749664,AT1G25510,1,-1,protein_coding,na
AT4G34390,0.261672880584063,XLG2,4,1,protein_coding,na
AT2G37440,0.261187240403555,IP5P8,2,1,protein_coding,na
AT2G15480,0.260815894986536,UGT73B5,2,1,protein_coding,na
AT4G16144,0.260554682622111,AMSH3,4,-1,protein_coding,na
AT1G61210,0.260438572432428,AT1G61210,1,1,protein_coding,na
AT2G17210,0.25980284081744,PCMP-E77,2,-1,protein_coding,na
AT4G32670,0.25888691922202,AT4G32670,4,-1,protein_coding,na
AT1G01900,0.258635867858105,SBTI1.1,1,1,protein_coding,na
AT4G25080,0.258429862604418,CHLM,4,1,protein_coding,na
AT3G48710,0.25842546870871,AT3G48710,3,1,protein_coding,na
AT4G15980,0.257784853298043,AT4G15980,4,-1,protein_coding,na
AT5G25360,0.257706845373863,AT5G25360,5,-1,protein_coding,na
AT1G72100,0.257547403155694,AT1G72100,1,1,protein_coding,na
AT1G49750,0.257472316316083,AT1G49750,1,-1,protein_coding,na
AT1G17620,0.257414939263326,AT1G17620,1,1,protein_coding,na
AT3G15030,0.257398711148204,TCP4,3,1,transcription_factor,TCP
AT1G35660,0.257341733303954,AT1G35660,1,1,protein_coding,na
AT1G30755,0.257157809636763,AT1G30755,1,-1,protein_coding,na
AT1G74360,0.256761796722626,AT1G74360,1,1,protein_coding,na
AT4G39180,0.256709647245178,SFH2,4,-1,protein_coding,na
AT1G78600,0.256455324434812,LZF1,1,1,transcription_factor,C2C2-CO-like
AT5G03670,0.254855598292283,AT5G03670,5,1,protein_coding,na
AT2G27350,0.254849709839647,AT2G27350,2,-1,protein_coding,na
AT4G29800,0.254727946000531,PLP8,4,-1,protein_coding,na
AT1G15890,0.254705021026783,AT1G15890,1,1,protein_coding,na
AT5G10470,0.254232731278477,KCA1,5,-1,protein_coding,na
AT1G20110,0.254077210417946,FREE1,1,1,protein_coding,na
AT3G06620,0.253242209747137,AT3G06620,3,-1,protein_coding,na
AT4G28860,0.253218024295252,CKL4,4,1,protein_coding,na
AT5G38120,0.252686556500558,4CLL8,5,1,protein_coding,na
AT1G27930,0.252452210888043,AT1G27930,1,-1,protein_coding,na
AT5G07220,0.251794264775016,BAG3,5,-1,protein_coding,na
AT3G45850,0.251537387976704,AT3G45850,3,-1,protein_coding,na
AT1G66750,0.251195205972833,CDKD-2,1,1,protein_coding,na
AT1G32490,0.251041265164175,ESP3,1,-1,protein_coding,na
AT4G19230,0.250827733026746,CYP707A1,4,1,protein_coding,na
AT1G18260,0.25066533738175,HRD3A,1,-1,protein_coding,na
AT1G28010,0.250345325784753,ABCB14,1,1,protein_coding,na
AT2G27080,0.250070752314683,NHL13,2,1,protein_coding,na
AT5G18540,0.249963254665227,AT5G18540,5,1,protein_coding,na
AT3G03380,0.249368129414837,DEGP7,3,1,protein_coding,na
AT3G45670,0.248919367988699,AT3G45670,3,1,protein_coding,na
AT3G63170,0.248744679885554,FAP1,3,1,protein_coding,na
AT2G35840,0.248656889214778,SPP2,2,1,protein_coding,na
AT3G16940,0.247931646580653,AT3G16940,3,1,transcription_factor,CAMTA
AT4G35010,0.247614893586679,BGAL11,4,-1,protein_coding,na
AT2G46180,0.24744423078671,GC4,2,-1,protein_coding,na
AT5G11030,0.246824171567913,ALF4,5,-1,protein_coding,na
AT2G30210,0.246675812020437,LAC3,2,-1,protein_coding,na
AT1G23730,0.246285631764303,BCA3,1,1,protein_coding,na
AT1G35220,0.246070588347973,AT1G35220,1,1,protein_coding,na
AT4G18160,0.245921290605937,TPK3,4,1,protein_coding,na
AT3G06400,0.245835525300469,CHR11,3,1,protein_coding,na
AT3G53090,0.24519215152709,UPL7,3,1,protein_coding,na
AT3G48530,0.245112202904811,KING1,3,1,protein_coding,na
AT2G24710,0.245072993815213,ATGLR2.3,2,-1,protein_coding,na
AT1G59453,0.244979904622388,AT1G59453,1,-1,protein_coding,na
AT2G26730,0.244851800535417,AT2G26730,2,1,protein_coding,na
AT3G45750,0.24466008803916,AT3G45750,3,-1,protein_coding,na
AT3G60190,0.243982930467619,DRP1E,3,-1,protein_coding,na
AT4G21230,0.24359724396144,CRK27,4,-1,protein_coding,na
AT3G50390,0.243448649102113,AT3G50390,3,1,protein_coding,na
AT2G28540,0.243320611130856,AT2G28540,2,1,protein_coding,na
AT5G19380,0.242944266352826,CLT1,5,-1,protein_coding,na
AT2G21320,0.242686421165606,BBX18,2,1,transcription_factor,C2C2-CO-like
AT4G39260,0.241873497426915,RBG8,4,-1,protein_coding,na
AT3G48010,0.241661310700014,CNGC16,3,-1,protein_coding,na
AT3G23770,0.241523431680456,AT3G23770,3,1,protein_coding,na
AT4G00970,0.241466114486326,CRK41,4,1,protein_coding,na
AT1G07990,0.241465787039075,AT1G07990,1,1,protein_coding,na
AT5G16350,0.241329161563401,AT5G16350,5,1,protein_coding,na
AT2G37520,0.241185847453942,AT2G37520,2,-1,protein_coding,na
AT1G22550,0.241131040606322,NPF5.16,1,-1,protein_coding,na
AT4G37235,0.241103544635949,AT4G37235,4,1,protein_coding,na
AT5G39420,0.240798042018545,cdc2cAt,5,1,protein_coding,na
AT3G07960,0.240205770052895,PIP5K6,3,1,protein_coding,na
AT1G65520,0.240137865224705,ECI1,1,-1,protein_coding,na
AT1G05230,0.239674361438682,HDG2,1,-1,transcription_factor,Homeobox
AT1G65850,0.239459820990139,AT1G65850,1,1,protein_coding,na
AT1G68750,0.2392065214786,PPC4,1,-1,protein_coding,na
AT3G46930,0.239117289596889,AT3G46930,3,1,protein_coding,na
AT2G04860,0.238787538452328,PCMP-E74,2,-1,protein_coding,na
AT1G76510,0.238672633570269,AT1G76510,1,-1,transcription_factor,ARID
AT3G07540,0.237607950086815,FH10,3,-1,protein_coding,na
AT1G50630,0.237603116362073,AT1G50630,1,-1,protein_coding,na
AT3G13225,0.237528531677747,AT3G13225,3,-1,protein_coding,na
AT4G39670,0.237238457501996,AT4G39670,4,1,protein_coding,na
AT2G32350,0.237178845562101,AT2G32350,2,1,protein_coding,na
AT1G65880,0.236682802808733,AAE20,1,-1,protein_coding,na
AT1G02460,0.236421670499405,AT1G02460,1,-1,protein_coding,na
AT3G52490,0.236230629585188,SMXL3,3,-1,protein_coding,na
AT1G30520,0.236213854028784,AAE14,1,1,protein_coding,na
AT5G05090,0.235984912995026,AT5G05090,5,1,transcription_factor,G2-like
AT1G49890,0.235593517588702,QWRF2,1,1,protein_coding,na
AT3G13040,0.235503455493379,PHL6,3,-1,transcription_factor,G2-like
AT4G01430,0.235013461177989,AT4G01430,4,1,protein_coding,na
AT3G54860,0.234961832817305,ATVPS33,3,-1,protein_coding,na
AT5G06820,0.234931580181085,SRF2,5,1,protein_coding,na
AT5G02170,0.234821613338786,AVT1E,5,1,protein_coding,na
AT3G16170,0.234726489864974,AT3G16170,3,1,protein_coding,na
AT3G48830,0.234721346105608,AT3G48830,3,1,protein_coding,na
AT1G59940,0.234634784966445,ARR3,1,-1,protein_coding,na
AT3G46640,0.234597797623509,PCL1,3,1,transcription_factor,G2-like
AT5G28640,0.234589308370571,GIF1,5,-1,protein_coding,na
AT5G05840,0.234239824373566,AT5G05840,5,-1,protein_coding,na
AT1G56510,0.233946855487583,ADR2,1,1,protein_coding,na
AT4G08620,0.233862163746081,SULTR1;1,4,1,protein_coding,na
AT1G19170,0.233454753257533,AT1G19170,1,1,protein_coding,na
AT3G11150,0.233138439202011,AT3G11150,3,-1,protein_coding,na
AT2G20960,0.232890346943456,pEARLI4,2,1,protein_coding,na
AT3G07570,0.232466022897628,AT3G07570,3,-1,protein_coding,na
AT2G48030,0.23228747781982,AT2G48030,2,-1,protein_coding,na
AT3G54140,0.232230452466129,NPF8.1,3,-1,protein_coding,na
AT1G18860,0.231805041644703,WRKY61,1,1,transcription_factor,WRKY
AT3G05030,0.231584112353161,NHX2,3,-1,protein_coding,na
AT3G58780,0.23153942528346,SHP1,3,1,transcription_factor,MADS
AT4G25090,0.231525588247255,RBOHG,4,-1,protein_coding,na
AT4G12430,0.231499170981836,TPPF,4,-1,protein_coding,na
AT1G78770,0.23108330576883,APC6,1,1,protein_coding,na
AT4G13600,0.231054856076989,AT4G13600,4,-1,protein_coding,na
AT5G21100,0.230995247713736,AT5G21100,5,1,protein_coding,na
AT2G02148,0.230988081530026,AT2G02148,2,-1,protein_coding,na
AT1G62440,0.230785257074661,LRX2,1,1,protein_coding,na
AT1G55970,0.230712606228239,HAC04,1,-1,protein_coding,na
AT4G00450,0.23061037650147,MED12,4,1,protein_coding,na
AT3G47350,0.230146014027827,ATHSD2,3,1,protein_coding,na
AT4G22105,0.228864805709022,SCRL26,4,-1,protein_coding,na
AT3G27870,0.228858577905622,ALA8,3,1,protein_coding,na
AT4G29000,0.228508130323004,TCX5,4,1,transcription_factor,CPP
AT4G39160,0.227961230314563,AT4G39160,4,1,protein_coding,na
AT3G54940,0.227352094355139,RD19D,3,1,protein_coding,na
AT4G15410,0.227351300337201,PUX5,4,1,protein_coding,na
AT3G55690,0.227047578550868,AT3G55690,3,1,protein_coding,na
AT3G26420,0.226812252772769,RZ1A,3,1,protein_coding,na
AT4G36540,0.226639075560188,BEE2,4,1,transcription_factor,bHLH
AT1G77300,0.226573441476609,EFS,1,-1,protein_coding,na
AT2G17420,0.226024616132013,NTR2,2,1,protein_coding,na
AT3G55850,0.225930412269971,LAF3,3,-1,protein_coding,na
AT3G48360,0.225897975653303,BT2,3,-1,protein_coding,na
AT3G28070,0.225773472360538,AT3G28070,3,1,protein_coding,na
AT3G09080,0.22568502926719,AT3G09080,3,-1,protein_coding,na
AT2G42560,0.225228778119445,AT2G42560,2,-1,protein_coding,na
AT3G14590,0.225126763024571,NTMC2TYPE6.2,3,-1,protein_coding,na
AT5G43020,0.225031958994652,AT5G43020,5,-1,protein_coding,na
AT1G10340,0.225012460505676,AT1G10340,1,-1,protein_coding,na
AT1G19025,0.224948767572323,AT1G19025,1,1,protein_coding,na
AT5G06220,0.224920369576267,AT5G06220,5,1,protein_coding,na
AT5G27230,0.224776349917685,FRL5,5,1,protein_coding,na
AT1G73500,0.224412160419198,MKK9,1,-1,protein_coding,na
AT3G50930,0.224132859826075,HSR4,3,1,protein_coding,na
AT1G05000,0.223669042174288,AT1G05000,1,1,protein_coding,na
AT1G65710,0.223653161866876,AT1G65710,1,-1,protein_coding,na
AT3G49630,0.223512520653741,AT3G49630,3,1,protein_coding,na
AT1G31230,0.223286376099925,AKHSDH1,1,-1,protein_coding,na
AT4G21670,0.223098966247752,CPL1,4,1,protein_coding,na
AT1G63770,0.222947571946849,AT1G63770,1,-1,protein_coding,na
AT2G18670,0.222880777120158,ATL56,2,1,transcription_factor,C3H
AT1G32640,0.222836373246414,MYC2,1,-1,transcription_factor,bHLH
AT1G19200,0.222759754913395,AT1G19200,1,-1,protein_coding,na
AT4G19510,0.222324301330358,AT4G19510,4,1,protein_coding,na
AT1G56130,0.22203946177884,AT1G56130,1,-1,protein_coding,na
AT5G43590,0.221972100369007,AT5G43590,5,-1,protein_coding,na
AT4G11230,0.221707663923366,RBOHI,4,-1,protein_coding,na
AT4G30440,0.221633178321515,GAE1,4,-1,protein_coding,na
AT3G42180,0.221357829102079,AT3G42180,3,-1,protein_coding,na
AT1G76140,0.221162691205996,AT1G76140,1,1,protein_coding,na
AT3G08530,0.220929092218832,CHC2,3,-1,protein_coding,na
AT1G03080,0.22049230291597,NET1D,1,-1,protein_coding,na
AT1G26120,0.220002053641583,ICMEL1,1,-1,protein_coding,na
AT5G40060,0.219761282272565,AT5G40060,5,1,protein_coding,na
AT5G08390,0.21969430831656,AT5G08390,5,1,protein_coding,na
AT1G13220,0.219594912265401,LINC2,1,1,protein_coding,na
AT4G29310,0.219393633829994,AT4G29310,4,-1,protein_coding,na
AT3G05690,0.219029864960907,UNE8,3,-1,transcription_factor,CCAAT-HAP2
AT3G07780,0.218934698522344,OBE1,3,1,protein_coding,na
AT4G31980,0.21786281909207,AT4G31980,4,1,protein_coding,na
AT1G30590,0.217246940478107,AT1G30590,1,-1,protein_coding,na
AT5G04590,0.217168434447387,SIR,5,1,protein_coding,na
AT1G67220,0.21707716872043,HAC2,1,1,protein_coding,na
AT1G27900,0.216979654515655,AT1G27900,1,-1,protein_coding,na
AT3G51440,0.216888371489646,SSL6,3,1,protein_coding,na
AT1G25450,0.216791626184069,KCS5,1,-1,protein_coding,na
AT4G18640,0.21652909378712,MDIS2,4,1,protein_coding,na
AT2G36370,0.216509953815894,FBL11,2,1,protein_coding,na
AT4G14560,0.216344915570943,IAA1,4,1,protein_coding,na
AT5G07390,0.216316302253464,RBOHA,5,-1,protein_coding,na
AT1G67230,0.215674111913293,CRWN1,1,-1,protein_coding,na
AT2G44390,0.215613829544374,AT2G44390,2,-1,protein_coding,na
AT2G47010,0.21543856228271,AT2G47010,2,1,protein_coding,na
AT5G09850,0.215295913913609,MED26C,5,-1,protein_coding,na
AT1G76160,0.215147075151531,sks5,1,-1,protein_coding,na
AT2G46140,0.21489436943976,AT2G46140,2,1,protein_coding,na
AT2G17010,0.214160952075825,MSL8,2,-1,protein_coding,na
AT4G19820,0.213879025911099,AT4G19820,4,-1,protein_coding,na
AT1G20700,0.213647574305207,WOX14,1,1,transcription_factor,Homeobox
AT3G43720,0.213190481529874,LTPG2,3,-1,protein_coding,na
AT2G42620,0.213177620723206,MAX2,2,1,protein_coding,na
AT1G08430,0.212914030127585,ALMT1,1,1,protein_coding,na
AT4G15970,0.212712968884135,AT4G15970,4,1,protein_coding,na
AT3G46960,0.212672695908753,SKI2,3,-1,protein_coding,na
AT2G23350,0.212630318568043,PAB4,2,1,protein_coding,na
AT2G02560,0.212601571969937,CAND1,2,1,protein_coding,na
AT1G72060,0.212595876331664,AT1G72060,1,1,protein_coding,na
AT1G28020,0.212564796888861,AT1G28020,1,-1,protein_coding,na
AT3G01085,0.212451042643594,AT3G01085,3,1,protein_coding,na
AT1G32790,0.212316794640881,CID11,1,-1,protein_coding,na
AT5G01370,0.21225910976455,ACI1,5,1,protein_coding,na
AT2G44260,0.21204774645559,AT2G44260,2,1,protein_coding,na
AT5G11320,0.211924674011185,YUC4,5,-1,protein_coding,na
AT4G18540,0.211170775440121,AT4G18540,4,-1,protein_coding,na
AT5G10490,0.210604219278797,MSL2,5,-1,protein_coding,na
AT5G11540,0.210440035482397,GULLO3,5,-1,protein_coding,na
AT2G43750,0.210232132700364,OASB,2,-1,protein_coding,na
AT2G44250,0.209935111559899,AT2G44250,2,1,protein_coding,na
AT4G36070,0.209770855866067,CPK18,4,-1,protein_coding,na
AT1G71890,0.209468215808228,SUC5,1,1,protein_coding,na
AT5G39930,0.209040325304607,CLPS5,5,-1,protein_coding,na
AT1G69890,0.208869737743855,AT1G69890,1,-1,protein_coding,na
AT3G19510,0.208504288184912,HAT3.1,3,-1,transcription_factor,Homeobox
AT2G43800,0.208476829642756,FH2,2,1,protein_coding,na
AT2G35710,0.208458432081704,PGSIP8,2,-1,protein_coding,na
AT1G20696,0.208089217598786,HMGB3,1,1,protein_coding,na
AT4G23010,0.208075363044862,UTR2,4,-1,protein_coding,na
AT2G26260,0.207807468042551,3BETAHSD/D2,2,1,protein_coding,na
AT2G14960,0.207600659357094,GH3.1,2,-1,protein_coding,na
AT4G25570,0.207448953060293,ACYB-2,4,-1,protein_coding,na
AT5G05760,0.20743888495867,SYP31,5,-1,protein_coding,na
AT1G50450,0.207428275632605,AT1G50450,1,-1,protein_coding,na
AT4G03260,0.207397147005233,AT4G03260,4,1,protein_coding,na
AT5G20710,0.207315426882314,BGAL7,5,1,protein_coding,na
AT2G16370,0.207293067475291,THY-1,2,-1,protein_coding,na
AT1G70530,0.206864740618583,CRK3,1,-1,protein_coding,na
AT5G38990,0.206773001255148,AT5G38990,5,1,protein_coding,na
AT1G50460,0.206763571473357,HKL1,1,1,protein_coding,na
AT3G03650,0.206420866868658,EDA5,3,-1,protein_coding,na
AT4G28940,0.20633504527978,AT4G28940,4,1,protein_coding,na
AT1G08900,0.206113449424548,SUGTL3,1,1,transcription_factor,C2H2
AT4G23530,0.20599157721247,AT4G23530,4,1,protein_coding,na
AT1G14040,0.20596501103549,PHO1;H3,1,1,protein_coding,na
AT5G40380,0.205882064570264,CRK42,5,1,protein_coding,na
AT5G41550,0.205873191204525,AT5G41550,5,-1,protein_coding,na
AT2G45350,0.205389771771142,CRR4,2,-1,protein_coding,na
AT3G19020,0.205209293913491,PEX1,3,-1,transcription_factor,Trihelix
AT5G18210,0.204890619795419,AT5G18210,5,1,protein_coding,na
AT5G42600,0.204678460564404,MRN1,5,1,protein_coding,na
AT4G10020,0.204589389641477,HSD5,4,1,protein_coding,na
AT3G25840,0.204354878743835,AT3G25840,3,-1,protein_coding,na
AT4G36250,0.20430749705919,ALDH3F1,4,1,protein_coding,na
AT1G64561,0.203923334618717,AT1G64561,1,-1,protein_coding,na
AT3G09405,0.203607398482192,PAE4,3,-1,protein_coding,na
AT3G18370,0.203510102145099,SYTF,3,1,protein_coding,na
AT2G34530,0.20315579921703,AT2G34530,2,-1,protein_coding,na
AT4G27970,0.202934339645984,SLAH2,4,-1,protein_coding,na
AT3G27250,0.202831380823714,AT3G27250,3,1,protein_coding,na
AT1G04080,0.202644060614465,PRP39,1,1,protein_coding,na
AT2G20180,0.202555859300691,PIF1,2,-1,transcription_factor,bHLH
AT1G66140,0.202465372968076,ZFP4,1,-1,transcription_factor,C2H2
AT3G54440,0.20225145940166,AT3G54440,3,-1,protein_coding,na
AT1G29760,0.201659149925076,SEI2,1,1,protein_coding,na
AT4G37060,0.201024326215277,PLP5,4,-1,protein_coding,na
AT1G67890,0.200784622072401,AT1G67890,1,1,protein_coding,na
AT3G18035,0.200756423009809,HON4,3,-1,protein_coding,na
AT3G53990,0.200459037582805,AT3G53990,3,-1,protein_coding,na
AT5G06230,0.199845098559368,TBL9,5,-1,protein_coding,na
AT1G62914,0.199563650879009,AT1G62914,1,1,protein_coding,na
AT2G28890,0.19945705188959,PLL4,2,-1,protein_coding,na
AT5G18360,0.199225463613602,AT5G18360,5,-1,protein_coding,na
AT1G20720,0.199117816894439,AT1G20720,1,-1,protein_coding,na
AT4G08990,0.198841673024597,MET2,4,1,protein_coding,na
AT5G25590,0.198781608875239,AT5G25590,5,-1,protein_coding,na
