GeneID,gene.rank.eff,Associated.Gene.Name,Chromosome.Name,Strand,Gene.Biotype,TF.family
AT3G48520,0.0117935238915504,CYP94B3,3,-1,protein_coding,na
AT5G24890,0.0117915132129795,AT5G24890,5,-1,protein_coding,na
AT4G39270,0.0117869161745509,AT4G39270,4,1,protein_coding,na
AT3G27400,0.0117856805211698,AT3G27400,3,1,protein_coding,na
AT1G09176,0.0117804612754258,AT1G09176,1,1,protein_coding,na
AT2G22795,0.0117796530178507,AT2G22795,2,-1,protein_coding,na
AT4G29640,0.0117757594615189,CDA5,4,1,protein_coding,na
AT2G36450,0.0117691553450631,ERF024,2,-1,transcription_factor,AP2-EREBP
AT1G16110,0.0117683397435752,WAKL6,1,1,protein_coding,na
AT3G54760,0.0117599160652217,AT3G54760,3,-1,protein_coding,na
AT5G20900,0.0117484201833501,TIFY3B,5,1,protein_coding,na
AT2G37750,0.0117406945183258,AT2G37750,2,1,protein_coding,na
AT1G20900,0.0117386342139065,AHL27,1,1,protein_coding,na
AT3G19090,0.0117365811703894,AT3G19090,3,1,protein_coding,na
AT1G22330,0.0117331885490138,AT1G22330,1,1,protein_coding,na
AT4G31670,0.0117193089325052,UBP18,4,-1,protein_coding,na
AT4G10650,0.0117098179352948,DGP2,4,-1,protein_coding,na
AT2G18090,0.0117059515754505,AT2G18090,2,1,protein_coding,na
AT4G25410,0.0116999360431227,BHLH126,4,1,transcription_factor,bHLH
AT4G36010,0.0116986427815031,AT4G36010,4,-1,protein_coding,na
AT1G68700,0.0116971397797751,AT1G68700,1,1,protein_coding,na
AT4G13530,0.011693242748943,AT4G13530,4,1,protein_coding,na
AT5G36930,0.0116883747447131,AT5G36930,5,-1,protein_coding,na
AT1G68110,0.0116880166329763,AT1G68110,1,1,protein_coding,na
AT3G28940,0.0116788289761371,AIG2B,3,-1,protein_coding,na
AT1G52760,0.0116717181494714,CSE,1,1,protein_coding,na
AT4G31390,0.0116699571620532,ABC1K1,4,1,protein_coding,na
AT3G62930,0.0116694682221783,GRXS6,3,-1,protein_coding,na
AT1G65850,0.0116633686837304,AT1G65850,1,1,protein_coding,na
AT4G28750,0.0116625461309549,PSAE1,4,-1,protein_coding,na
AT2G07000,0.0116568825400315,AT2G07000,2,-1,protein_coding,na
AT4G23710,0.0116543854728119,VHA-G2,4,1,protein_coding,na
AT1G30360,0.0116412652598829,ERD4,1,1,protein_coding,na
AT1G57600,0.0116332492688999,AT1G57600,1,-1,protein_coding,na
AT1G63690,0.0116330117681729,SPPL2,1,1,protein_coding,na
AT1G56650,0.0116176892342067,MYB75,1,-1,transcription_factor,MYB
AT1G05790,0.0116118754651731,AT1G05790,1,1,protein_coding,na
AT4G30140,0.0116079694695306,CDEF1,4,-1,protein_coding,na
AT1G52780,0.0116036286698145,AT1G52780,1,1,protein_coding,na
AT2G20050,0.0116007616066682,AT2G20050,2,-1,protein_coding,na
AT3G51160,0.011594987455819,MUR1,3,-1,protein_coding,na
AT4G32600,0.0115937090437613,AT4G32600,4,1,protein_coding,na
AT1G78200,0.0115780363758153,AT1G78200,1,1,protein_coding,na
AT3G51910,0.0115732439901644,HSFA7A,3,1,transcription_factor,HSF
AT1G80110,0.0115679598009268,PP2B11,1,1,protein_coding,na
AT1G69410,0.0115671584919741,ELF5A-3,1,1,protein_coding,na
AT1G52640,0.0115628297210273,AT1G52640,1,-1,protein_coding,na
AT1G73340,0.011558569017304,AT1G73340,1,1,protein_coding,na
AT5G05090,0.0115574039763537,AT5G05090,5,1,transcription_factor,G2-like
AT4G33690,0.0115530306263014,AT4G33690,4,1,protein_coding,na
AT1G65320,0.0115399284447654,CBSX6,1,-1,protein_coding,na
AT1G53345,0.0115349815871954,AT1G53345,1,1,protein_coding,na
AT5G01950,0.0115333393771202,AT5G01950,5,-1,protein_coding,na
AT1G01490,0.0115294826686592,AT1G01490,1,-1,protein_coding,na
AT3G04800,0.0115277435373891,TIM23-3,3,-1,protein_coding,na
AT5G02630,0.0115229586087311,AT5G02630,5,1,protein_coding,na
AT5G11530,0.0115213912601935,EMF1,5,1,protein_coding,na
AT2G41810,0.0115184364766793,AT2G41810,2,-1,protein_coding,na
AT1G04870,0.0115129287328836,PRMT10,1,-1,protein_coding,na
AT1G68490,0.0115080232002791,AT1G68490,1,1,protein_coding,na
AT4G30710,0.0115053453739936,AUG8,4,-1,protein_coding,na
AT4G11560,0.0115027798060884,AT4G11560,4,-1,protein_coding,na
AT3G07250,0.0114971570983487,AT3G07250,3,-1,protein_coding,na
AT1G01660,0.011493599483635,AT1G01660,1,-1,protein_coding,na
AT5G38820,0.0114909588260692,AT5G38820,5,1,protein_coding,na
AT2G46430,0.0114890358306844,CNGC3,2,1,protein_coding,na
AT4G38690,0.0114785103852063,AT4G38690,4,-1,protein_coding,na
AT1G10050,0.0114758602101481,AT1G10050,1,1,protein_coding,na
AT5G40990,0.0114754650857837,GLIP1,5,1,protein_coding,na
AT1G31240,0.0114722727622326,AT1G31240,1,-1,protein_coding,na
AT5G10140,0.011471288247268,FLC,5,-1,transcription_factor,MADS
AT5G15950,0.0114700293599521,SAMDC2,5,1,protein_coding,na
AT3G17760,0.0114551829030166,GAD5,3,-1,protein_coding,na
AT2G34180,0.0114397324181257,CIPK13,2,-1,protein_coding,na
AT5G12430,0.0114289241122664,TPR16,5,-1,protein_coding,na
AT4G21323,0.0114180688432104,AT4G21323,4,1,protein_coding,na
AT1G25570,0.0114122796343376,AT1G25570,1,-1,protein_coding,na
AT1G78955,0.0114090074069268,CAMS1,1,-1,protein_coding,na
AT3G05260,0.0114032358888755,AT3G05260,3,-1,protein_coding,na
AT4G15280,0.0113881532082965,UGT71B5,4,1,protein_coding,na
AT1G64830,0.0113597681151216,AT1G64830,1,-1,protein_coding,na
AT5G27970,0.0113489059001505,AT5G27970,5,1,protein_coding,na
AT1G54420,0.0113469449396049,AT1G54420,1,1,protein_coding,na
AT1G52260,0.0113464373012947,PDIL1-5,1,1,protein_coding,na
AT1G69350,0.0113342669380667,PCMP-E66,1,1,protein_coding,na
AT4G08530,0.0113322047639193,LTP15,4,1,protein_coding,na
AT4G01740,0.0113286372325907,AT4G01740,4,1,protein_coding,na
AT1G78850,0.0113272459348703,AT1G78850,1,-1,protein_coding,na
AT3G60240,0.0113250854662437,EIF4G,3,1,protein_coding,na
AT2G38420,0.0112950446066345,AT2G38420,2,1,protein_coding,na
AT2G28800,0.0112803035413857,ALB3,2,-1,protein_coding,na
AT5G19900,0.0112678712407893,AT5G19900,5,-1,protein_coding,na
AT5G23340,0.0112554813135438,AT5G23340,5,1,protein_coding,na
AT5G37210,0.0112419330842891,AT5G37210,5,-1,protein_coding,na
AT1G14460,0.0112409018882855,AT1G14460,1,-1,protein_coding,na
AT3G25500,0.011239413239265,FH1,3,-1,protein_coding,na
AT3G22460,0.0112274877202728,OASA2,3,1,protein_coding,na
AT5G11000,0.0112215397165281,AT5G11000,5,-1,protein_coding,na
AT1G54470,0.0112154502163248,RPP27,1,1,protein_coding,na
AT3G53930,0.0112103662904309,AT3G53930,3,1,protein_coding,na
AT3G47550,0.0111958014900406,AT3G47550,3,1,protein_coding,na
AT5G23970,0.0111927378754295,AT5G23970,5,1,protein_coding,na
AT3G19960,0.0111916944442801,ATM1,3,1,protein_coding,na
AT1G18690,0.0111880702635001,XXT4,1,1,protein_coding,na
AT1G23550,0.0111861420405715,SRO2,1,1,protein_coding,na
AT5G27870,0.0111830426013813,PME28,5,-1,protein_coding,na
AT4G19140,0.011176882667195,AT4G19140,4,1,protein_coding,na
AT1G28610,0.0111691686516854,AT1G28610,1,-1,protein_coding,na
AT3G02230,0.0111665068554599,RGP1,3,1,protein_coding,na
AT5G22450,0.0111597427262262,AT5G22450,5,-1,protein_coding,na
AT3G49480,0.0111368648091198,AT3G49480,3,-1,protein_coding,na
AT1G20350,0.0111367748024347,TIM17-1,1,1,protein_coding,na
AT5G06760,0.0111271024641218,LEA46,5,-1,protein_coding,na
AT5G41590,0.0111243469139277,AT5G41590,5,-1,protein_coding,na
AT3G19680,0.0111242289630398,AT3G19680,3,1,protein_coding,na
AT3G47180,0.0111200332167241,AT3G47180,3,-1,protein_coding,na
AT1G13550,0.0111192754094956,AT1G13550,1,-1,protein_coding,na
AT1G18740,0.0111144285585081,AT1G18740,1,1,protein_coding,na
AT4G19230,0.0111017282779201,CYP707A1,4,1,protein_coding,na
AT3G51960,0.0110963200419806,ATBZIP24,3,-1,transcription_factor,bZIP
AT5G01900,0.0110904653045951,WRKY62,5,-1,transcription_factor,WRKY
AT1G03850,0.0110528722501305,AT1G03850,1,-1,protein_coding,na
AT5G16210,0.0110511251023196,AT5G16210,5,-1,protein_coding,na
AT2G03980,0.0110470643527377,AT2G03980,2,1,protein_coding,na
AT2G02720,0.0110414592559162,AT2G02720,2,1,protein_coding,na
AT5G42670,0.0110402252409685,AT5G42670,5,1,protein_coding,na
AT2G46500,0.011018980380435,PI4KG4,2,-1,protein_coding,na
AT3G02130,0.0110131537617605,RPK2,3,1,protein_coding,na
AT2G46510,0.0110065175789068,AIB,2,-1,transcription_factor,bHLH
AT3G02250,0.0110060622940933,OFUT21,3,-1,protein_coding,na
AT3G02140,0.0110060531199791,AFP4,3,-1,protein_coding,na
AT3G42640,0.0110049893789503,AHA8,3,1,protein_coding,na
AT1G64065,0.0110032847892587,AT1G64065,1,1,protein_coding,na
AT1G58060,0.0109989295447269,AT1G58060,1,-1,protein_coding,na
AT4G35580,0.0109980394735895,NTL9,4,-1,transcription_factor,NAC
AT2G19860,0.0109931113793301,HXK2,2,1,protein_coding,na
AT2G26830,0.0109913705683816,EMB1187,2,1,protein_coding,na
AT1G32928,0.0109911608964312,AT1G32928,1,1,protein_coding,na
AT2G17940,0.010978749372205,AT2G17940,2,1,protein_coding,na
AT5G16830,0.0109723711443302,SYP21,5,-1,protein_coding,na
AT4G21680,0.0109700905361853,NPF7.2,4,-1,protein_coding,na
AT3G59530,0.0109622790486538,SSL13,3,1,protein_coding,na
AT2G04230,0.01095958510587,AT2G04230,2,-1,protein_coding,na
AT4G32551,0.0109549860400146,LUG,4,1,protein_coding,na
AT5G13200,0.0109516094658886,AT5G13200,5,1,protein_coding,na
AT1G18620,0.010940300695771,AT1G18620,1,1,protein_coding,na
AT5G38350,0.0109296150855276,AT5G38350,5,1,protein_coding,na
AT2G02690,0.0109290888388,AT2G02690,2,1,protein_coding,na
AT3G14480,0.0109219617081112,AT3G14480,3,1,protein_coding,na
AT4G15320,0.0109149755194193,ATCSLB06,4,-1,protein_coding,na
AT4G33565,0.0109118345087246,AT4G33565,4,1,transcription_factor,C3H
AT3G54950,0.0109115645472367,PLP7,3,-1,protein_coding,na
AT5G40000,0.0109094375399227,AT5G40000,5,-1,protein_coding,na
AT1G21090,0.0108956373356614,AT1G21090,1,1,protein_coding,na
AT4G34870,0.0108954063719754,CYP18-4,4,1,protein_coding,na
AT1G69530,0.0108803311148986,ATEXPA1,1,1,protein_coding,na
AT5G41730,0.0108712682839378,AT5G41730,5,-1,protein_coding,na
AT4G14440,0.0108449387739723,ECI3,4,-1,protein_coding,na
AT1G07490,0.0108444396709257,RTFL3,1,-1,protein_coding,na
AT5G06600,0.0108434213900443,UBP12,5,-1,protein_coding,na
AT1G72800,0.0108369348158067,AT1G72800,1,1,protein_coding,na
AT2G40880,0.0108314977306558,CYS3,2,1,protein_coding,na
AT4G30360,0.0108300369396443,CNGC17,4,-1,protein_coding,na
AT5G40450,0.0108297766994513,AT5G40450,5,-1,protein_coding,na
AT2G34600,0.0108183873483251,TIFY 5B,2,1,protein_coding,na
AT3G50240,0.0108180250967008,KIN4B,3,-1,protein_coding,na
AT1G20240,0.0108148239871783,AT1G20240,1,-1,protein_coding,na
AT1G68520,0.0108095569426874,COL6,1,-1,transcription_factor,C2C2-CO-like
AT1G74670,0.0108019579255514,GASA6,1,1,protein_coding,na
AT5G02100,0.0107952384009015,ORP3A,5,1,protein_coding,na
AT4G11360,0.010783551394465,RHA1B,4,1,protein_coding,na
AT2G04240,0.0107806707144313,XERICO,2,-1,transcription_factor,C3H
AT4G13250,0.010777118801936,NYC1,4,-1,protein_coding,na
AT5G39360,0.0107728622248714,EDL2,5,-1,protein_coding,na
AT1G33560,0.0107679730696932,ADR1,1,1,protein_coding,na
AT1G72850,0.0107645136795629,AT1G72850,1,1,protein_coding,na
AT4G31700,0.0107566135757177,RPS6A,4,-1,protein_coding,na
AT1G69060,0.0107557878435514,AT1G69060,1,1,protein_coding,na
AT1G29760,0.010754667414265,SEI2,1,1,protein_coding,na
AT3G48800,0.0107523410261741,AT3G48800,3,-1,protein_coding,na
AT4G20770,0.010744799514085,PCMP-E35,4,-1,protein_coding,na
AT3G47680,0.010742488797691,AT3G47680,3,-1,protein_coding,na
AT1G35750,0.0107415395855608,APUM10,1,-1,protein_coding,na
AT3G60286,0.0107377747558443,AT3G60286,3,-1,protein_coding,na
AT5G15730,0.0107370035469989,CRLK2,5,1,protein_coding,na
AT3G29000,0.0107364839782538,CML30,3,1,protein_coding,na
AT1G46480,0.0107302129941336,WOX4,1,-1,transcription_factor,Homeobox
AT1G48090,0.0107261513255346,AT1G48090,1,-1,protein_coding,na
AT3G21215,0.0107233900198693,AT3G21215,3,-1,protein_coding,na
AT1G80520,0.0107175060771149,AT1G80520,1,1,protein_coding,na
AT1G49910,0.0106991409972245,BUB3.2,1,1,protein_coding,na
AT5G17810,0.0106990539599341,WOX12,5,-1,transcription_factor,Homeobox
AT1G74930,0.0106960256152138,ERF018,1,1,transcription_factor,AP2-EREBP
AT4G34970,0.0106897111014129,ADF9,4,1,protein_coding,na
AT5G25480,0.0106791982739557,DNMT2,5,-1,protein_coding,na
AT5G43880,0.010678953296083,AT5G43880,5,-1,protein_coding,na
AT1G15100,0.0106749025142522,RHA2A,1,-1,transcription_factor,C3H
AT1G09950,0.0106713060647025,RAS1,1,-1,protein_coding,na
AT3G11880,0.0106670611719534,AT3G11880,3,1,protein_coding,na
AT4G22710,0.0106611576620087,CYP706A2,4,1,protein_coding,na
AT1G66920,0.0106602921795637,LRK10L-2.4,1,-1,protein_coding,na
AT1G49250,0.0106582025316493,AT1G49250,1,1,protein_coding,na
AT5G08250,0.01065152544802,AT5G08250,5,-1,protein_coding,na
AT3G30775,0.010648167378472,POX1,3,-1,protein_coding,na
AT5G40770,0.0106431577167627,PHB3,5,-1,protein_coding,na
AT4G04220,0.0106307181815298,AtRLP46,4,1,protein_coding,na
AT1G02460,0.0106275961774781,AT1G02460,1,-1,protein_coding,na
AT1G53035,0.0106147952145781,AT1G53035,1,-1,protein_coding,na
AT4G13710,0.0106073121095882,AT4G13710,4,1,protein_coding,na
AT2G42620,0.0106023296453531,MAX2,2,1,protein_coding,na
AT2G22426,0.010598204530982,AT2G22426,2,1,protein_coding,na
AT2G35900,0.0105974382522016,AT2G35900,2,-1,protein_coding,na
AT3G27025,0.0105824049019959,AT3G27025,3,1,protein_coding,na
AT2G46760,0.0105740910817108,GULLO6,2,-1,protein_coding,na
AT1G26440,0.0105680468476522,UPS5,1,-1,protein_coding,na
AT4G37220,0.0105639682480087,AT4G37220,4,1,protein_coding,na
AT2G20630,0.0105531195922009,PPC3-1.2,2,-1,protein_coding,na
AT2G37380,0.0105515953154265,MAKR3,2,1,protein_coding,na
AT1G77830,0.0105489166358807,AT1G77830,1,-1,transcription_factor,C3H
AT1G21780,0.0105386178712734,AT1G21780,1,1,protein_coding,na
AT1G13300,0.0105282364441388,HRS1,1,1,transcription_factor,G2-like
AT4G10920,0.010522545783873,KELP,4,-1,protein_coding,na
AT2G19220,0.0105218798627603,AT2G19220,2,-1,protein_coding,na
AT1G49610,0.0105194562198385,AT1G49610,1,-1,protein_coding,na
AT1G79570,0.0105175755092512,AT1G79570,1,-1,protein_coding,na
AT1G76320,0.0105141818892748,FRS4,1,1,protein_coding,na
AT1G05000,0.0105128782143091,AT1G05000,1,1,protein_coding,na
AT3G14250,0.0105041603550993,AT3G14250,3,-1,protein_coding,na
AT3G05490,0.0105014771735528,RALFL22,3,1,protein_coding,na
AT1G16150,0.0105011227066776,WAKL4,1,1,protein_coding,na
AT1G80130,0.0104939435963403,AT1G80130,1,-1,protein_coding,na
AT3G61300,0.0104938662321344,AT3G61300,3,1,protein_coding,na
AT1G28670,0.0104903692600579,ARAB-1,1,-1,protein_coding,na
AT1G79150,0.0104883844930636,AT1G79150,1,-1,protein_coding,na
AT3G19035,0.0104869825764399,AT3G19035,3,1,protein_coding,na
AT3G16380,0.0104828829401045,PAB6,3,-1,protein_coding,na
AT2G32360,0.0104794587392194,AT2G32360,2,-1,protein_coding,na
AT3G16180,0.0104591452103455,NPF1.1,3,-1,protein_coding,na
AT5G13170,0.0104579264569461,SWEET15,5,-1,protein_coding,na
AT2G01430,0.0104579173364022,ATHB-17,2,-1,transcription_factor,Homeobox
AT1G07340,0.0104549408291834,STP2,1,1,protein_coding,na
AT2G04810,0.0104380619684944,AT2G04810,2,1,protein_coding,na
AT4G35783,0.0104343970317421,RTFL6,4,1,protein_coding,na
AT2G20290,0.0104339057271774,XI-G,2,-1,protein_coding,na
AT3G12860,0.010433902442446,AT3G12860,3,1,protein_coding,na
AT5G41740,0.0104256590318011,AT5G41740,5,1,protein_coding,na
AT3G52070,0.0104114941128721,AT3G52070,3,1,protein_coding,na
AT2G18630,0.0104107076302143,AT2G18630,2,1,protein_coding,na
AT1G15215,0.0104026253621036,AT1G15215,1,1,protein_coding,na
AT5G37710,0.0104025603730672,AT5G37710,5,1,protein_coding,na
AT1G14690,0.0104019389477724,MAP65-7,1,-1,protein_coding,na
AT4G39330,0.0103992350964218,CAD9,4,1,protein_coding,na
AT2G10950,0.0103969377142947,AT2G10950,2,-1,protein_coding,na
AT4G02340,0.010392088505134,AT4G02340,4,1,protein_coding,na
AT3G04530,0.0103883744560049,PPCK2,3,1,protein_coding,na
AT5G24460,0.0103869676617113,AT5G24460,5,1,protein_coding,na
AT2G43620,0.010385112390669,AT2G43620,2,-1,protein_coding,na
AT4G17713,0.0103816360327319,AT4G17713,4,-1,protein_coding,na
AT4G37470,0.0103766999039437,KAI2,4,-1,protein_coding,na
AT3G50770,0.0103753887710274,CML41,3,1,protein_coding,na
AT5G37200,0.0103720469955407,AT5G37200,5,1,protein_coding,na
AT1G71390,0.0103641159326802,AtRLP11,1,1,protein_coding,na
AT4G10910,0.0103613485501127,AT4G10910,4,1,protein_coding,na
AT2G17220,0.0103551592679258,PIX13,2,-1,protein_coding,na
AT3G44720,0.010349725262367,ADT4,3,1,protein_coding,na
AT3G53000,0.0103434192960504,PP2A15,3,1,protein_coding,na
AT3G11385,0.0103430206079988,AT3G11385,3,1,protein_coding,na
AT2G12550,0.0103378193335906,AT2G12550,2,1,protein_coding,na
AT1G21590,0.0103354126698536,AT1G21590,1,-1,protein_coding,na
AT2G03460,0.0103331564700926,AT2G03460,2,-1,protein_coding,na
AT3G59150,0.0103274734981374,AT3G59150,3,1,protein_coding,na
AT1G55152,0.0103237426268962,AT1G55152,1,-1,protein_coding,na
AT5G06670,0.0103127075823693,AT5G06670,5,-1,protein_coding,na
AT5G40140,0.0103076335931457,PUB40,5,1,protein_coding,na
AT4G27654,0.0103074737732269,AT4G27654,4,1,protein_coding,na
AT2G02220,0.0102836322432107,PSKR1,2,-1,protein_coding,na
AT1G32850,0.0102834981607446,UBP11,1,1,protein_coding,na
AT1G62710,0.0102787829472739,bVPE,1,-1,protein_coding,na
AT2G36440,0.0102780062615925,AT2G36440,2,1,protein_coding,na
AT1G71240,0.0102754152459667,AT1G71240,1,1,protein_coding,na
AT5G19190,0.0102752738338372,AT5G19190,5,1,protein_coding,na
AT3G14440,0.0102752667942103,NCED3,3,-1,protein_coding,na
AT1G32200,0.0102699834572839,ATS1,1,-1,protein_coding,na
AT1G10640,0.0102609046478729,AT1G10640,1,-1,protein_coding,na
AT1G68410,0.0102608113646907,AT1G68410,1,-1,protein_coding,na
AT3G57450,0.0102599337780423,AT3G57450,3,1,protein_coding,na
AT1G01010,0.0102578710077489,NAC001,1,1,transcription_factor,NAC
AT4G30940,0.0102539865432984,AT4G30940,4,1,protein_coding,na
AT4G34170,0.0102508764427137,AT4G34170,4,1,protein_coding,na
AT5G15060,0.010249096436814,LBD34,5,-1,protein_coding,na
AT4G24310,0.010241851310711,DMP3,4,1,protein_coding,na
AT2G17870,0.010239893849239,CSP3,2,-1,protein_coding,na
AT4G03440,0.0102369876655863,AT4G03440,4,-1,protein_coding,na
AT2G43930,0.0102362147527068,AT2G43930,2,1,protein_coding,na
AT2G14960,0.0102361464980673,GH3.1,2,-1,protein_coding,na
AT4G18380,0.0102349854764215,AT4G18380,4,1,protein_coding,na
AT4G14746,0.0102308376780509,AT4G14746,4,-1,protein_coding,na
AT1G04160,0.0102154923427891,XI-B,1,1,protein_coding,na
AT5G05140,0.0102137045076705,MED26B,5,1,protein_coding,na
AT2G36970,0.0102082667173364,UGT86A1,2,1,protein_coding,na
AT4G23200,0.0102032017726611,CRK12,4,-1,protein_coding,na
AT1G56710,0.0101989685757978,AT1G56710,1,-1,protein_coding,na
AT4G30780,0.0101948639528469,AT4G30780,4,1,protein_coding,na
AT1G77250,0.0101927746939727,AT1G77250,1,-1,protein_coding,na
AT1G64580,0.0101850247545304,AT1G64580,1,-1,protein_coding,na
AT1G61250,0.0101808425773031,SCAMP3,1,1,protein_coding,na
AT2G02180,0.0101774145732788,TOM3,2,1,protein_coding,na
AT2G43865,0.0101756083417649,AT2G43865,2,-1,protein_coding,na
AT2G01820,0.0101746373192814,TMK3,2,-1,protein_coding,na
AT5G08390,0.0101742077394879,AT5G08390,5,1,protein_coding,na
AT5G15860,0.0101719443242244,ICME,5,-1,protein_coding,na
AT3G05130,0.0101693068864388,AT3G05130,3,-1,protein_coding,na
AT1G57565,0.0101667374170572,AT1G57565,1,1,protein_coding,na
AT2G42760,0.0101589330991945,AT2G42760,2,-1,protein_coding,na
AT3G09230,0.0101562855630048,MYB1,3,1,transcription_factor,MYB
AT1G71120,0.010151019872208,GLIP6,1,-1,protein_coding,na
AT3G26030,0.0101491559369322,B'DELTA,3,1,protein_coding,na
AT2G46650,0.0101480969270635,CYTB5-C,2,1,protein_coding,na
AT1G05380,0.0101480749583167,AT1G05380,1,1,transcription_factor,PHD
AT2G38310,0.0101479728653835,PYL4,2,1,protein_coding,na
AT5G15330,0.0101452524515747,ATSPX4,5,1,protein_coding,na
AT4G36820,0.0101420261797245,AT4G36820,4,1,protein_coding,na
AT3G13682,0.0101366692812082,LDL2,3,-1,protein_coding,na
AT4G13730,0.0101298156068503,AT4G13730,4,1,protein_coding,na
AT5G26140,0.0101265568921937,LOG9,5,1,protein_coding,na
AT4G22890,0.0101237204563258,PGRL1A,4,1,protein_coding,na
AT4G32480,0.0101232028389304,AT4G32480,4,1,protein_coding,na
AT5G26030,0.0101217899550156,FC1,5,1,protein_coding,na
AT1G66940,0.0101211021170566,AT1G66940,1,-1,protein_coding,na
AT3G55050,0.0101174775474724,PP2C6,3,-1,protein_coding,na
AT1G30520,0.0101133142274192,AAE14,1,1,protein_coding,na
AT4G13940,0.0101105660132236,SAHH1,4,1,protein_coding,na
AT1G53610,0.0101050237284863,AT1G53610,1,-1,protein_coding,na
AT1G55800,0.0101048514236567,AT1G55800,1,-1,protein_coding,na
AT1G17850,0.0100954709277599,STR8,1,-1,protein_coding,na
AT5G14650,0.0100904047141804,AT5G14650,5,1,protein_coding,na
AT1G76490,0.0100902355749198,HMG1,1,1,protein_coding,na
AT1G25560,0.0100795264822367,TEM1,1,-1,transcription_factor,ABI3VP1
AT5G17550,0.0100664464118743,PEX19-2,5,-1,protein_coding,na
AT4G19200,0.0100619928701923,AT4G19200,4,1,protein_coding,na
AT5G07800,0.0100608693574671,AT5G07800,5,-1,protein_coding,na
AT1G61420,0.0100601781170786,AT1G61420,1,-1,protein_coding,na
AT2G25800,0.0100559129328018,AT2G25800,2,-1,protein_coding,na
AT5G25550,0.0100499705266356,LRX7,5,1,protein_coding,na
AT1G66130,0.0100411528299642,AT1G66130,1,1,protein_coding,na
AT1G13635,0.0100381250433879,AT1G13635,1,1,protein_coding,na
AT3G03890,0.0100373188125219,AT3G03890,3,-1,protein_coding,na
AT1G62370,0.0100303870994473,AT1G62370,1,1,transcription_factor,C3H
AT3G26590,0.0100290922415351,DTX29,3,-1,protein_coding,na
AT2G22250,0.0100260476749288,PAT,2,-1,protein_coding,na
AT1G76700,0.0100029789489755,ATJ10,1,-1,protein_coding,na
AT3G05350,0.00999404975029839,AT3G05350,3,-1,protein_coding,na
AT2G42340,0.00998846393862928,AT2G42340,2,-1,protein_coding,na
AT2G06025,0.00998174232323281,AT2G06025,2,1,protein_coding,na
AT1G65520,0.00997883485527237,ECI1,1,-1,protein_coding,na
AT3G01311,0.00997269620303815,AT3G01311,3,-1,protein_coding,na
AT5G41410,0.00997161298319535,BEL1,5,1,transcription_factor,Homeobox
AT1G02880,0.00997073838355708,TPK1,1,-1,protein_coding,na
AT1G72180,0.00996873514746853,CEPR2,1,1,protein_coding,na
AT3G49870,0.00996400867520667,ARL8A,3,-1,protein_coding,na
AT1G62070,0.00995847062989081,AT1G62070,1,1,protein_coding,na
AT2G33720,0.00995061389015857,AT2G33720,2,1,protein_coding,na
AT3G05545,0.0099495407393685,AT3G05545,3,1,protein_coding,na
AT2G22530,0.0099466819197277,AT2G22530,2,-1,protein_coding,na
AT1G19400,0.00994395531771885,AT1G19400,1,-1,protein_coding,na
AT3G09405,0.00994361128814606,PAE4,3,-1,protein_coding,na
AT1G09680,0.00993876228554933,AT1G09680,1,-1,protein_coding,na
AT1G68810,0.00993745366024791,BHLH30,1,1,transcription_factor,bHLH
AT4G09460,0.00993463290288826,MYB6,4,1,transcription_factor,MYB
AT2G27590,0.00993411572052503,AT2G27590,2,-1,protein_coding,na
AT4G21430,0.00992762812135909,B160,4,-1,protein_coding,na
AT3G14200,0.00992698245860431,AT3G14200,3,-1,protein_coding,na
AT3G14020,0.0099249712258241,NFYA6,3,1,transcription_factor,CCAAT-HAP2
AT4G13395,0.00992192153660207,DVL10,4,-1,protein_coding,na
AT1G62530,0.00991614191803802,AT1G62530,1,-1,protein_coding,na
AT3G54670,0.00991292085488466,SMC1,3,1,protein_coding,na
AT5G40670,0.00991031042940054,AT5G40670,5,1,protein_coding,na
AT2G22460,0.00991012737215871,AT2G22460,2,-1,protein_coding,na
AT2G19810,0.009902083119151,AT2G19810,2,1,protein_coding,na
AT5G06820,0.00989757098678339,SRF2,5,1,protein_coding,na
AT5G41830,0.00989212662489465,AT5G41830,5,-1,protein_coding,na
AT3G07360,0.00988861312706477,PUB9,3,1,protein_coding,na
AT1G56500,0.00988685355410429,SOQ1,1,1,protein_coding,na
AT1G64610,0.00988639386922631,AT1G64610,1,-1,protein_coding,na
AT2G25490,0.00988304849794852,EBF1,2,-1,protein_coding,na
AT2G33170,0.00986926569877748,AT2G33170,2,-1,protein_coding,na
AT4G33620,0.00986656521402656,ULP2A,4,1,protein_coding,na
AT5G01110,0.00986614958422831,AT5G01110,5,-1,protein_coding,na
AT2G27090,0.00986518744787989,AT2G27090,2,-1,protein_coding,na
AT3G45210,0.00986067340028117,AT3G45210,3,-1,protein_coding,na
AT5G10430,0.00985061156724942,AGP4,5,-1,protein_coding,na
AT3G45310,0.00984712548740948,AT3G45310,3,-1,protein_coding,na
AT1G63010,0.00984640384791457,AT1G63010,1,-1,protein_coding,na
AT4G22220,0.0098397814276223,ISU1,4,-1,protein_coding,na
AT1G03260,0.00983846719901845,AT1G03260,1,-1,protein_coding,na
AT2G44460,0.00983505541236171,BGLU28,2,1,protein_coding,na
AT5G26840,0.00983009172547009,AT5G26840,5,-1,protein_coding,na
