GeneID,gene.rank.h,Associated.Gene.Name,Chromosome.Name,Strand,Gene.Biotype,TF.family
AT4G24160,11.1896031886051,AT4G24160,4,1,protein_coding,na
AT5G17690,11.1891581091378,TFL2,5,-1,protein_coding,na
AT3G07700,11.1877026716524,AT3G07700,3,-1,protein_coding,na
AT4G25140,11.1876970234208,OLEO1,4,1,protein_coding,na
AT1G15190,11.1830246077552,FLA19,1,1,protein_coding,na
AT1G20890,11.1797731554237,AT1G20890,1,-1,protein_coding,na
AT5G21160,11.1783450883436,AT5G21160,5,-1,protein_coding,na
AT2G37030,11.1779616136981,AT2G37030,2,1,protein_coding,na
AT2G29090,11.1775454043912,CYP707A2,2,-1,protein_coding,na
AT1G05140,11.176009807685,ARASP2,1,1,protein_coding,na
AT4G17070,11.1678635499196,AT4G17070,4,-1,protein_coding,na
AT1G06340,11.1669236066266,AT1G06340,1,-1,protein_coding,na
AT3G25870,11.1652194472765,AT3G25870,3,-1,protein_coding,na
AT1G53510,11.16146258871,MPK18,1,-1,protein_coding,na
AT1G20230,11.1595606148632,PCMP-H21,1,1,protein_coding,na
AT3G13782,11.1593474018798,NAP1;4,3,1,protein_coding,na
AT5G02160,11.1588789399072,AT5G02160,5,1,protein_coding,na
AT1G64160,11.1573722480135,DIR5,1,1,protein_coding,na
AT1G01020,11.1545327916245,ARV1,1,-1,protein_coding,na
AT1G12090,11.1535554089947,ELP,1,-1,protein_coding,na
AT4G10020,11.1479023004405,HSD5,4,1,protein_coding,na
AT3G54690,11.1468331478621,SETH3,3,1,protein_coding,na
AT4G14720,11.1462408118176,PPD2,4,-1,transcription_factor,ZIM
AT1G76130,11.1453664749176,AMY2,1,1,protein_coding,na
AT4G28570,11.1442655091687,FAO4B,4,1,protein_coding,na
AT4G26510,11.138697786775,UKL4,4,1,protein_coding,na
AT3G07760,11.1381280153905,AT3G07760,3,1,protein_coding,na
AT4G17483,11.1379271008093,AT4G17483,4,-1,protein_coding,na
AT4G22470,11.1360831602669,AT4G22470,4,-1,protein_coding,na
AT3G26240,11.1354726183569,AT3G26240,3,-1,protein_coding,na
AT3G23640,11.1317269830186,HGL1,3,1,protein_coding,na
AT4G34530,11.1243142849073,BHLH63,4,1,transcription_factor,bHLH
AT1G43700,11.1241099523454,VIP1,1,1,transcription_factor,bZIP
AT3G50690,11.1239784947962,AT3G50690,3,-1,protein_coding,na
AT2G24830,11.1220756042823,AT2G24830,2,-1,protein_coding,na
AT1G43130,11.1201470738582,LCV2,1,-1,protein_coding,na
AT5G25470,11.1193589776591,AT5G25470,5,-1,protein_coding,na
AT1G13150,11.1147813732894,CYP86C4,1,-1,protein_coding,na
AT2G02480,11.1141543335816,STI,2,1,protein_coding,na
AT3G61980,11.1136883637243,AT3G61980,3,-1,protein_coding,na
AT1G13780,11.1127476562602,AT1G13780,1,1,protein_coding,na
AT3G07740,11.1077033002575,ADA2A,3,-1,protein_coding,na
AT1G68980,11.1076279546527,AT1G68980,1,1,protein_coding,na
AT1G36050,11.1068836714395,AT1G36050,1,1,protein_coding,na
AT3G54350,11.1068445310826,emb1967,3,-1,protein_coding,na
AT4G19150,11.1065160907405,AT4G19150,4,-1,protein_coding,na
AT1G59750,11.101432070347,ARF1,1,1,transcription_factor,ARF
AT3G58200,11.1006895649819,AT3G58200,3,-1,protein_coding,na
AT2G13422,11.1005573323347,AT2G13422,2,1,protein_coding,na
AT3G49920,11.0986370636529,VDAC5,3,-1,protein_coding,na
AT4G19180,11.095405016496,APY7,4,-1,protein_coding,na
AT5G16023,11.0931317498816,RTFL18,5,-1,protein_coding,na
AT1G80550,11.0916304543933,AT1G80550,1,-1,protein_coding,na
AT4G30900,11.0908632198008,AT4G30900,4,1,protein_coding,na
AT2G21960,11.0901356426111,AT2G21960,2,1,protein_coding,na
AT1G14790,11.0870261215858,RDR1,1,-1,protein_coding,na
AT5G08190,11.086733930738,NF-YB12,5,1,transcription_factor,CCAAT-DR1
AT3G13550,11.0867265146082,COP10,3,-1,protein_coding,na
AT5G10560,11.0841189339836,BXL6,5,-1,protein_coding,na
AT1G23490,11.0834201398927,ARF2-A,1,1,protein_coding,na
AT3G43920,11.0833755333944,DCL3,3,1,protein_coding,na
AT3G52400,11.0826726530339,SYP122,3,-1,protein_coding,na
AT4G00650,11.0814689425533,FRI,4,1,protein_coding,na
AT2G43130,11.080380439408,RABA5C,2,-1,protein_coding,na
AT3G07370,11.0792379729864,CHIP,3,-1,protein_coding,na
AT5G03280,11.0774509325489,EIN2,5,1,protein_coding,na
AT1G76990,11.0768916113589,ACR3,1,1,protein_coding,na
AT4G21000,11.0748613576952,ACA6,4,1,protein_coding,na
AT2G45630,11.0742795113689,AT2G45630,2,1,protein_coding,na
AT5G37270,11.0736031347253,AT5G37270,5,-1,protein_coding,na
AT1G64840,11.0734302928291,AT1G64840,1,1,protein_coding,na
AT5G02600,11.0722553045195,NAKR1,5,-1,protein_coding,na
AT3G51000,11.0698900094499,AT3G51000,3,-1,protein_coding,na
AT1G48760,11.0695606602124,DELTA-ADR,1,-1,protein_coding,na
AT2G19270,11.06598012461,AT2G19270,2,-1,protein_coding,na
AT3G09980,11.065788951575,AT3G09980,3,1,protein_coding,na
AT2G19120,11.0549690483965,AT2G19120,2,-1,protein_coding,na
AT3G19830,11.0530143873385,NTMC2TYPE5.2,3,-1,protein_coding,na
AT1G33390,11.0525251061879,FAS4,1,-1,protein_coding,na
AT1G05960,11.0521602237095,AT1G05960,1,-1,protein_coding,na
AT1G64380,11.051260160063,ERF061,1,-1,transcription_factor,AP2-EREBP
AT1G05180,11.0497311688704,AXR1,1,-1,protein_coding,na
AT2G21400,11.046447432159,SRS3,2,1,transcription_factor,C2H2
AT1G73885,11.045621735791,AT1G73885,1,1,protein_coding,na
AT4G21120,11.0438569922117,CAT1,4,1,protein_coding,na
AT4G10925,11.0424667691078,SKIP8,4,-1,protein_coding,na
AT1G05490,11.041022070987,CLSY3,1,-1,protein_coding,na
AT1G28490,11.0393700686318,SYP61,1,1,protein_coding,na
AT4G05018,11.0386743922827,AT4G05018,4,1,protein_coding,na
AT1G07900,11.038594968258,LBD1,1,1,protein_coding,na
AT5G65410,11.0376487549779,ZHD1,5,1,transcription_factor,ZF-HD
AT1G01420,11.0372570622896,UGT72B3,1,-1,protein_coding,na
AT5G11000,11.0358247267754,AT5G11000,5,-1,protein_coding,na
AT3G50560,11.0355647527592,AT3G50560,3,-1,protein_coding,na
AT5G14240,11.0351324387085,AT5G14240,5,-1,protein_coding,na
AT3G25730,11.0316724396585,ARF14,3,1,transcription_factor,RAV
AT1G12580,11.0285133350464,PEPKR1,1,1,protein_coding,na
AT1G23960,11.0280768976685,AT1G23960,1,-1,protein_coding,na
AT2G45060,11.0206392500646,AT2G45060,2,-1,protein_coding,na
AT1G53670,11.0192508911512,MSRB1,1,1,protein_coding,na
AT3G01810,11.0175946007995,AT3G01810,3,1,protein_coding,na
AT5G09920,11.0147570852304,NRPB4,5,1,protein_coding,na
AT5G03330,11.0143826440568,AT5G03330,5,1,protein_coding,na
AT1G60440,11.0132950860551,PANK1,1,-1,protein_coding,na
AT1G07960,11.0116444158461,PDIL5-1,1,1,protein_coding,na
AT2G31280,11.0113904296069,CPUORF7,2,1,transcription_factor,bHLH
AT4G24170,11.0096665894316,KIN7I,4,1,protein_coding,na
AT3G47600,11.0075152385508,MYB94,3,-1,transcription_factor,MYB
AT1G68100,11.0067778867608,IAR1,1,1,protein_coding,na
AT2G07360,11.0043218884093,AT2G07360,2,-1,protein_coding,na
AT3G61415,10.9974438761254,ASK21,3,-1,protein_coding,na
AT1G04700,10.9943827122547,AT1G04700,1,1,protein_coding,na
AT1G29220,10.9937321525836,AT1G29220,1,-1,protein_coding,na
AT5G06480,10.9928587657127,AT5G06480,5,-1,protein_coding,na
AT1G30160,10.9926808798469,AT1G30160,1,1,protein_coding,na
AT4G21910,10.9888221432975,AT4G21910,4,-1,protein_coding,na
AT3G03040,10.988508796473,AT3G03040,3,1,protein_coding,na
AT5G06670,10.987502521779,AT5G06670,5,-1,protein_coding,na
AT1G69410,10.9873858248774,ELF5A-3,1,1,protein_coding,na
AT3G03860,10.9865855097366,APRL5,3,1,protein_coding,na
AT4G38940,10.9861382735136,AT4G38940,4,1,protein_coding,na
AT3G57580,10.9838886545513,AT3G57580,3,-1,protein_coding,na
AT3G59950,10.9822814690449,ATG4B,3,-1,protein_coding,na
AT4G14270,10.9777221102833,CID2,4,1,protein_coding,na
AT1G27350,10.9756068082307,AT1G27350,1,-1,protein_coding,na
AT4G01650,10.9727395786235,AT4G01650,4,-1,protein_coding,na
AT1G08390,10.9723844244696,AT1G08390,1,1,protein_coding,na
AT1G73320,10.9723568300851,AT1G73320,1,-1,protein_coding,na
AT3G58970,10.9701082162416,MRS2-4,3,-1,protein_coding,na
AT2G17540,10.9699893027393,AT2G17540,2,-1,protein_coding,na
AT4G03430,10.9695066886121,STA1,4,-1,protein_coding,na
AT5G38880,10.9685271288254,AUG5,5,-1,protein_coding,na
AT3G06760,10.9677190264052,AT3G06760,3,1,protein_coding,na
AT4G09180,10.9667565328392,BHLH81,4,1,transcription_factor,bHLH
AT1G68060,10.9666071529066,MAP70.1,1,-1,protein_coding,na
AT5G27060,10.9643423226104,AtRLP53,5,-1,protein_coding,na
AT3G54360,10.9643148827754,NCA1,3,-1,protein_coding,na
AT4G29120,10.9630596580065,AT4G29120,4,1,protein_coding,na
AT5G40040,10.9614355302379,RPP2E,5,-1,protein_coding,na
AT3G59400,10.959475510122,GUN4,3,-1,protein_coding,na
AT1G04210,10.9584627004407,AT1G04210,1,1,protein_coding,na
AT1G34150,10.9543066683256,AT1G34150,1,1,protein_coding,na
AT1G30610,10.9542652053835,EMB2279,1,1,protein_coding,na
AT2G32260,10.9512274537418,CCT1,2,1,protein_coding,na
AT1G70150,10.9478253388665,AT1G70150,1,1,protein_coding,na
AT5G16230,10.9469117450088,S-ACP-DES3,5,1,protein_coding,na
AT5G43310,10.9452667451294,AT5G43310,5,-1,protein_coding,na
AT3G16390,10.9438533656742,NSP3,3,1,protein_coding,na
AT4G26630,10.9432945675086,AT4G26630,4,-1,protein_coding,na
AT4G30390,10.9424703049818,AT4G30390,4,-1,protein_coding,na
AT2G21180,10.9390032457021,AT2G21180,2,-1,protein_coding,na
AT4G38690,10.9386140132809,AT4G38690,4,-1,protein_coding,na
AT1G79630,10.9384111918387,AT1G79630,1,-1,protein_coding,na
AT5G01310,10.9383150124218,APTX,5,1,transcription_factor,C2H2
AT3G13460,10.9374107900005,ECT2,3,-1,protein_coding,na
AT1G68560,10.9342390904616,XYL1,1,-1,protein_coding,na
AT5G42440,10.9325630808342,AT5G42440,5,-1,protein_coding,na
AT4G32910,10.9311770878849,NUP85,4,1,protein_coding,na
AT2G28100,10.9308608274628,FUC1,2,1,protein_coding,na
AT3G63410,10.9299069222956,VTE3,3,-1,protein_coding,na
AT3G55460,10.9258357299589,SCL30,3,1,protein_coding,na
AT2G47060,10.925556183613,AT2G47060,2,-1,protein_coding,na
AT1G27752,10.9221951353379,AT1G27752,1,1,protein_coding,na
AT4G33180,10.9217070737688,AT4G33180,4,1,protein_coding,na
AT3G44850,10.9200659517741,AT3G44850,3,-1,protein_coding,na
AT5G18060,10.9172051864113,SAUR23,5,1,protein_coding,na
AT2G04790,10.9163457434602,AT2G04790,2,1,protein_coding,na
AT4G18400,10.9154464467251,AT4G18400,4,-1,protein_coding,na
AT4G21670,10.915177747219,CPL1,4,1,protein_coding,na
AT2G35840,10.9131416793856,SPP2,2,1,protein_coding,na
AT5G37710,10.9119699099436,AT5G37710,5,1,protein_coding,na
AT2G03440,10.9102314601405,NRP1,2,-1,protein_coding,na
AT5G62000,10.9087970517833,ARF2,5,1,protein_coding,na
AT4G21710,10.908152948965,NRPB2,4,-1,protein_coding,na
AT3G46610,10.9080759047949,AT3G46610,3,-1,protein_coding,na
AT4G30370,10.9076132024371,ATL14,4,-1,transcription_factor,C3H
AT4G03380,10.9072227136425,AT4G03380,4,-1,protein_coding,na
AT1G68800,10.9057566187269,BRC2,1,-1,transcription_factor,TCP
AT3G01970,10.9047232439114,WRKY45,3,-1,transcription_factor,WRKY
AT5G43840,10.9037751785939,HSFA6A,5,-1,transcription_factor,HSF
AT4G34830,10.9032779999097,MRL1,4,-1,protein_coding,na
AT3G47675,10.902391284419,AT3G47675,3,-1,protein_coding,na
AT1G66090,10.9020413019796,AT1G66090,1,1,protein_coding,na
AT4G01800,10.901782035682,AGY1,4,-1,protein_coding,na
AT5G36300,10.9013338481493,AT5G36300,5,1,protein_coding,na
AT2G34340,10.9011701065158,AT2G34340,2,-1,protein_coding,na
AT4G30150,10.8993503347296,AT4G30150,4,1,protein_coding,na
AT1G68250,10.8966254383107,AT1G68250,1,-1,protein_coding,na
AT5G23460,10.8945948017313,AT5G23460,5,1,protein_coding,na
AT4G38540,10.8930287952591,MO2,4,1,protein_coding,na
AT1G08450,10.8912487021313,CRT3,1,-1,protein_coding,na
AT3G23950,10.8905979185479,AT3G23950,3,-1,protein_coding,na
AT4G02020,10.8903683903678,EZA1,4,1,protein_coding,na
AT2G26800,10.8890100517587,HMGCL,2,-1,protein_coding,na
AT4G25835,10.8885458829488,AT4G25835,4,1,protein_coding,na
AT3G16260,10.8883438363389,TRZ4,3,1,protein_coding,na
AT2G18890,10.8879502466746,AT2G18890,2,1,protein_coding,na
AT2G39180,10.8857803118193,CCR2,2,-1,protein_coding,na
AT1G23390,10.8833924933456,AT1G23390,1,-1,protein_coding,na
AT1G31220,10.8831271009979,PUR3,1,1,protein_coding,na
AT2G44020,10.8814579184717,AT2G44020,2,-1,protein_coding,na
AT2G35230,10.8781882296318,IKU1,2,1,protein_coding,na
AT2G25760,10.8764155730697,AT2G25760,2,-1,protein_coding,na
AT2G44870,10.8757484528122,AT2G44870,2,1,protein_coding,na
AT1G75440,10.8755031154688,UBC16,1,1,protein_coding,na
AT4G19640,10.8719464699058,RABF2B,4,-1,protein_coding,na
AT5G22080,10.8704613191049,AT5G22080,5,-1,protein_coding,na
AT4G22350,10.8704499972672,AT4G22350,4,-1,protein_coding,na
AT1G65220,10.8695236516622,AT1G65220,1,1,protein_coding,na
AT3G01435,10.8665757801588,AT3G01435,3,-1,protein_coding,na
AT4G04040,10.8630923605236,PFP-BETA2,4,1,protein_coding,na
AT1G04230,10.8603086034972,AT1G04230,1,1,protein_coding,na
AT3G11540,10.8602764199533,SPY,3,1,protein_coding,na
AT1G50380,10.8597079461561,AT1G50380,1,1,protein_coding,na
AT3G27870,10.858519937519,ALA8,3,1,protein_coding,na
AT1G55930,10.8574460563193,CBSDUFCH2,1,1,protein_coding,na
AT4G36090,10.8561039461785,AT4G36090,4,-1,protein_coding,na
AT1G50040,10.8524272883883,AT1G50040,1,1,protein_coding,na
AT3G48110,10.8507335950612,EDD1,3,1,protein_coding,na
AT1G72900,10.8500957585722,AT1G72900,1,1,protein_coding,na
AT2G42330,10.8480210886338,STIPL2,2,-1,protein_coding,na
AT2G17700,10.8479802980078,STY8,2,-1,protein_coding,na
AT3G49570,10.8472951197394,LSU3,3,-1,protein_coding,na
AT2G42030,10.8462342477816,AT2G42030,2,-1,transcription_factor,C3H
AT1G05600,10.8446269448455,AT1G05600,1,1,protein_coding,na
AT3G16750,10.8429883808153,AT3G16750,3,-1,protein_coding,na
AT1G26610,10.8379776135129,AT1G26610,1,1,transcription_factor,C2H2
AT2G16700,10.8376354657152,ADF5,2,1,protein_coding,na
AT3G25680,10.8354435427428,AT3G25680,3,1,protein_coding,na
AT3G15480,10.8346954262201,AT3G15480,3,-1,protein_coding,na
AT5G06780,10.8336482696544,AT5G06780,5,-1,protein_coding,na
AT3G52220,10.8313483785216,AT3G52220,3,-1,protein_coding,na
AT3G53710,10.8310308152484,AGD6,3,-1,protein_coding,na
AT4G34970,10.8305754222506,ADF9,4,1,protein_coding,na
AT1G15350,10.8302016895734,AT1G15350,1,-1,protein_coding,na
AT4G08310,10.8288175438968,AT4G08310,4,-1,protein_coding,na
AT1G08910,10.8277533773941,AT1G08910,1,1,protein_coding,na
AT2G22122,10.8272011852775,AT2G22122,2,1,protein_coding,na
AT3G15580,10.8259625954887,ATG8I,3,-1,protein_coding,na
AT1G78730,10.8235742350806,AT1G78730,1,-1,protein_coding,na
AT4G38810,10.8229290163731,AT4G38810,4,-1,protein_coding,na
AT2G28080,10.8221780504249,UGT86A2,2,-1,protein_coding,na
AT2G16950,10.8217280765963,TRN1,2,1,protein_coding,na
AT2G36810,10.8210582666639,SGR6,2,-1,protein_coding,na
AT4G36730,10.8208214460916,GBF1,4,-1,transcription_factor,bZIP
AT3G49796,10.8180171168595,AT3G49796,3,1,protein_coding,na
AT3G11440,10.8176055246675,ATMYB65,3,1,transcription_factor,MYB
AT2G31240,10.8166686029989,AT2G31240,2,-1,protein_coding,na
AT4G35940,10.8082010238418,AT4G35940,4,1,protein_coding,na
AT3G10160,10.8061015171859,FPGS2,3,-1,protein_coding,na
AT1G26945,10.8036347822278,PRE6,1,1,transcription_factor,bHLH
AT5G36000,10.8013726351495,AT5G36000,5,1,protein_coding,na
AT1G30320,10.7975790303162,AT1G30320,1,1,protein_coding,na
AT3G01050,10.7968961445078,MUB1,3,1,protein_coding,na
AT3G20430,10.795090733268,AT3G20430,3,1,protein_coding,na
AT5G15440,10.7927827267688,EDL1,5,1,protein_coding,na
AT3G23880,10.7882135201588,AT3G23880,3,-1,protein_coding,na
AT2G24120,10.7846345550675,RPOT3,2,-1,protein_coding,na
AT2G30020,10.7838174850422,AT2G30020,2,1,protein_coding,na
AT4G22220,10.783770171542,ISU1,4,-1,protein_coding,na
AT1G28200,10.7835022713613,FIP1,1,-1,protein_coding,na
AT3G61580,10.7832536601112,SLD1,3,1,protein_coding,na
AT4G35230,10.7830620034458,BSK1,4,-1,protein_coding,na
AT1G34190,10.7827068541862,NAC017,1,1,transcription_factor,NAC
AT1G22360,10.7818681103089,UGT85A2,1,-1,protein_coding,na
AT1G65000,10.7791273345428,AT1G65000,1,1,protein_coding,na
AT4G14740,10.7789827781816,AT4G14740,4,-1,protein_coding,na
AT1G53380,10.7783690079689,AT1G53380,1,-1,protein_coding,na
AT4G24960,10.7768319497757,HVA22D,4,1,protein_coding,na
AT1G33990,10.7750579388628,MES14,1,1,protein_coding,na
AT3G13720,10.7727548168177,PRA1F3,3,-1,protein_coding,na
AT4G21880,10.772359687084,AT4G21880,4,1,protein_coding,na
AT2G19790,10.7716149430623,AT2G19790,2,1,protein_coding,na
AT3G01520,10.7709982999669,AT3G01520,3,1,protein_coding,na
AT2G44990,10.7707679086453,CCD7,2,1,protein_coding,na
AT5G05750,10.7704230374654,AT5G05750,5,1,protein_coding,na
AT2G01850,10.7688766442693,XTH27,2,1,protein_coding,na
AT2G01570,10.7684607692182,RGA,2,-1,transcription_factor,GRAS
AT2G35480,10.7683972811861,AT2G35480,2,1,protein_coding,na
AT3G59900,10.7640899920699,ARGOS,3,1,protein_coding,na
AT2G42880,10.7632871567413,MPK20,2,-1,protein_coding,na
AT3G02350,10.7625776567767,GAUT9,3,1,protein_coding,na
AT1G08465,10.7620188468525,YAB2,1,1,transcription_factor,C2C2-YABBY
AT4G36710,10.7589259445051,SCL15,4,1,transcription_factor,GRAS
AT5G02170,10.75612140497,AVT1E,5,1,protein_coding,na
AT5G22560,10.7545490235294,AT5G22560,5,-1,protein_coding,na
AT4G38580,10.7516391006846,HIPP26,4,1,protein_coding,na
AT3G59090,10.7489200324117,AT3G59090,3,1,protein_coding,na
AT3G05250,10.7474773777531,AT3G05250,3,1,protein_coding,na
AT4G18030,10.7456458513779,AT4G18030,4,-1,protein_coding,na
AT5G11170,10.7441424900444,RH15,5,1,protein_coding,na
AT5G06930,10.7432267956882,AT5G06930,5,1,protein_coding,na
AT3G55020,10.7410806172697,AT3G55020,3,-1,protein_coding,na
AT1G34000,10.7396626694332,OHP2,1,-1,protein_coding,na
AT5G38720,10.7392708065259,AT5G38720,5,-1,protein_coding,na
AT2G41900,10.7391015534342,AT2G41900,2,1,protein_coding,na
AT5G08770,10.7378183986495,AT5G08770,5,-1,protein_coding,na
AT3G10320,10.73729148189,AT3G10320,3,-1,protein_coding,na
AT2G18280,10.7367606977395,TULP2,2,1,transcription_factor,TUB
AT3G16700,10.7337682634785,FAHD2,3,1,protein_coding,na
AT1G15240,10.73239659438,AT1G15240,1,1,protein_coding,na
AT1G27430,10.7287551135443,AT1G27430,1,-1,protein_coding,na
AT1G72120,10.7285209287655,NPF5.14,1,1,protein_coding,na
AT1G18670,10.7276660404057,IBS1,1,-1,protein_coding,na
AT2G17140,10.7272866279597,AT2G17140,2,1,protein_coding,na
AT3G55840,10.7270731258708,HSPRO1,3,-1,protein_coding,na
AT2G42040,10.7255139728862,AT2G42040,2,1,protein_coding,na
AT3G03810,10.7254450333166,EDA30,3,-1,protein_coding,na
AT4G18820,10.7247690392298,AT4G18820,4,1,protein_coding,na
AT4G07400,10.724699892843,FBL8,4,-1,protein_coding,na
AT2G35680,10.7240155397323,DSP8,2,-1,protein_coding,na
AT3G48070,10.7213157162518,AT3G48070,3,1,protein_coding,na
AT1G32940,10.7206059919923,SBT3.5,1,1,protein_coding,na
AT3G08010,10.7175221847207,ATAB2,3,1,protein_coding,na
AT3G29100,10.7159398225031,VTI13,3,-1,protein_coding,na
AT1G53570,10.7147720665582,MAPKKK3,1,1,protein_coding,na
AT2G45340,10.7141261173671,AT2G45340,2,1,protein_coding,na
AT3G18370,10.712624224415,SYTF,3,1,protein_coding,na
AT1G50050,10.7116473227371,AT1G50050,1,1,protein_coding,na
AT3G22640,10.7113733147177,PAP85,3,-1,protein_coding,na
AT4G31070,10.7105408755488,PCMP-E7,4,-1,protein_coding,na
AT1G70310,10.7086611934914,SPDSYN2,1,-1,protein_coding,na
AT4G34100,10.7073287321329,SUD1,4,1,protein_coding,na
AT3G55030,10.7072712106758,PGPS2,3,1,protein_coding,na
AT3G03340,10.7068206328262,UNE6,3,1,protein_coding,na
AT1G79830,10.7066087766409,GC5,1,-1,protein_coding,na
AT1G05060,10.7061467710367,AT1G05060,1,-1,protein_coding,na
AT1G18773,10.7059810512166,AT1G18773,1,1,protein_coding,na
AT5G04830,10.7046021223721,AT5G04830,5,-1,protein_coding,na
AT5G02930,10.703397428431,AT5G02930,5,1,protein_coding,na
AT3G25050,10.7025993274876,XTH3,3,1,protein_coding,na
AT5G16820,10.7013684454282,HSFA1B,5,1,transcription_factor,HSF
AT5G35910,10.7009232972468,RRP6L2,5,-1,protein_coding,na
AT1G54650,10.7008061437304,AT1G54650,1,-1,protein_coding,na
AT4G37770,10.6995873409877,ACS8,4,1,protein_coding,na
AT1G34110,10.6990585042745,AT1G34110,1,-1,protein_coding,na
AT1G69210,10.6946816982012,AT1G69210,1,-1,protein_coding,na
AT3G51850,10.6941502775785,CPK13,3,1,protein_coding,na
AT1G01970,10.6936378892916,AT1G01970,1,1,protein_coding,na
AT1G11400,10.6931643135586,PYM,1,1,protein_coding,na
AT5G01075,10.6931502387183,AT5G01075,5,-1,protein_coding,na
AT3G50360,10.6930464732922,CML20,3,1,protein_coding,na
AT3G28910,10.68726471246,MYB30,3,1,transcription_factor,MYB
AT1G07220,10.6818711767063,AT1G07220,1,-1,protein_coding,na
AT3G10370,10.6813927267641,SDP6,3,1,protein_coding,na
AT2G07760,10.6793627664407,AT2G07760,2,-1,protein_coding,na
AT1G76050,10.67913784855,AT1G76050,1,1,protein_coding,na
AT1G79180,10.6781139542239,ATMYB63,1,1,transcription_factor,MYB
AT3G62080,10.6779284875264,AT3G62080,3,1,protein_coding,na
AT3G55980,10.6775003497088,SZF1,3,1,transcription_factor,C3H
AT1G32928,10.6762457774692,AT1G32928,1,1,protein_coding,na
AT4G33890,10.6756095529943,AT4G33890,4,1,protein_coding,na
AT4G17695,10.6743097106114,KAN3,4,-1,transcription_factor,G2-like
AT2G43230,10.6677662865589,AT2G43230,2,1,protein_coding,na
AT4G03550,10.667086051132,CALS12,4,1,protein_coding,na
AT2G13950,10.6659484431279,AT2G13950,2,1,protein_coding,na
AT5G43820,10.6651201037023,AT5G43820,5,1,protein_coding,na
AT1G72520,10.6636401575606,LOX4,1,1,protein_coding,na
AT4G24910,10.6604553624344,AT4G24910,4,-1,protein_coding,na
AT4G01570,10.6589660838224,AT4G01570,4,1,protein_coding,na
AT1G67580,10.6558707954699,AT1G67580,1,-1,protein_coding,na
AT3G57320,10.6545353633745,AT3G57320,3,1,protein_coding,na
AT1G19396,10.6545307905342,AT1G19396,1,1,protein_coding,na
AT1G05270,10.65258708282,AT1G05270,1,-1,protein_coding,na
AT2G33170,10.651074730984,AT2G33170,2,-1,protein_coding,na
AT3G04730,10.6502759669974,IAA16,3,-1,protein_coding,na
AT1G64520,10.6445631246396,RPN12A,1,1,protein_coding,na
AT5G25900,10.644265103561,KO,5,1,protein_coding,na
AT2G25350,10.6416493587189,AT2G25350,2,1,protein_coding,na
AT1G22490,10.6410457531564,AT1G22490,1,-1,transcription_factor,bHLH
AT1G50530,10.6406647711568,AT1G50530,1,-1,protein_coding,na
AT2G45610,10.6391318119882,CXE9,2,1,protein_coding,na
AT2G40720,10.6391048101348,PCMP-E26,2,1,protein_coding,na
AT2G29510,10.6387092094381,AT2G29510,2,1,protein_coding,na
AT4G02970,10.6376712796809,AT7SL-1,4,1,protein_coding,na
AT2G32580,10.6374816254416,AT2G32580,2,1,protein_coding,na
AT1G06740,10.6367374222164,AT1G06740,1,1,protein_coding,na
AT1G76940,10.6349273557595,NSRA,1,-1,protein_coding,na
AT4G25020,10.6339323685751,AT4G25020,4,-1,protein_coding,na
AT5G11720,10.6286157016732,AT5G11720,5,1,protein_coding,na
AT5G17930,10.6282410806189,AT5G17930,5,-1,protein_coding,na
AT4G32530,10.6274523934437,AT4G32530,4,-1,protein_coding,na
AT2G01130,10.6243663791924,AT2G01130,2,-1,protein_coding,na
AT2G13980,10.6200007600094,AT2G13980,2,-1,protein_coding,na
AT5G18980,10.6196090778454,AT5G18980,5,-1,protein_coding,na
AT1G63830,10.619431178774,AT1G63830,1,1,protein_coding,na
AT4G12430,10.6183055231465,TPPF,4,-1,protein_coding,na
AT1G79850,10.617198060212,RPS17,1,-1,protein_coding,na
AT1G60200,10.6161901561127,AT1G60200,1,-1,protein_coding,na
AT3G58840,10.6144441291486,PMD1,3,-1,protein_coding,na
AT3G07390,10.6119230717291,AIR12,3,1,protein_coding,na
AT2G43670,10.6094866095113,AT2G43670,2,1,protein_coding,na
AT1G48145,10.6090246290561,AT1G48145,1,-1,protein_coding,na
AT4G03110,10.6063712252334,BRN1,4,-1,protein_coding,na
AT4G08370,10.6030503334578,AT4G08370,4,-1,protein_coding,na
AT1G28060,10.602146247644,RDM16,1,1,protein_coding,na
AT4G36480,10.6017839998843,LCB1,4,1,protein_coding,na
AT5G12130,10.6014193973483,TERC,5,1,protein_coding,na
AT4G27654,10.6007342992854,AT4G27654,4,1,protein_coding,na
AT1G09250,10.598208266613,BHLH149,1,1,transcription_factor,bHLH
AT5G26760,10.5962930884032,AT5G26760,5,-1,protein_coding,na
AT2G24130,10.5944846498685,AT2G24130,2,1,protein_coding,na
AT2G43650,10.5912450583308,EMB2777,2,1,protein_coding,na
AT2G22460,10.5877495250599,AT2G22460,2,-1,protein_coding,na
AT3G12990,10.5865952234717,RRP45A,3,1,protein_coding,na
AT2G14680,10.5835165300444,MEE13,2,1,protein_coding,na
AT2G31720,10.5826578741927,ARF70,2,-1,protein_coding,na
AT3G05210,10.5808840132307,ERCC1,3,1,protein_coding,na
AT2G43280,10.5799099700468,AT2G43280,2,1,protein_coding,na
AT5G18510,10.5776139791563,AT5G18510,5,-1,protein_coding,na
