Ensembl.Gene.ID,Associated.Gene.Name,Chromosome.Name,Strand,Gene.Biotype,TF.family
AT2G05090,AT2G05090,2,-1,transposable_element_gene,na
AT2G05100,LHCB2.1,2,-1,protein_coding,na
AT2G05110,AT2G05110,2,-1,transposable_element_gene,na
AT2G05115,AT2G05115,2,-1,pseudogene,na
AT2G05117,SCRL9,2,-1,protein_coding,na
AT2G05120,AT2G05120,2,-1,protein_coding,na
AT2G05130,AT2G05130,2,-1,transposable_element_gene,na
AT2G05133,AT2G05133,2,-1,pseudogene,na
AT2G05140,AT2G05140,2,1,protein_coding,na
AT2G05150,AT2G05150,2,1,pseudogene,na
AT2G05160,AT2G05160,2,-1,protein_coding,na
AT2G05170,ATVPS11,2,1,protein_coding,na
AT2G05171,AT2G05171,2,1,pseudogene,na
AT2G05180,CYP705A6,2,1,protein_coding,na
AT2G05185,AT2G05185,2,1,protein_coding,na
AT2G05190,AT2G05190,2,1,pseudogene,na
AT2G05200,AT2G05200,2,1,transposable_element_gene,na
AT2G05210,AtPOT1a,2,1,protein_coding,na
AT2G05220,AT2G05220,2,-1,protein_coding,na
AT2G05230,AT2G05230,2,-1,protein_coding,na
AT2G05240,AT2G05240,2,-1,transposable_element_gene,na
AT2G05250,AT2G05250,2,-1,protein_coding,na
AT2G05260,AT2G05260,2,1,protein_coding,na
AT2G05270,AT2G05270,2,-1,protein_coding,na
AT2G05280,AT2G05280,2,-1,transposable_element_gene,na
AT2G05290,AT2G05290,2,-1,transposable_element_gene,na
AT2G05294,AT2G05294,2,-1,protein_coding,na
AT2G05300,AT2G05300,2,1,pseudogene,na
AT2G05310,AT2G05310,2,-1,protein_coding,na
AT2G05320,AT2G05320,2,1,protein_coding,na
AT2G05330,AT2G05330,2,-1,protein_coding,na
AT2G05335,SCRL15,2,1,protein_coding,na
AT2G05340,AT2G05340,2,1,transposable_element_gene,na
AT2G05350,AT2G05350,2,1,protein_coding,na
AT2G05360,AT2G05360,2,-1,protein_coding,na
AT2G05370,AT2G05370,2,-1,protein_coding,na
AT2G05380,GRP3S,2,1,protein_coding,na
AT2G05390,AT2G05390,2,1,transposable_element_gene,na
AT2G05400,AT2G05400,2,1,protein_coding,na
AT2G05410,AT2G05410,2,1,protein_coding,na
AT2G05420,AT2G05420,2,1,protein_coding,na
AT2G05430,AT2G05430,2,1,protein_coding,na
AT2G05435,AT2G05435,2,1,transposable_element_gene,na
AT2G05440,ATGRP9,2,1,protein_coding,na
AT2G05441,AT2G05441,2,1,pseudogene,na
AT2G05450,AT2G05450,2,1,transposable_element_gene,na
AT2G05460,AT2G05460,2,1,transposable_element_gene,na
AT2G05470,AT2G05470,2,1,transposable_element_gene,na
AT2G05475,AT2G05475,2,1,transposable_element_gene,na
AT2G05480,AT2G05480,2,-1,transposable_element_gene,na
AT2G05490,AT2G05490,2,-1,transposable_element_gene,na
AT2G05500,AT2G05500,2,-1,protein_coding,na
AT2G05510,AT2G05510,2,1,protein_coding,na
AT2G05518,AT2G05518,2,1,ncRNA,na
AT2G05520,GRP-3,2,1,protein_coding,na
AT2G05530,AT2G05530,2,1,protein_coding,na
AT2G05540,AT2G05540,2,1,protein_coding,na
AT2G05550,AT2G05550,2,-1,transposable_element_gene,na
AT2G05560,AT2G05560,2,1,transposable_element_gene,na
AT2G05562,AT2G05562,2,1,transposable_element_gene,na
AT2G05564,AT2G05564,2,1,transposable_element_gene,na
AT2G05567,AT2G05567,2,1,transposable_element_gene,na
AT2G05570,AT2G05570,2,-1,transposable_element_gene,na
AT2G05580,AT2G05580,2,1,protein_coding,na
AT2G05590,AT2G05590,2,1,protein_coding,na
AT2G05600,AT2G05600,2,1,protein_coding,na
AT2G05610,AT2G05610,2,-1,transposable_element_gene,na
AT2G05620,PGR5,2,-1,protein_coding,na
AT2G05630,ATG8D,2,-1,protein_coding,na
AT2G05632,AT2G05632,2,-1,protein_coding,na
AT2G05635,AT2G05635,2,1,protein_coding,na
AT2G05640,AT2G05640,2,-1,transposable_element_gene,na
AT2G05642,AT2G05642,2,-1,protein_coding,na
AT2G05645,AT2G05645,2,-1,protein_coding,na
AT2G05647,AT2G05647,2,-1,transposable_element_gene,na
AT2G05660,AT2G05660,2,-1,transposable_element_gene,na
AT2G05670,AT2G05670,2,1,pseudogene,na
AT2G05680,AT2G05680,2,1,transposable_element_gene,na
AT2G05690,AT2G05690,2,-1,transposable_element_gene,na
AT2G05700,AT2G05700,2,1,transposable_element_gene,na
AT2G05710,ACO3,2,1,protein_coding,na
AT2G05715,AT2G05715,2,-1,pseudogene,na
AT2G05720,AT2G05720,2,1,protein_coding,na
AT2G05730,AT2G05730,2,-1,pseudogene,na
AT2G05740,AT2G05740,2,-1,pseudogene,na
AT2G05750,AT2G05750,2,1,transposable_element_gene,na
AT2G05752,AT2G05752,2,-1,protein_coding,na
AT2G05753,AT2G05753,2,-1,protein_coding,na
AT2G05755,AT2G05755,2,1,protein_coding,na
AT2G05760,AT2G05760,2,1,protein_coding,na
AT2G05765,AT2G05765,2,-1,snoRNA,na
AT2G05770,AT2G05770,2,-1,transposable_element_gene,na
AT2G05780,AT2G05780,2,-1,transposable_element_gene,na
AT2G05786,AT2G05786,2,-1,protein_coding,na
AT2G05790,AT2G05790,2,1,protein_coding,na
AT2G05800,AT2G05800,2,1,transposable_element_gene,na
AT2G05801,AT2G05801,2,-1,pseudogene,na
AT2G05803,AT2G05803,2,-1,protein_coding,na
AT2G05810,AT2G05810,2,-1,protein_coding,na
AT2G05812,AT2G05812,2,1,ncRNA,na
AT2G05820,AT2G05820,2,-1,transposable_element_gene,na
AT2G05830,AT2G05830,2,1,protein_coding,na
AT2G05840,PAA2,2,1,protein_coding,na
AT2G05845,AT2G05845,2,-1,transposable_element_gene,na
AT2G05850,scpl38,2,-1,protein_coding,na
AT2G05860,AT2G05860,2,-1,transposable_element_gene,na
AT2G05870,AT2G05870,2,-1,transposable_element_gene,na
AT2G05880,AT2G05880,2,-1,transposable_element_gene,na
AT2G05890,AT2G05890,2,-1,transposable_element_gene,na
AT2G05900,SDG11,2,1,protein_coding,na
AT2G05910,AT2G05910,2,-1,protein_coding,na
AT2G05914,AT2G05914,2,-1,ncRNA,na
AT2G05915,AT2G05915,2,1,protein_coding,na
AT2G05920,AT2G05920,2,-1,protein_coding,na
AT2G05930,AT2G05930,2,1,transposable_element_gene,na
AT2G05935,AT2G05935,2,1,transposable_element_gene,na
AT2G05940,AT2G05940,2,-1,protein_coding,na
AT2G05950,AT2G05950,2,1,transposable_element_gene,na
AT2G05960,AT2G05960,2,1,transposable_element_gene,na
AT2G05970,AT2G05970,2,-1,protein_coding,na
AT2G05980,AT2G05980,2,-1,transposable_element_gene,na
AT2G05985,AT2G05985,2,1,transposable_element_gene,na
AT2G05990,MOD1,2,1,protein_coding,na
AT2G05995,AT2G05995,2,1,ncRNA,na
AT2G06000,AT2G06000,2,-1,protein_coding,na
AT2G06002,AT2G06002,2,1,ncRNA,na
AT2G06005,FIP1,2,1,protein_coding,na
AT2G06010,ORG4,2,1,protein_coding,na
AT2G06020,AT2G06020,2,1,transcription_factor,G2-like
AT2G06025,AT2G06025,2,1,protein_coding,na
AT2G06040,AT2G06040,2,-1,protein_coding,na
AT2G06045,AT2G06045,2,1,transposable_element_gene,na
AT2G06050,OPR3,2,-1,protein_coding,na
AT2G06060,AT2G06060,2,1,transposable_element_gene,na
AT2G06070,AT2G06070,2,1,transposable_element_gene,na
AT2G06080,AT2G06080,2,1,transposable_element_gene,na
AT2G06090,AT2G06090,2,-1,protein_coding,na
AT2G06095,AT2G06095,2,1,protein_coding,na
AT2G06100,AT2G06100,2,1,transposable_element_gene,na
AT2G06110,AT2G06110,2,-1,transposable_element_gene,na
AT2G06120,AT2G06120,2,1,transposable_element_gene,na
AT2G06125,AT2G06125,2,-1,transposable_element_gene,na
AT2G06130,AT2G06130,2,-1,transposable_element_gene,na
AT2G06140,AT2G06140,2,1,transposable_element_gene,na
AT2G06150,AT2G06150,2,-1,transposable_element_gene,na
AT2G06160,AT2G06160,2,-1,transposable_element_gene,na
AT2G06165,AT2G06165,2,-1,transposable_element_gene,na
AT2G06166,AT2G06166,2,1,protein_coding,na
AT2G06170,AT2G06170,2,1,transposable_element_gene,na
AT2G06180,AT2G06180,2,-1,transposable_element_gene,na
AT2G06190,AT2G06190,2,1,transposable_element_gene,na
AT2G06200,AtGRF6,2,1,transcription_factor,GRF
AT2G06210,ELF8,2,-1,protein_coding,na
AT2G06220,AT2G06220,2,1,transposable_element_gene,na
AT2G06230,AT2G06230,2,-1,transposable_element_gene,na
AT2G06235,AT2G06235,2,1,transposable_element_gene,na
AT2G06240,AT2G06240,2,-1,transposable_element_gene,na
AT2G06245,AT2G06245,2,1,transposable_element_gene,na
AT2G06250,AT2G06250,2,1,transposable_element_gene,na
AT2G06255,ELF4-L3,2,1,protein_coding,na
AT2G06260,AT2G06260,2,1,transposable_element_gene,na
AT2G06270,AT2G06270,2,1,transposable_element_gene,na
AT2G06280,AT2G06280,2,1,transposable_element_gene,na
AT2G06285,AT2G06285,2,1,transposable_element_gene,na
AT2G06290,AT2G06290,2,1,transposable_element_gene,na
AT2G06296,AT2G06296,2,1,transposable_element_gene,na
AT2G06303,AT2G06303,2,1,transposable_element_gene,na
AT2G06310,AT2G06310,2,1,transposable_element_gene,na
AT2G06330,AT2G06330,2,1,transposable_element_gene,na
AT2G06335,AT2G06335,2,1,transposable_element_gene,na
AT2G06340,AT2G06340,2,-1,transposable_element_gene,na
AT2G06350,AT2G06350,2,-1,transposable_element_gene,na
AT2G06370,AT2G06370,2,-1,transposable_element_gene,na
AT2G06380,AT2G06380,2,-1,transposable_element_gene,na
AT2G06390,AT2G06390,2,-1,transposable_element_gene,na
AT2G06400,AT2G06400,2,-1,transposable_element_gene,na
AT2G06410,AT2G06410,2,-1,transposable_element_gene,na
AT2G06420,AT2G06420,2,1,protein_coding,na
AT2G06430,AT2G06430,2,1,transposable_element_gene,na
AT2G06440,AT2G06440,2,1,transposable_element_gene,na
AT2G06450,AT2G06450,2,-1,transposable_element_gene,na
AT2G06460,AT2G06460,2,1,transposable_element_gene,na
AT2G06470,AT2G06470,2,-1,transposable_element_gene,na
AT2G06480,AT2G06480,2,1,transposable_element_gene,na
AT2G06490,AT2G06490,2,-1,transposable_element_gene,na
AT2G06500,AT2G06500,2,-1,protein_coding,na
AT2G06510,ATRPA1A,2,1,protein_coding,na
AT2G06520,PSBX,2,-1,protein_coding,na
AT2G06530,VPS2.1,2,-1,protein_coding,na
AT2G06540,AT2G06540,2,-1,transposable_element_gene,na
AT2G06541,AT2G06541,2,-1,protein_coding,na
AT2G06550,AT2G06550,2,-1,transposable_element_gene,na
AT2G06555,AT2G06555,2,-1,protein_coding,na
AT2G06560,AT2G06560,2,1,transposable_element_gene,na
AT2G06562,AT2G06562,2,1,ncRNA,na
AT2G06570,AT2G06570,2,-1,protein_coding,na
AT2G06580,AT2G06580,2,1,transposable_element_gene,na
AT2G06590,AT2G06590,2,1,transposable_element_gene,na
AT2G06600,AT2G06600,2,1,transposable_element_gene,na
AT2G06610,AT2G06610,2,1,transposable_element_gene,na
AT2G06620,AT2G06620,2,-1,transposable_element_gene,na
AT2G06630,AT2G06630,2,-1,transposable_element_gene,na
AT2G06640,AT2G06640,2,-1,transposable_element_gene,na
AT2G06645,AT2G06645,2,-1,protein_coding,na
AT2G06650,AT2G06650,2,1,transposable_element_gene,na
AT2G06660,AT2G06660,2,-1,transposable_element_gene,na
AT2G06667,AT2G06667,2,-1,protein_coding,na
AT2G06670,AT2G06670,2,1,transposable_element_gene,na
AT2G06680,AT2G06680,2,1,transposable_element_gene,na
AT2G06690,AT2G06690,2,1,transposable_element_gene,na
AT2G06700,AT2G06700,2,-1,transposable_element_gene,na
AT2G06710,AT2G06710,2,-1,transposable_element_gene,na
AT2G06715,AT2G06715,2,-1,transposable_element_gene,na
AT2G06720,AT2G06720,2,-1,transposable_element_gene,na
AT2G06740,AT2G06740,2,-1,transposable_element_gene,na
AT2G06750,AT2G06750,2,-1,transposable_element_gene,na
AT2G06760,AT2G06760,2,-1,transposable_element_gene,na
AT2G06770,AT2G06770,2,-1,transposable_element_gene,na
AT2G06775,AT2G06775,2,-1,transposable_element_gene,na
AT2G06780,AT2G06780,2,-1,transposable_element_gene,na
AT2G06790,AT2G06790,2,1,transposable_element_gene,na
AT2G06800,AT2G06800,2,1,transposable_element_gene,na
AT2G06810,AT2G06810,2,-1,transposable_element_gene,na
AT2G06820,AT2G06820,2,-1,transposable_element_gene,na
AT2G06822,AT2G06822,2,-1,pseudogene,na
AT2G06830,AT2G06830,2,-1,transposable_element_gene,na
AT2G06840,AT2G06840,2,1,transposable_element_gene,na
AT2G06845,AT2G06845,2,1,protein_coding,na
AT2G06850,EXGT-A1,2,1,protein_coding,na
AT2G06860,AT2G06860,2,1,transposable_element_gene,na
AT2G06870,AT2G06870,2,-1,transposable_element_gene,na
AT2G06875,AT2G06875,2,1,transposable_element_gene,na
AT2G06880,AT2G06880,2,1,transposable_element_gene,na
AT2G06885,AT2G06885,2,1,transposable_element_gene,na
AT2G06890,AT2G06890,2,1,transposable_element_gene,na
AT2G06900,AT2G06900,2,1,transposable_element_gene,na
AT2G06902,AT2G06902,2,1,transposable_element_gene,na
AT2G06904,AT2G06904,2,1,protein_coding,na
AT2G06906,AT2G06906,2,-1,protein_coding,na
AT2G06908,AT2G06908,2,1,protein_coding,na
AT2G06910,AT2G06910,2,1,transposable_element_gene,na
AT2G06912,AT2G06912,2,1,pseudogene,na
AT2G06914,AT2G06914,2,1,transposable_element_gene,na
AT2G06917,AT2G06917,2,1,transposable_element_gene,na
AT2G06920,AT2G06920,2,1,transposable_element_gene,na
AT2G06922,AT2G06922,2,1,transposable_element_gene,na
AT2G06925,ATSPLA2-ALPHA,2,-1,protein_coding,na
AT2G06930,AT2G06930,2,-1,transposable_element_gene,na
AT2G06940,AT2G06940,2,1,pseudogene,na
AT2G06950,AT2G06950,2,-1,transposable_element_gene,na
AT2G06960,AT2G06960,2,-1,protein_coding,na
AT2G06965,AT2G06965,2,-1,transposable_element_gene,na
AT2G06967,AT2G06967,2,-1,transposable_element_gene,na
AT2G06973,AT2G06973,2,-1,transposable_element_gene,na
AT2G06980,AT2G06980,2,1,transposable_element_gene,na
AT2G06983,SCRL16,2,1,protein_coding,na
AT2G06985,AT2G06985,2,1,pseudogene,na
AT2G06990,HEN2,2,1,protein_coding,na
AT2G07000,AT2G07000,2,-1,protein_coding,na
AT2G07010,AT2G07010,2,1,transposable_element_gene,na
AT2G07020,AT2G07020,2,-1,protein_coding,na
AT2G07030,AT2G07030,2,1,transposable_element_gene,na
AT2G07040,ATPRK2A,2,1,protein_coding,na
AT2G07042,AT2G07042,2,-1,ncRNA,na
AT2G07050,CAS1,2,1,protein_coding,na
AT2G07070,AT2G07070,2,-1,transposable_element_gene,na
AT2G07080,AT2G07080,2,1,transposable_element_gene,na
AT2G07090,AT2G07090,2,1,transposable_element_gene,na
AT2G07100,AT2G07100,2,-1,transposable_element_gene,na
AT2G07110,AT2G07110,2,-1,protein_coding,na
AT2G07120,AT2G07120,2,-1,protein_coding,na
AT2G07130,AT2G07130,2,1,pseudogene,na
AT2G07140,AT2G07140,2,1,protein_coding,na
AT2G07150,AT2G07150,2,1,transposable_element_gene,na
AT2G07155,AT2G07155,2,1,transposable_element_gene,na
AT2G07160,AT2G07160,2,1,transposable_element_gene,na
AT2G07170,AT2G07170,2,1,protein_coding,na
AT2G07180,AT2G07180,2,-1,protein_coding,na
AT2G07185,AT2G07185,2,1,transposable_element_gene,na
AT2G07190,AT2G07190,2,1,protein_coding,na
AT2G07200,AT2G07200,2,1,protein_coding,na
AT2G07210,AT2G07210,2,-1,transposable_element_gene,na
AT2G07212,AT2G07212,2,1,transposable_element_gene,na
AT2G07213,AT2G07213,2,1,ncRNA,na
AT2G07215,AT2G07215,2,-1,protein_coding,na
AT2G07220,AT2G07220,2,1,transposable_element_gene,na
AT2G07230,AT2G07230,2,1,transposable_element_gene,na
AT2G07240,AT2G07240,2,-1,protein_coding,na
AT2G07250,AT2G07250,2,1,transposable_element_gene,na
AT2G07260,AT2G07260,2,-1,transposable_element_gene,na
AT2G07270,AT2G07270,2,-1,transposable_element_gene,na
AT2G07280,AT2G07280,2,1,protein_coding,na
AT2G07290,AT2G07290,2,1,protein_coding,na
AT2G07300,AT2G07300,2,1,transposable_element_gene,na
AT2G07310,AT2G07310,2,-1,protein_coding,na
AT2G07320,AT2G07320,2,-1,transposable_element_gene,na
AT2G07330,AT2G07330,2,-1,transposable_element_gene,na
AT2G07340,PFD1,2,1,protein_coding,na
AT2G07360,AT2G07360,2,-1,protein_coding,na
AT2G07362,AT2G07362,2,1,protein_coding,na
AT2G07363,AT2G07363,2,-1,protein_coding,na
AT2G07365,AT2G07365,2,-1,transposable_element_gene,na
AT2G07380,AT2G07380,2,1,transposable_element_gene,na
AT2G07390,AT2G07390,2,1,transposable_element_gene,na
AT2G07395,AT2G07395,2,-1,transposable_element_gene,na
AT2G07400,AT2G07400,2,-1,transposable_element_gene,na
AT2G07410,AT2G07410,2,-1,transposable_element_gene,na
AT2G07420,AT2G07420,2,-1,transposable_element_gene,na
AT2G07430,AT2G07430,2,-1,transposable_element_gene,na
AT2G07440,AT2G07440,2,-1,protein_coding,na
AT2G07450,AT2G07450,2,1,transposable_element_gene,na
AT2G07455,AT2G07455,2,1,transposable_element_gene,na
AT2G07460,AT2G07460,2,1,transposable_element_gene,na
AT2G07470,AT2G07470,2,-1,transposable_element_gene,na
AT2G07480,AT2G07480,2,-1,transposable_element_gene,na
AT2G07483,AT2G07483,2,1,transposable_element_gene,na
AT2G07486,AT2G07486,2,-1,transposable_element_gene,na
AT2G07490,AT2G07490,2,1,transposable_element_gene,na
AT2G07500,AT2G07500,2,1,transposable_element_gene,na
AT2G07505,AT2G07505,2,1,protein_coding,na
AT2G07510,AT2G07510,2,-1,transposable_element_gene,na
AT2G07520,AT2G07520,2,1,transposable_element_gene,na
AT2G07521,AT2G07521,2,1,protein_coding,na
AT2G07530,AT2G07530,2,1,transposable_element_gene,na
AT2G07540,AT2G07540,2,-1,transposable_element_gene,na
AT2G07550,AT2G07550,2,-1,transposable_element_gene,na
AT2G07560,AHA6,2,-1,protein_coding,na
AT2G07570,AT2G07570,2,1,transposable_element_gene,na
AT2G07580,AT2G07580,2,1,transposable_element_gene,na
AT2G07590,AT2G07590,2,-1,transposable_element_gene,na
AT2G07599,AT2G07599,2,-1,protein_coding,na
AT2G07600,AT2G07600,2,-1,pseudogene,na
AT2G07620,AT2G07620,2,-1,transposable_element_gene,na
AT2G07630,AT2G07630,2,-1,transposable_element_gene,na
AT2G07635,AT2G07635,2,1,transposable_element_gene,na
AT2G07640,AT2G07640,2,1,protein_coding,na
AT2G07650,AT2G07650,2,-1,transposable_element_gene,na
AT2G07660,AT2G07660,2,-1,transposable_element_gene,na
AT2G07663,AT2G07663,2,-1,pseudogene,na
AT2G07664,AT2G07664,2,1,pseudogene,na
AT2G07666,AT2G07666,2,1,pseudogene,na
AT2G07667,AT2G07667,2,1,protein_coding,na
AT2G07669,AT2G07669,2,1,protein_coding,na
AT2G07670,AT2G07670,2,1,pseudogene,na
AT2G07671,AT2G07671,2,-1,protein_coding,na
AT2G07672,AT2G07672,2,1,protein_coding,na
AT2G07673,AT2G07673,2,1,protein_coding,na
AT2G07674,AT2G07674,2,1,protein_coding,na
AT2G07675,AT2G07675,2,1,protein_coding,na
AT2G07676,AT2G07676,2,1,protein_coding,na
AT2G07677,AT2G07677,2,1,pseudogene,na
AT2G07678,AT2G07678,2,1,protein_coding,na
AT2G07680,ATMRP11,2,1,protein_coding,na
AT2G07681,AT2G07681,2,1,protein_coding,na
AT2G07682,AT2G07682,2,-1,transposable_element_gene,na
AT2G07683,AT2G07683,2,1,transposable_element_gene,na
AT2G07684,AT2G07684,2,-1,protein_coding,na
AT2G07685,AT2G07685,2,1,transposable_element_gene,na
AT2G07686,AT2G07686,2,-1,transposable_element_gene,na
AT2G07687,AT2G07687,2,-1,protein_coding,na
AT2G07688,AT2G07688,2,-1,pseudogene,na
AT2G07689,AT2G07689,2,1,protein_coding,na
AT2G07690,MCM5,2,-1,protein_coding,na
AT2G07691,AT2G07691,2,-1,protein_coding,na
AT2G07692,AT2G07692,2,-1,protein_coding,na
AT2G07693,AT2G07693,2,1,transposable_element_gene,na
AT2G07694,AT2G07694,2,-1,transposable_element_gene,na
AT2G07695,AT2G07695,2,1,protein_coding,na
AT2G07696,AT2G07696,2,-1,protein_coding,na
AT2G07697,AT2G07697,2,-1,transposable_element_gene,na
AT2G07698,AT2G07698,2,1,protein_coding,na
AT2G07699,AT2G07699,2,1,pseudogene,na
AT2G07700,AT2G07700,2,1,transposable_element_gene,na
AT2G07701,AT2G07701,2,1,protein_coding,na
AT2G07702,AT2G07702,2,1,protein_coding,na
AT2G07703,AT2G07703,2,1,transposable_element_gene,na
AT2G07704,AT2G07704,2,-1,transposable_element_gene,na
AT2G07705,AT2G07705,2,1,protein_coding,na
AT2G07706,AT2G07706,2,-1,protein_coding,na
AT2G07707,AT2G07707,2,1,protein_coding,na
AT2G07708,AT2G07708,2,1,protein_coding,na
AT2G07709,AT2G07709,2,1,pseudogene,na
AT2G07710,AT2G07710,2,1,transposable_element_gene,na
AT2G07711,AT2G07711,2,-1,pseudogene,na
AT2G07712,AT2G07712,2,-1,pseudogene,na
AT2G07713,AT2G07713,2,1,protein_coding,na
AT2G07714,AT2G07714,2,-1,protein_coding,na
AT2G07715,AT2G07715,2,1,protein_coding,na
AT2G07716,AT2G07716,2,1,pseudogene,na
AT2G07717,AT2G07717,2,1,pseudogene,na
AT2G07718,AT2G07718,2,1,protein_coding,na
AT2G07719,AT2G07719,2,-1,protein_coding,na
AT2G07720,AT2G07720,2,1,transposable_element_gene,na
AT2G07721,AT2G07721,2,-1,protein_coding,na
AT2G07722,AT2G07722,2,1,protein_coding,na
AT2G07723,AT2G07723,2,-1,pseudogene,na
AT2G07724,AT2G07724,2,-1,protein_coding,na
AT2G07725,AT2G07725,2,1,protein_coding,na
AT2G07726,AT2G07726,2,1,pseudogene,na
AT2G07727,AT2G07727,2,1,protein_coding,na
AT2G07728,AT2G07728,2,1,protein_coding,na
AT2G07729,AT2G07729,2,-1,transposable_element_gene,na
AT2G07730,AT2G07730,2,-1,transposable_element_gene,na
AT2G07731,AT2G07731,2,-1,pseudogene,na
AT2G07732,AT2G07732,2,-1,protein_coding,na
AT2G07733,AT2G07733,2,-1,pseudogene,na
AT2G07734,AT2G07734,2,-1,protein_coding,na
AT2G07735,AT2G07735,2,-1,transposable_element_gene,na
AT2G07736,AT2G07736,2,-1,transposable_element_gene,na
AT2G07737,AT2G07737,2,-1,transposable_element_gene,na
AT2G07738,AT2G07738,2,-1,protein_coding,na
AT2G07739,AT2G07739,2,-1,protein_coding,na
AT2G07740,AT2G07740,2,-1,transposable_element_gene,na
AT2G07741,AT2G07741,2,1,protein_coding,na
AT2G07742,AT2G07742,2,-1,tRNA,na
AT2G07743,AT2G07743,2,-1,tRNA,na
AT2G07744,AT2G07744,2,-1,transposable_element_gene,na
AT2G07745,AT2G07745,2,1,tRNA,na
AT2G07746,AT2G07746,2,1,tRNA,na
AT2G07747,AT2G07747,2,-1,pseudogene,na
AT2G07748,AT2G07748,2,1,tRNA,na
AT2G07749,AT2G07749,2,1,protein_coding,na
AT2G07750,AT2G07750,2,1,protein_coding,na
AT2G07751,AT2G07751,2,1,protein_coding,na
AT2G07752,AT2G07752,2,-1,tRNA,na
AT2G07753,AT2G07753,2,-1,tRNA,na
AT2G07754,AT2G07754,2,-1,tRNA,na
AT2G07755,AT2G07755,2,-1,tRNA,na
AT2G07756,AT2G07756,2,-1,tRNA,na
AT2G07757,AT2G07757,2,1,tRNA,na
AT2G07758,AT2G07758,2,1,tRNA,na
AT2G07759,AT2G07759,2,1,tRNA,na
AT2G07760,AT2G07760,2,-1,protein_coding,na
AT2G07761,AT2G07761,2,1,tRNA,na
AT2G07762,AT2G07762,2,1,tRNA,na
AT2G07763,AT2G07763,2,1,tRNA,na
AT2G07764,AT2G07764,2,1,tRNA,na
AT2G07765,AT2G07765,2,1,tRNA,na
AT2G07766,AT2G07766,2,1,tRNA,na
AT2G07767,AT2G07767,2,1,transposable_element_gene,na
AT2G07768,AT2G07768,2,1,protein_coding,na
AT2G07769,AT2G07769,2,1,transposable_element_gene,na
AT2G07770,AT2G07770,2,1,transposable_element_gene,na
AT2G07771,AT2G07771,2,-1,protein_coding,na
AT2G07772,AT2G07772,2,-1,protein_coding,na
AT2G07773,AT2G07773,2,-1,protein_coding,na
AT2G07774,AT2G07774,2,-1,protein_coding,na
AT2G07775,AT2G07775,2,1,protein_coding,na
AT2G07776,AT2G07776,2,-1,protein_coding,na
AT2G07777,AT2G07777,2,-1,protein_coding,na
AT2G07778,AT2G07778,2,1,tRNA,na
AT2G07779,AT2G07779,2,-1,protein_coding,na
AT2G07780,AT2G07780,2,-1,transposable_element_gene,na
AT2G07783,AT2G07783,2,1,pseudogene,na
AT2G07784,AT2G07784,2,-1,transposable_element_gene,na
AT2G07785,AT2G07785,2,1,protein_coding,na
AT2G07786,AT2G07786,2,-1,pseudogene,na
AT2G07787,AT2G07787,2,1,protein_coding,na
AT2G07788,AT2G07788,2,1,transposable_element_gene,na
AT2G07789,AT2G07789,2,-1,transposable_element_gene,na
AT2G07790,AT2G07790,2,-1,transposable_element_gene,na
AT2G07791,AT2G07791,2,-1,transposable_element_gene,na
AT2G07792,AT2G07792,2,1,tRNA,na
AT2G07793,AT2G07793,2,1,tRNA,na
AT2G07794,AT2G07794,2,-1,tRNA,na
AT2G07795,AT2G07795,2,1,protein_coding,na
AT2G07798,AT2G07798,2,1,protein_coding,na
AT2G07799,AT2G07799,2,1,pseudogene,na
AT2G07806,AT2G07806,2,1,protein_coding,na
AT2G07807,AT2G07807,2,1,pseudogene,na
AT2G07808,AT2G07808,2,1,pseudogene,na
AT2G07809,AT2G07809,2,1,pseudogene,na
AT2G07811,AT2G07811,2,-1,pseudogene,na
AT2G07812,AT2G07812,2,-1,pseudogene,na
AT2G07813,AT2G07813,2,1,pseudogene,na
AT2G07815,AT2G07815,2,-1,protein_coding,na
AT2G07820,AT2G07820,2,-1,protein_coding,na
AT2G07825,AT2G07825,2,-1,protein_coding,na
AT2G07826,AT2G07826,2,1,pseudogene,na
AT2G07827,AT2G07827,2,1,protein_coding,na
AT2G07830,AT2G07830,2,-1,protein_coding,na
AT2G07835,AT2G07835,2,-1,protein_coding,na
AT2G07880,AT2G07880,2,1,transposable_element_gene,na
AT2G07981,AT2G07981,2,1,protein_coding,na
AT2G08986,AT2G08986,2,1,protein_coding,na
AT2G09187,AT2G09187,2,-1,transposable_element_gene,na
AT2G09388,AT2G09388,2,1,protein_coding,na
AT2G09589,AT2G09589,2,-1,transposable_element_gene,na
AT2G09790,AT2G09790,2,1,transposable_element_gene,na
AT2G09795,AT2G09795,2,-1,ncRNA,na
AT2G09800,AT2G09800,2,1,transposable_element_gene,na
AT2G09810,AT2G09810,2,-1,transposable_element_gene,na
AT2G09820,AT2G09820,2,-1,transposable_element_gene,na
AT2G09830,AT2G09830,2,-1,transposable_element_gene,na
AT2G09838,AT2G09838,2,-1,protein_coding,na
AT2G09840,AT2G09840,2,-1,protein_coding,na
AT2G09850,AT2G09850,2,1,transposable_element_gene,na
AT2G09860,AT2G09860,2,-1,transposable_element_gene,na
AT2G09862,AT2G09862,2,1,transposable_element_gene,na
AT2G09865,AT2G09865,2,-1,transposable_element_gene,na
AT2G09870,AT2G09870,2,1,transposable_element_gene,na
AT2G09880,AT2G09880,2,1,transposable_element_gene,na
