Ensembl.Gene.ID,Associated.Gene.Name,Chromosome.Name,Strand,Gene.Biotype,TF.family
AT2G09210,AT2G09210,2,-1,lncRNA,na
AT3G08495,AT3G08495,3,1,lncRNA,na
AT5G06445,AT5G06445,5,-1,lncRNA,na
AT1G04673,AT1G04673,1,-1,lncRNA,na
AT4G04285,AT4G04285,4,1,lncRNA,na
AT5G06535,AT5G06535,5,1,lncRNA,na
AT4G04355,AT4G04355,4,1,lncRNA,na
AT4G06280,AT4G06280,4,1,lncRNA,na
AT4G03715,AT4G03715,4,-1,lncRNA,na
AT3G09425,AT3G09425,3,-1,lncRNA,na
AT1G06517,AT1G06517,1,1,lncRNA,na
AT4G07135,AT4G07135,4,-1,lncRNA,na
AT2G08125,AT2G08125,2,1,lncRNA,na
AT1G04003,AT1G04003,1,-1,lncRNA,na
AT2G06595,AT2G06595,2,1,lncRNA,na
AT3G08270,AT3G08270,3,-1,lncRNA,na
AT5G02375,AT5G02375,5,-1,lncRNA,na
AT1G07293,AT1G07293,1,1,lncRNA,na
AT3G05295,AT3G05295,3,1,lncRNA,na
AT5G01455,AT5G01455,5,1,lncRNA,na
AT4G05980,AT4G05980,4,-1,lncRNA,na
AT1G08997,AT1G08997,1,-1,lncRNA,na
AT2G06765,AT2G06765,2,-1,lncRNA,na
AT2G06115,AT2G06115,2,-1,lncRNA,na
AT3G06135,AT3G06135,3,-1,lncRNA,na
AT4G05115,AT4G05115,4,-1,lncRNA,na
AT5G01235,AT5G01235,5,-1,lncRNA,na
AT3G01645,AT3G01645,3,1,lncRNA,na
AT3G03515,AT3G03515,3,-1,lncRNA,na
AT2G09070,AT2G09070,2,-1,lncRNA,na
AT1G05717,AT1G05717,1,1,lncRNA,na
AT3G03725,AT3G03725,3,-1,lncRNA,na
AT4G05990,AT4G05990,4,-1,lncRNA,na
AT5G07455,AT5G07455,5,-1,lncRNA,na
AT5G08985,AT5G08985,5,1,lncRNA,na
AT1G04357,AT1G04357,1,-1,lncRNA,na
AT4G03665,AT4G03665,4,-1,lncRNA,na
AT4G09275,AT4G09275,4,-1,lncRNA,na
AT3G09325,AT3G09325,3,1,lncRNA,na
AT5G05095,AT5G05095,5,1,lncRNA,na
AT4G09305,AT4G09305,4,-1,lncRNA,na
AT1G04563,AT1G04563,1,1,lncRNA,na
AT3G09845,AT3G09845,3,-1,lncRNA,na
AT2G07985,AT2G07985,2,-1,lncRNA,na
AT5G02985,AT5G02985,5,-1,lncRNA,na
AT1G07273,AT1G07273,1,1,lncRNA,na
AT1G07583,AT1G07583,1,-1,lncRNA,na
AT5G09665,AT5G09665,5,1,lncRNA,na
AT5G04065,AT5G04065,5,-1,lncRNA,na
AT2G08285,AT2G08285,2,-1,lncRNA,na
AT5G01985,AT5G01985,5,-1,lncRNA,na
AT1G08927,AT1G08927,1,1,lncRNA,na
AT3G08340,AT3G08340,3,1,lncRNA,na
AT5G08995,AT5G08995,5,1,lncRNA,na
AT1G06703,AT1G06703,1,-1,lncRNA,na
AT4G06910,AT4G06910,4,1,lncRNA,na
AT2G06385,AT2G06385,2,-1,lncRNA,na
AT5G00800,AT5G00800,5,1,lncRNA,na
AT5G04505,AT5G04505,5,1,lncRNA,na
AT3G01775,AT3G01775,3,1,lncRNA,na
AT3G05175,AT3G05175,3,1,lncRNA,na
AT1G09043,AT1G09043,1,1,lncRNA,na
AT4G05970,AT4G05970,4,1,lncRNA,na
AT4G05705,AT4G05705,4,1,lncRNA,na
AT1G04307,AT1G04307,1,-1,lncRNA,na
AT3G03905,AT3G03905,3,1,lncRNA,na
AT2G04995,AT2G04995,2,-1,lncRNA,na
AT4G05535,AT4G05535,4,-1,lncRNA,na
AT3G07935,AT3G07935,3,1,lncRNA,na
AT3G05955,AT3G05955,3,-1,lncRNA,na
AT1G04607,AT1G04607,1,-1,lncRNA,na
AT4G08565,AT4G08565,4,-1,lncRNA,na
AT2G08590,AT2G08590,2,1,lncRNA,na
AT2G05155,AT2G05155,2,1,lncRNA,na
AT1G07297,AT1G07297,1,1,lncRNA,na
AT5G09505,AT5G09505,5,-1,lncRNA,na
AT2G07925,AT2G07925,2,1,lncRNA,na
AT4G07245,AT4G07245,4,-1,lncRNA,na
AT5G02355,AT5G02355,5,-1,lncRNA,na
AT3G03675,AT3G03675,3,-1,lncRNA,na
AT4G06795,AT4G06795,4,1,lncRNA,na
AT4G06140,AT4G06140,4,-1,lncRNA,na
AT2G06275,AT2G06275,2,-1,lncRNA,na
AT5G01955,AT5G01955,5,1,lncRNA,na
AT2G04095,AT2G04095,2,1,lncRNA,na
AT4G09825,AT4G09825,4,1,lncRNA,na
AT3G05585,AT3G05585,3,1,lncRNA,na
AT1G06053,AT1G06053,1,-1,lncRNA,na
AT1G08513,AT1G08513,1,1,lncRNA,na
AT2G09530,AT2G09530,2,-1,lncRNA,na
AT2G08825,AT2G08825,2,1,lncRNA,na
AT1G08713,AT1G08713,1,1,lncRNA,na
AT5G08785,AT5G08785,5,1,lncRNA,na
AT2G06805,AT2G06805,2,-1,lncRNA,na
AT5G08085,AT5G08085,5,-1,lncRNA,na
AT3G06645,AT3G06645,3,-1,lncRNA,na
AT4G09855,AT4G09855,4,-1,lncRNA,na
AT3G00975,AT3G00975,3,-1,lncRNA,na
AT5G06845,AT5G06845,5,1,lncRNA,na
AT2G05505,AT2G05505,2,1,lncRNA,na
AT5G09195,AT5G09195,5,-1,lncRNA,na
AT5G01695,AT5G01695,5,1,lncRNA,na
AT3G08115,AT3G08115,3,-1,lncRNA,na
AT4G05770,AT4G05770,4,-1,lncRNA,na
AT3G04215,AT3G04215,3,-1,lncRNA,na
AT3G07545,AT3G07545,3,1,lncRNA,na
AT5G01875,AT5G01875,5,-1,lncRNA,na
AT1G07277,AT1G07277,1,-1,lncRNA,na
AT1G05957,AT1G05957,1,1,lncRNA,na
AT1G09753,AT1G09753,1,1,lncRNA,na
AT1G07327,AT1G07327,1,1,lncRNA,na
AT1G08757,AT1G08757,1,1,lncRNA,na
AT4G05900,AT4G05900,4,1,lncRNA,na
AT2G07115,AT2G07115,2,1,lncRNA,na
AT1G09593,AT1G09593,1,1,lncRNA,na
AT3G06655,AT3G06655,3,-1,lncRNA,na
AT4G09935,AT4G09935,4,-1,lncRNA,na
AT5G01635,AT5G01635,5,-1,lncRNA,na
AT5G07365,AT5G07365,5,-1,lncRNA,na
AT1G04387,AT1G04387,1,1,lncRNA,na
AT1G08417,AT1G08417,1,-1,lncRNA,na
AT4G05645,AT4G05645,4,-1,lncRNA,na
AT5G06675,AT5G06675,5,-1,lncRNA,na
AT4G06160,AT4G06160,4,1,lncRNA,na
AT3G03765,AT3G03765,3,-1,lncRNA,na
AT1G06323,AT1G06323,1,-1,lncRNA,na
AT1G05053,AT1G05053,1,1,lncRNA,na
AT1G08437,AT1G08437,1,-1,lncRNA,na
AT5G07825,AT5G07825,5,-1,lncRNA,na
AT4G05125,AT4G05125,4,1,lncRNA,na
AT5G04525,AT5G04525,5,1,lncRNA,na
AT5G06765,AT5G06765,5,-1,lncRNA,na
AT2G05485,AT2G05485,2,1,lncRNA,na
AT2G09260,AT2G09260,2,-1,lncRNA,na
AT1G09243,AT1G09243,1,1,lncRNA,na
AT4G05605,AT4G05605,4,1,lncRNA,na
AT3G08055,AT3G08055,3,1,lncRNA,na
AT1G09983,AT1G09983,1,1,lncRNA,na
AT1G05487,AT1G05487,1,1,lncRNA,na
AT5G08475,AT5G08475,5,-1,lncRNA,na
AT4G07230,AT4G07230,4,-1,lncRNA,na
AT1G05037,AT1G05037,1,-1,lncRNA,na
AT2G04015,AT2G04015,2,1,lncRNA,na
AT2G08970,AT2G08970,2,1,lncRNA,na
AT3G06915,AT3G06915,3,1,lncRNA,na
AT2G05825,AT2G05825,2,1,lncRNA,na
AT2G09845,AT2G09845,2,-1,lncRNA,na
AT3G02955,AT3G02955,3,1,lncRNA,na
AT4G06900,AT4G06900,4,-1,lncRNA,na
AT3G09475,AT3G09475,3,-1,lncRNA,na
AT4G07865,AT4G07865,4,1,lncRNA,na
AT2G04575,AT2G04575,2,-1,lncRNA,na
AT5G04495,AT5G04495,5,-1,lncRNA,na
AT2G09380,AT2G09380,2,1,lncRNA,na
AT1G05987,AT1G05987,1,1,lncRNA,na
AT2G09160,AT2G09160,2,1,lncRNA,na
AT5G08845,AT5G08845,5,1,lncRNA,na
AT5G09170,AT5G09170,5,1,lncRNA,na
AT5G04745,AT5G04745,5,1,lncRNA,na
AT1G05007,AT1G05007,1,-1,lncRNA,na
AT2G08915,AT2G08915,2,-1,ncRNA,na
AT5G08615,AT5G08615,5,-1,ncRNA,na
AT1G05463,AT1G05463,1,-1,ncRNA,na
AT3G08085,AT3G08085,3,1,ncRNA,na
AT3G04355,AT3G04355,3,1,ncRNA,na
AT3G02585,AT3G02585,3,-1,ncRNA,na
AT3G02475,AT3G02475,3,1,ncRNA,na
AT1G08747,AT1G08747,1,-1,ncRNA,na
AT3G04195,AT3G04195,3,1,ncRNA,na
AT2G08475,AT2G08475,2,-1,ncRNA,na
AT1G05353,AT1G05353,1,1,ncRNA,na
AT5G00925,AT5G00925,5,1,ncRNA,na
AT3G02115,AT3G02115,3,-1,ncRNA,na
AT1G09923,AT1G09923,1,1,ncRNA,na
AT1G09903,AT1G09903,1,1,ncRNA,na
AT1G05257,AT1G05257,1,1,ncRNA,na
AT3G08170,AT3G08170,3,-1,ncRNA,na
AT1G04057,AT1G04057,1,1,ncRNA,na
AT1G07963,AT1G07963,1,1,ncRNA,na
AT3G08895,AT3G08895,3,-1,ncRNA,na
AT1G68568,AT1G68568,1,-1,ncRNA,na
AT3G04685,AT3G04685,3,-1,ncRNA,na
AT5G01265,AT5G01265,5,1,ncRNA,na
AT5G03965,AT5G03965,5,1,ncRNA,na
AT2G31902,AT2G31902,2,1,ncRNA,na
AT1G08427,AT1G08427,1,-1,ncRNA,na
AT1G08547,AT1G08547,1,1,ncRNA,na
AT2G09000,AT2G09000,2,-1,ncRNA,na
AT4G03955,AT4G03955,4,1,ncRNA,na
AT2G09675,AT2G09675,2,-1,ncRNA,na
AT4G08055,AT4G08055,4,1,ncRNA,na
AT4G09365,AT4G09365,4,-1,ncRNA,na
AT1G09837,AT1G09837,1,1,ncRNA,na
AT3G01615,AT3G01615,3,1,ncRNA,na
AT1G07847,AT1G07847,1,-1,ncRNA,na
AT3G08975,AT3G08975,3,1,ncRNA,na
AT3G03155,AT3G03155,3,1,ncRNA,na
AT1G07757,AT1G07757,1,1,ncRNA,na
AT3G01005,AT3G01005,3,1,ncRNA,na
AT2G09045,AT2G09045,2,-1,ncRNA,na
AT3G08785,AT3G08785,3,1,ncRNA,na
AT4G03685,AT4G03685,4,1,ncRNA,na
AT2G09400,AT2G09400,2,1,ncRNA,na
AT3G01605,AT3G01605,3,1,ncRNA,na
AT3G01135,AT3G01135,3,1,ncRNA,na
AT1G07647,AT1G07647,1,-1,ncRNA,na
AT4G06785,AT4G06785,4,1,ncRNA,na
AT5G08875,AT5G08875,5,-1,ncRNA,na
AT5G04175,AT5G04175,5,-1,ncRNA,na
AT1G07543,AT1G07543,1,-1,ncRNA,na
AT5G05865,AT5G05865,5,1,ncRNA,na
AT2G08205,AT2G08205,2,1,ncRNA,na
AT2G09785,AT2G09785,2,-1,ncRNA,na
AT2G08330,AT2G08330,2,-1,ncRNA,na
AT3G01525,AT3G01525,3,1,ncRNA,na
AT2G09395,AT2G09395,2,1,ncRNA,na
AT4G07975,AT4G07975,4,1,ncRNA,na
AT3G02075,AT3G02075,3,-1,ncRNA,na
AT4G09535,AT4G09535,4,-1,ncRNA,na
AT2G08135,AT2G08135,2,-1,ncRNA,na
AT5G09865,AT5G09865,5,1,ncRNA,na
AT5G02445,AT5G02445,5,-1,ncRNA,na
AT4G05690,AT4G05690,4,1,ncRNA,na
AT3G03745,AT3G03745,3,1,ncRNA,na
AT4G03675,AT4G03675,4,-1,ncRNA,na
AT5G02535,AT5G02535,5,-1,ncRNA,na
AT5G02115,AT5G02115,5,-1,ncRNA,na
AT2G09735,AT2G09735,2,-1,ncRNA,na
AT3G08705,AT3G08705,3,1,ncRNA,na
AT1G09843,AT1G09843,1,1,ncRNA,na
AT2G08745,AT2G08745,2,1,ncRNA,na
AT4G04325,AT4G04325,4,-1,ncRNA,na
AT2G09035,AT2G09035,2,-1,ncRNA,na
AT5G03315,AT5G03315,5,1,ncRNA,na
AT3G01925,AT3G01925,3,-1,ncRNA,na
AT3G01905,AT3G01905,3,-1,ncRNA,na
AT3G02565,AT3G02565,3,-1,ncRNA,na
AT4G00975,AT4G00975,4,1,ncRNA,na
AT3G09645,AT3G09645,3,-1,lncRNA,na
AT5G06245,AT5G06245,5,1,lncRNA,na
AT4G03895,AT4G03895,4,1,lncRNA,na
AT3G05780,LON3,3,-1,protein_coding,na
AT1G24405,AT1G24405,1,1,protein_coding,na
AT2G27490,COAE,2,-1,protein_coding,na
AT3G13276,AT3G13276,3,1,protein_coding,na
AT1G71740,AT1G71740,1,1,protein_coding,na
AT1G52920,GCR2,1,-1,protein_coding,na
AT2G17370,HMG2,2,1,protein_coding,na
AT4G13615,AT4G13615,4,1,protein_coding,na
AT3G46680,UGT76E6,3,-1,protein_coding,na
AT1G70830,MLP28,1,-1,protein_coding,na
AT2G34090,MEE18,2,-1,protein_coding,na
AT1G65541,AT1G65541,1,1,protein_coding,na
AT2G01050,AT2G01050,2,-1,protein_coding,na
AT2G07751,AT2G07751,2,1,protein_coding,na
AT4G20565,AT4G20565,4,1,protein_coding,na
AT1G61566,RALFL9,1,-1,protein_coding,na
AT4G29530,AT4G29530,4,1,protein_coding,na
AT5G09225,AT5G09225,5,-1,protein_coding,na
AT1G21100,IGMT1,1,-1,protein_coding,na
AT1G73150,GTE3,1,-1,protein_coding,na
AT3G51750,AT3G51750,3,-1,protein_coding,na
AT1G07010,AT1G07010,1,1,protein_coding,na
AT1G32080,PLGG1,1,-1,protein_coding,na
AT1G16710,HAC12,1,1,protein_coding,na
AT1G07590,AT1G07590,1,-1,protein_coding,na
AT5G49170,AT5G49170,5,-1,protein_coding,na
AT2G40240,AT2G40240,2,1,protein_coding,na
AT4G30380,AT4G30380,4,1,protein_coding,na
AT2G20619,AT2G20619,2,1,protein_coding,na
AT3G05830,AT3G05830,3,1,protein_coding,na
AT5G11430,AT5G11430,5,1,protein_coding,na
AT1G20530,AT1G20530,1,-1,protein_coding,na
AT4G23170,CRK9,4,1,protein_coding,na
AT1G44780,AT1G44780,1,1,protein_coding,na
AT1G60880,AGL56,1,1,transcription_factor,MADS
AT1G06160,ERF094,1,1,transcription_factor,AP2-EREBP
AT3G07260,FHA1,3,1,protein_coding,na
AT1G21090,AT1G21090,1,1,protein_coding,na
AT1G76730,COG0212,1,-1,protein_coding,na
AT1G03970,GBF4,1,1,transcription_factor,bZIP
AT5G19160,TBL11,5,1,protein_coding,na
AT3G49744,AT3G49744,3,-1,protein_coding,na
AT5G28820,AT5G28820,5,1,protein_coding,na
AT4G12530,AT4G12530,4,-1,protein_coding,na
AT4G20050,QRT3,4,-1,protein_coding,na
AT5G53810,AT5G53810,5,-1,protein_coding,na
AT2G28690,AT2G28690,2,-1,protein_coding,na
AT5G01530,LHCB4.1,5,1,protein_coding,na
AT3G62800,DBR4,3,-1,protein_coding,na
ATCG00900,RPS7-A,Pt,-1,protein_coding,na
AT3G11385,AT3G11385,3,1,protein_coding,na
AT5G07010,SOT15,5,-1,protein_coding,na
AT3G63040,AT3G63040,3,-1,protein_coding,na
AT2G26570,WEB1,2,1,protein_coding,na
AT3G05560,RPL22B,3,1,protein_coding,na
AT5G12080,MSL10,5,-1,protein_coding,na
AT1G50870,AT1G50870,1,1,protein_coding,na
AT2G20610,SUR1,2,-1,protein_coding,na
AT5G02940,AT5G02940,5,-1,protein_coding,na
AT1G68430,AT1G68430,1,-1,protein_coding,na
AT1G66550,WRKY67,1,1,transcription_factor,WRKY
AT1G09380,AT1G09380,1,-1,protein_coding,na
AT3G48840,AT3G48840,3,-1,protein_coding,na
AT5G61800,PCMP-E8,5,-1,protein_coding,na
AT5G01445,AT5G01445,5,-1,protein_coding,na
AT4G35500,AT4G35500,4,1,protein_coding,na
AT1G80310,MOT2,1,1,protein_coding,na
AT2G39400,AT2G39400,2,1,protein_coding,na
AT4G04990,AT4G04990,4,1,protein_coding,na
AT3G60530,GATA4,3,1,transcription_factor,C2C2-Gata
AT2G46180,GC4,2,-1,protein_coding,na
AT2G22270,AT2G22270,2,1,protein_coding,na
AT2G43660,AT2G43660,2,-1,protein_coding,na
AT1G03910,CTN,1,1,protein_coding,na
AT1G77590,LACS9,1,-1,protein_coding,na
AT1G79020,AT1G79020,1,-1,protein_coding,na
AT5G24420,PGL5,5,-1,protein_coding,na
AT5G39490,AT5G39490,5,-1,protein_coding,na
AT3G26922,AT3G26922,3,1,protein_coding,na
AT3G50450,HR1,3,1,protein_coding,na
AT3G17160,AT3G17160,3,1,protein_coding,na
AT1G34315,AT1G34315,1,-1,protein_coding,na
AT5G08580,AT5G08580,5,-1,protein_coding,na
AT2G28360,AT2G28360,2,-1,protein_coding,na
AT4G25000,AMY1,4,-1,protein_coding,na
AT5G27410,AT5G27410,5,1,protein_coding,na
AT5G65200,PUB38,5,-1,protein_coding,na
AT5G23535,AT5G23535,5,1,protein_coding,na
AT1G05230,HDG2,1,-1,transcription_factor,Homeobox
AT1G79830,GC5,1,-1,protein_coding,na
AT5G09480,AT5G09480,5,-1,protein_coding,na
AT5G56480,AT5G56480,5,-1,protein_coding,na
AT5G60820,AT5G60820,5,1,transcription_factor,C3H
AT5G55820,AT5G55820,5,1,protein_coding,na
AT5G44950,AT5G44950,5,1,protein_coding,na
AT4G31140,AT4G31140,4,1,protein_coding,na
AT4G35910,CTU2,4,-1,protein_coding,na
AT3G56220,AT3G56220,3,1,protein_coding,na
AT2G19970,AT2G19970,2,-1,protein_coding,na
AT5G54520,AT5G54520,5,-1,protein_coding,na
AT2G04032,ZIP7,2,1,protein_coding,na
AT5G03455,CDC25,5,1,protein_coding,na
AT1G48140,DPMS3,1,1,protein_coding,na
AT4G15050,AT4G15050,4,-1,protein_coding,na
ATCG00420,NDHJ,Pt,-1,protein_coding,na
AT5G30360,AT5G30360,5,1,protein_coding,na
AT2G32600,AT2G32600,2,-1,transcription_factor,C2H2
AT2G41010,CAMBP25,2,-1,protein_coding,na
AT5G07170,AT5G07170,5,1,protein_coding,na
AT5G32670,AT5G32670,5,-1,protein_coding,na
AT1G60250,AT1G60250,1,-1,transcription_factor,C2C2-CO-like
AT4G09012,AT4G09012,4,-1,protein_coding,na
AT3G26355,AT3G26355,3,1,protein_coding,na
AT5G02710,AT5G02710,5,1,protein_coding,na
AT4G10110,AT4G10110,4,-1,protein_coding,na
AT5G13900,VAS,5,-1,protein_coding,na
AT5G16380,AT5G16380,5,-1,protein_coding,na
AT5G40630,AT5G40630,5,-1,protein_coding,na
AT1G55670,PSAG,1,-1,protein_coding,na
AT5G66940,DOF5.8,5,-1,transcription_factor,C2C2-Dof
AT3G06520,AT3G06520,3,1,protein_coding,na
AT3G52870,IQM3,3,-1,protein_coding,na
AT3G02900,AT3G02900,3,1,protein_coding,na
AT1G31520,AT1G31520,1,-1,protein_coding,na
AT5G57660,COL5,5,1,transcription_factor,C2C2-CO-like
AT3G09110,AT3G09110,3,-1,protein_coding,na
AT4G23690,DIR6,4,-1,protein_coding,na
AT1G05035,AT1G05035,1,1,protein_coding,na
AT5G45700,AT5G45700,5,1,protein_coding,na
AT5G40410,PCMP-H15,5,1,protein_coding,na
AT3G06580,GAL1,3,-1,protein_coding,na
AT3G14920,AT3G14920,3,1,protein_coding,na
AT1G77610,UDP-GALT1,1,1,protein_coding,na
AT1G19170,AT1G19170,1,1,protein_coding,na
AT2G20740,TOM2AH3,2,1,protein_coding,na
AT3G26940,CDG1,3,-1,protein_coding,na
AT4G27150,AT2S2,4,1,protein_coding,na
AT2G26000,BRIZ2,2,1,protein_coding,na
AT5G38743,AT5G38743,5,1,protein_coding,na
AT4G15210,BAM5,4,-1,protein_coding,na
AT1G29070,RPL34,1,1,protein_coding,na
AT4G27570,UGT79B3,4,-1,protein_coding,na
AT5G65560,AT5G65560,5,-1,protein_coding,na
AT1G04170,EIF2 GAMMA,1,1,protein_coding,na
ATCG00905,RPS12C,Pt,-1,protein_coding,na
AT1G29250,AT1G29250,1,-1,protein_coding,na
AT3G51050,AT3G51050,3,1,protein_coding,na
AT5G23060,CAS,5,-1,protein_coding,na
AT4G14770,TCX2,4,-1,transcription_factor,CPP
AT3G44140,AT3G44140,3,-1,protein_coding,na
AT1G14630,AT1G14630,1,1,protein_coding,na
AT3G21480,AT3G21480,3,1,protein_coding,na
AT3G58760,AT3G58760,3,1,protein_coding,na
AT2G03390,CLPF,2,-1,protein_coding,na
AT2G23093,AT2G23093,2,1,protein_coding,na
AT1G62600,AT1G62600,1,1,protein_coding,na
AT3G54925,AT3G54925,3,-1,protein_coding,na
AT4G29550,AT4G29550,4,1,protein_coding,na
AT5G02280,AT5G02280,5,1,protein_coding,na
AT2G36080,ARF31,2,-1,transcription_factor,RAV
AT5G40830,AT5G40830,5,-1,protein_coding,na
AT3G58110,AT3G58110,3,1,protein_coding,na
AT2G46900,AT2G46900,2,1,protein_coding,na
AT3G13440,AT3G13440,3,1,protein_coding,na
AT5G08370,AGAL2,5,-1,protein_coding,na
AT5G02720,AT5G02720,5,-1,protein_coding,na
AT3G44750,HDT1,3,1,transcription_factor,C2H2
AT4G13020,MHK,4,1,protein_coding,na
AT1G23530,AT1G23530,1,1,protein_coding,na
AT4G28710,XI-H,4,1,protein_coding,na
AT1G30795,AT1G30795,1,1,protein_coding,na
AT3G30841,AT3G30841,3,1,protein_coding,na
AT2G03667,AT2G03667,2,1,protein_coding,na
AT1G34770,AT1G34770,1,1,protein_coding,na
AT3G43240,ARID4,3,-1,transcription_factor,ARID
AT1G79620,AT1G79620,1,-1,protein_coding,na
AT2G24820,TIC55,2,1,protein_coding,na
AT4G33620,ULP2A,4,1,protein_coding,na
AT5G49310,IMPA5,5,-1,protein_coding,na
AT1G29810,AT1G29810,1,-1,protein_coding,na
AT4G28930,AT4G28930,4,1,protein_coding,na
AT1G17470,DRG1,1,1,protein_coding,na
AT1G34380,AT1G34380,1,-1,protein_coding,na
AT5G36240,AT5G36240,5,-1,protein_coding,na
AT2G20120,COV1,2,-1,protein_coding,na
AT5G47670,NFYB6,5,1,transcription_factor,CCAAT-HAP3
AT5G04070,AT5G04070,5,1,protein_coding,na
AT2G30690,MYOB4,2,1,protein_coding,na
AT1G11785,AT1G11785,1,-1,protein_coding,na
AT1G27580,AT1G27580,1,-1,protein_coding,na
AT2G43850,ILK1,2,-1,protein_coding,na
AT4G18130,PHYE,4,-1,protein_coding,na
AT1G23870,TPS9,1,1,protein_coding,na
AT3G49560,AT3G49560,3,1,protein_coding,na
AT5G36490,AT5G36490,5,-1,protein_coding,na
AT5G46030,AT5G46030,5,1,protein_coding,na
AT5G09650,PPA6,5,-1,protein_coding,na
AT2G43000,JUB1,2,-1,transcription_factor,NAC
AT1G52040,MBP1,1,-1,protein_coding,na
AT3G05858,AT3G05858,3,1,protein_coding,na
AT5G60860,RABA1F,5,1,protein_coding,na
AT5G54035,AT5G54035,5,1,protein_coding,na
AT1G07901,AT1G07901,1,-1,protein_coding,na
AT4G10220,AT4G10220,4,1,protein_coding,na
AT3G23790,AAE16,3,1,protein_coding,na
AT4G02075,PIT1,4,-1,protein_coding,na
AT5G36190,AT5G36190,5,-1,protein_coding,na
AT1G52650,AT1G52650,1,1,protein_coding,na
AT1G26750,AT1G26750,1,1,protein_coding,na
AT5G14980,AT5G14980,5,1,protein_coding,na
AT5G50150,AT5G50150,5,-1,protein_coding,na
AT2G15020,AT2G15020,2,-1,protein_coding,na
AT3G45070,AT3G45070,3,-1,protein_coding,na
AT4G22590,TPPG,4,-1,protein_coding,na
AT5G30490,AT5G30490,5,1,protein_coding,na
AT5G22670,AT5G22670,5,-1,protein_coding,na
AT4G35060,HIPP25,4,-1,protein_coding,na
AT1G11480,AT1G11480,1,-1,protein_coding,na
AT3G49030,AT3G49030,3,1,protein_coding,na
AT1G12300,AT1G12300,1,-1,protein_coding,na
AT5G47930,RPS27D,5,-1,protein_coding,na
AT1G61093,AT1G61093,1,-1,protein_coding,na
AT2G37970,SOUL-1,2,1,protein_coding,na
AT3G02420,AT3G02420,3,-1,protein_coding,na
AT1G58190,AtRLP9,1,1,protein_coding,na
AT1G09860,PUP16,1,-1,protein_coding,na
AT1G13280,AOC4,1,1,protein_coding,na
AT5G15300,PCMP-E40,5,-1,protein_coding,na
AT4G34131,UGT73B3,4,-1,protein_coding,na
AT2G02130,PDF2.3,2,1,protein_coding,na
AT5G03435,AT5G03435,5,-1,protein_coding,na
AT3G18830,PLT5,3,-1,protein_coding,na
AT2G03570,AT2G03570,2,-1,protein_coding,na
AT4G21670,CPL1,4,1,protein_coding,na
AT1G02230,NAC004,1,-1,transcription_factor,NAC
AT5G20140,AT5G20140,5,-1,protein_coding,na
AT1G11630,AT1G11630,1,-1,protein_coding,na
AT4G19440,AT4G19440,4,-1,protein_coding,na
AT3G51890,AT3G51890,3,-1,protein_coding,na
AT1G44085,AT1G44085,1,-1,protein_coding,na
AT1G07390,AtRLP1,1,1,protein_coding,na
AT1G13607,AT1G13607,1,1,protein_coding,na
AT1G08580,AT1G08580,1,-1,protein_coding,na
AT2G25125,AT2G25125,2,1,protein_coding,na
AT1G59750,ARF1,1,1,transcription_factor,ARF
AT3G25950,AT3G25950,3,1,protein_coding,na
AT5G22145,AT5G22145,5,1,protein_coding,na
AT1G70209,AT1G70209,1,-1,protein_coding,na
AT1G63660,AT1G63660,1,-1,protein_coding,na
AT2G21660,RBG7,2,-1,protein_coding,na
AT1G15320,AT1G15320,1,-1,protein_coding,na
AT1G79310,AMC7,1,1,protein_coding,na
AT5G42980,TRX3,5,1,protein_coding,na
AT1G70750,MYOB2,1,-1,protein_coding,na
AT5G35840,PHYC,5,1,protein_coding,na
AT2G45210,SAUR36,2,1,protein_coding,na
AT1G29390,COR413IM2,1,-1,protein_coding,na
AT4G16460,AT4G16460,4,1,protein_coding,na
AT5G50210,QS,5,1,protein_coding,na
AT1G17870,EGY3,1,-1,protein_coding,na
AT5G38360,AT5G38360,5,-1,protein_coding,na
AT1G15020,QSOX1,1,-1,protein_coding,na
AT1G23090,SULTR3;3,1,-1,protein_coding,na
AT4G01790,AT4G01790,4,1,protein_coding,na
AT4G38190,CSLD4,4,-1,protein_coding,na
AT1G72810,TS2,1,-1,protein_coding,na
AT5G45573,AT5G45573,5,-1,protein_coding,na
AT2G01755,AT2G01755,2,-1,protein_coding,na
AT5G25770,AT5G25770,5,-1,protein_coding,na
AT1G56610,AT1G56610,1,1,protein_coding,na
AT4G09649,AT4G09649,4,-1,protein_coding,na
AT2G03210,FUT2,2,-1,protein_coding,na
AT3G45990,ADF11,3,-1,protein_coding,na
AT5G51470,AT5G51470,5,1,protein_coding,na
AT3G46350,AT3G46350,3,1,protein_coding,na
AT5G64170,LNK1,5,-1,protein_coding,na
AT3G24850,AT3G24850,3,1,protein_coding,na
AT2G27630,AT2G27630,2,-1,transcription_factor,C2H2
AT4G01590,AT4G01590,4,-1,protein_coding,na
AT5G35970,AT5G35970,5,-1,protein_coding,na
AT2G31390,AT2G31390,2,-1,protein_coding,na
AT4G14315,AT4G14315,4,1,protein_coding,na
AT2G14635,AT2G14635,2,-1,protein_coding,na
AT1G53460,AT1G53460,1,-1,protein_coding,na
AT5G52240,MSBP1,5,1,protein_coding,na
AT2G23250,UGT84B2,2,-1,protein_coding,na
AT3G62270,BOR2,3,-1,protein_coding,na
AT2G04400,IGPS,2,1,protein_coding,na
